GeographyCode,WP601EW0001,WP601EW0002,WP601EW0003,WP601EW0004,WP601EW0005,WP601EW0006,WP601EW0007,WP601EW0008
E33049244,239,50,57,3,18,30,68,13
E33049245,340,79,103,7,17,55,72,7
E33049246,263,65,108,1,6,29,45,9
E33049247,486,88,259,3,19,38,67,12
E33049248,401,71,146,2,20,49,103,10
E33049249,649,114,342,4,30,51,98,10
E33049250,339,120,97,8,10,39,62,3
E33049251,408,116,168,5,16,26,54,23
E33049252,311,95,103,3,14,32,58,6
E33049253,605,220,205,8,26,50,80,16
E33049254,240,51,111,6,5,22,37,8
E33049255,319,68,152,4,11,33,45,6
E33049256,457,158,191,3,25,21,48,11
E33049257,441,230,146,1,4,15,31,14
E33049258,376,133,181,3,10,20,29,0
E33049259,252,57,128,0,14,21,31,1
E33049260,721,182,428,3,27,28,44,9
E33049261,743,97,544,5,11,15,63,8
E33049262,269,82,115,0,1,15,36,20
E33049263,298,74,126,3,14,31,45,5
E33049264,321,33,173,2,17,23,66,7
E33049265,514,164,195,5,23,34,85,8
E33049266,265,39,121,2,13,27,56,7
E33049267,235,57,100,4,22,21,28,3
E33049268,425,64,139,10,37,60,102,13
E33049269,375,81,138,4,22,39,84,7
E33049270,291,59,84,2,35,38,63,10
E33049271,225,25,80,5,19,31,63,2
E33049272,366,64,105,8,38,50,92,9
E33049273,337,131,108,5,26,24,37,6
E33049274,306,66,138,2,21,17,53,9
E33049275,450,61,297,0,12,23,50,7
E33049276,378,91,165,6,12,24,66,14
E33049277,329,128,164,2,1,8,23,3
E33049278,335,50,119,2,35,27,81,21
E33049279,626,73,320,4,38,59,125,7
E33049280,428,99,189,5,23,26,83,3
E33049281,340,60,71,7,36,57,107,2
E33049282,247,46,80,10,17,31,57,6
E33049283,288,62,117,3,16,27,55,8
E33049284,247,55,72,5,24,25,59,7
E33049285,247,47,102,1,14,13,57,13
E33049286,305,70,79,9,23,40,80,4
E33049287,242,29,99,7,29,18,59,1
E33049288,338,42,67,6,41,64,114,4
E33049289,384,62,134,2,29,41,103,13
E33049290,417,121,214,4,11,19,39,9
E33049291,280,77,103,5,30,22,37,6
E33049292,283,38,116,6,24,21,75,3
E33049293,509,151,289,0,22,9,33,5
E33049294,320,55,97,6,38,45,72,7
E33049295,244,55,82,2,14,32,55,4
E33049296,392,69,86,5,38,56,125,13
E33049297,533,124,167,5,38,49,127,23
E33049298,438,89,126,2,44,48,120,9
E33049299,512,97,181,5,40,54,122,13
E33049300,277,70,97,2,15,23,63,7
E33049301,357,60,89,2,27,52,119,8
E33049302,595,127,298,4,32,32,91,11
E33049303,643,127,343,4,27,36,98,8
E33049304,235,34,79,0,19,34,61,8
E33049305,273,30,64,1,24,46,103,5
E33049306,296,49,93,5,23,35,89,2
E33049307,425,43,297,2,14,20,45,4
E33049308,231,55,82,2,10,24,46,12
E33049309,513,187,225,5,28,21,39,8
E33049310,374,94,210,0,4,18,40,8
E33049311,350,148,118,2,10,23,41,8
E33049312,374,82,148,5,18,37,68,16
E33049313,404,74,234,5,13,14,28,36
E33049314,314,36,238,0,5,14,20,1
E33049315,482,208,191,3,7,29,20,24
E33049316,418,87,165,10,27,57,59,13
E33049317,784,244,448,1,15,26,36,14
E33049318,327,50,119,0,24,39,87,8
E33049319,362,68,85,8,24,50,122,5
E33049320,331,77,92,2,20,36,78,26
E33049321,344,73,112,5,29,43,67,15
E33049322,402,88,146,4,17,41,96,10
E33049323,244,33,90,1,12,24,69,15
E33049324,306,46,79,5,21,34,118,3
E33049325,278,40,107,2,17,38,64,10
E33049326,343,54,117,3,30,32,85,22
E33049327,234,63,90,1,14,20,28,18
E33049328,334,76,94,3,16,38,97,10
E33049329,631,73,398,3,30,32,76,19
E33049330,351,77,124,3,27,32,82,6
E33049331,506,142,227,8,11,52,52,14
E33049332,353,97,123,1,11,55,58,8
E33049333,333,70,218,1,3,13,24,4
E33049334,596,185,294,1,22,26,46,22
E33049335,579,145,245,10,45,27,60,47
E33049336,630,138,377,5,30,21,51,8
E33049337,570,191,265,1,7,35,50,21
E33049338,294,52,109,1,11,43,72,6
E33049339,286,65,103,7,8,46,49,8
E33049340,343,68,103,5,25,44,78,20
E33049341,386,81,99,1,29,43,102,31
E33049342,394,93,121,8,21,51,94,6
E33049343,383,97,143,7,19,44,51,22
E33049344,373,101,100,8,23,54,79,8
E33049345,276,68,119,3,18,31,36,1
E33049346,282,53,144,2,12,24,42,5
E33049347,459,144,163,13,31,39,48,21
E33049348,310,98,70,6,24,42,61,9
E33049349,500,87,152,5,25,71,143,17
E33049350,343,56,126,5,21,43,84,8
E33049351,777,337,378,1,6,15,26,14
E33049352,324,53,115,5,34,44,64,9
E33049353,368,57,180,1,15,34,75,6
E33049354,600,203,269,11,36,19,26,36
E33049355,239,100,59,5,9,30,32,4
E33049356,305,65,127,1,7,44,52,9
E33049357,287,56,93,5,19,34,68,12
E33049358,333,113,124,4,27,10,37,18
E33049359,402,98,171,3,13,49,59,9
E33049360,232,66,88,4,7,21,35,11
E33049361,1357,158,1033,1,22,47,89,7
E33049362,297,87,107,6,5,28,52,12
E33049363,235,47,139,0,4,16,24,5
E33049364,293,101,138,0,5,18,27,4
E33049365,320,90,116,2,16,38,57,1
E33049366,581,67,434,2,12,14,33,19
E33049367,268,65,86,7,16,29,57,8
E33049368,400,75,178,8,22,30,61,26
E33049369,413,107,191,4,20,23,60,8
E33049370,445,93,234,2,6,26,46,38
E33049371,284,59,85,4,20,38,72,6
E33049372,273,49,120,3,12,28,37,24
E33049373,303,63,134,4,14,29,57,2
E33049374,312,70,103,9,11,48,66,5
E33049375,402,90,134,7,25,40,76,30
E33049376,326,67,110,2,21,46,76,4
E33049377,265,68,84,6,17,31,43,16
E33049378,378,112,164,4,13,27,43,15
E33049379,317,56,92,7,14,49,94,5
E33049380,780,200,349,10,25,63,92,41
E33049381,427,153,171,1,7,29,58,8
E33049382,722,87,433,6,26,58,98,14
E33049383,606,156,201,5,12,52,118,62
E33049384,458,154,161,7,34,30,66,6
E33049385,566,139,242,4,26,38,92,25
E33049386,284,79,106,1,10,33,41,14
E33049387,321,91,128,1,14,26,47,14
E33049388,334,67,107,2,9,52,83,14
E33049389,467,99,219,6,13,42,54,34
E33049390,436,128,128,2,16,69,82,11
E33049391,757,268,321,4,27,46,73,18
E33049392,581,184,284,3,8,12,39,51
E33049393,287,65,112,3,12,26,45,24
E33049394,226,79,70,4,10,19,38,6
E33049395,481,95,254,4,26,36,57,9
E33049396,306,55,138,5,29,29,47,3
E33049397,231,37,114,2,3,31,40,4
E33049398,311,48,112,3,28,36,68,16
E33049399,281,41,128,1,21,32,41,17
E33049400,313,110,84,2,8,42,64,3
E33049401,820,154,501,4,30,35,84,12
E33049402,261,52,89,5,12,36,64,3
E33049403,380,154,128,3,20,15,46,14
E33049404,648,194,293,5,11,57,76,12
E33049405,403,97,111,0,16,61,110,8
E33049406,535,158,287,2,7,23,43,15
E33049407,521,131,221,6,22,53,66,22
E33049408,832,278,300,10,21,45,66,112
E33049409,393,65,237,1,6,27,52,5
E33049410,312,83,165,3,5,15,32,9
E33049411,803,221,342,6,21,63,100,50
E33049412,301,87,149,3,10,15,23,14
E33049413,323,58,100,1,18,49,93,4
E33049414,849,66,632,4,17,45,76,9
E33049415,389,53,221,6,19,17,62,11
E33049416,332,154,118,0,7,22,28,3
E33049417,456,180,138,3,18,24,49,44
E33049418,297,123,118,2,12,13,22,7
E33049419,502,139,271,5,19,22,36,10
E33049420,513,169,277,1,8,17,22,19
E33049421,323,68,123,2,13,32,63,22
E33049422,335,108,129,11,21,30,26,10
E33049423,264,52,100,3,12,30,60,7
E33049424,397,140,127,6,16,41,48,19
E33049425,568,158,280,1,16,13,22,78
E33049426,507,102,226,10,20,41,86,22
E33049427,354,100,105,1,10,34,66,38
E33049428,309,66,94,5,10,37,93,4
E33049429,383,88,134,4,24,50,72,11
E33049430,313,95,147,2,10,19,31,9
E33049431,287,69,113,2,11,25,57,10
E33049432,353,70,169,3,10,33,54,14
E33049433,377,123,147,4,16,35,46,6
E33049434,379,80,142,1,12,47,76,21
E33049435,558,168,294,3,14,19,49,11
E33049436,323,79,112,1,9,32,76,14
E33049437,346,52,129,10,32,48,75,0
E33049438,497,122,206,2,24,59,78,6
E33049439,249,32,84,8,23,29,66,7
E33049440,409,71,119,5,34,49,116,15
E33049441,325,36,82,9,21,55,111,11
E33049442,408,86,181,2,11,36,84,8
E33049443,298,62,138,1,6,28,61,2
E33049444,307,125,111,3,5,25,30,8
E33049445,566,70,391,3,24,18,55,5
E33049446,257,92,72,0,12,30,44,7
E33049447,437,154,163,3,13,29,56,19
E33049448,430,147,184,3,8,20,48,20
E33049449,247,68,132,2,7,13,25,0
E33049450,421,50,234,5,15,25,83,9
E33049451,339,98,103,2,14,36,78,8
E33049452,515,160,232,11,36,14,47,15
E33049453,343,35,243,3,15,18,27,2
E33049454,446,52,206,8,39,46,80,15
E33049455,264,74,148,0,2,16,20,4
E33049456,342,53,143,4,31,24,73,14
E33049457,312,86,110,1,8,29,58,20
E33049458,244,25,120,3,14,24,53,5
E33049459,305,94,136,5,15,18,24,13
E33049460,437,82,311,1,12,9,20,2
E33049461,372,94,151,2,22,40,54,9
E33049462,615,105,332,8,37,51,64,18
E33049463,610,104,377,2,19,43,60,5
E33049464,279,57,86,4,10,41,67,14
E33049465,265,59,106,2,9,29,58,2
E33049466,506,130,267,2,17,28,46,16
E33049467,394,73,175,3,24,39,72,8
E33049468,2441,210,2118,2,9,25,44,33
E33049469,657,187,367,2,9,27,43,22
E33049470,285,56,149,1,14,21,34,10
E33049471,374,58,127,7,27,54,93,8
E33049472,286,45,130,2,17,22,56,14
E33049473,340,88,214,0,2,11,22,3
E33049474,366,97,182,6,20,17,27,17
E33049475,340,59,136,4,17,43,76,5
E33049476,343,104,148,2,13,19,48,9
E33049477,294,104,96,2,12,12,50,18
E33049478,428,120,173,3,9,30,83,10
E33049479,370,80,176,1,10,47,51,5
E33049480,323,31,173,5,25,39,49,1
E33049481,289,49,104,5,17,43,67,4
E33049482,385,52,147,4,28,54,91,9
E33049483,321,58,94,7,27,58,70,7
E33049484,321,49,145,1,23,36,63,4
E33049485,269,55,132,2,10,22,44,4
E33049486,274,93,78,1,19,29,47,7
E33049487,270,56,85,6,16,29,64,14
E33049488,271,59,79,5,23,37,57,11
E33049489,391,98,162,3,15,34,72,7
E33049490,317,109,92,4,15,38,50,9
E33049491,403,68,233,2,11,32,50,7
E33049492,599,138,286,2,18,29,62,64
E33049493,294,121,118,1,16,17,14,7
E33049494,288,105,141,0,6,13,19,4
E33049495,259,62,117,3,10,26,35,6
E33049496,311,108,109,4,16,26,42,6
E33049497,601,210,239,3,39,13,50,47
E33049498,1061,186,719,2,40,24,77,13
E33049499,405,47,279,3,7,23,39,7
E33049500,327,116,126,4,11,17,33,20
E33049501,572,109,337,1,21,19,69,16
E33049502,634,59,502,3,7,12,34,17
E33049503,333,58,186,1,10,18,48,12
E33049504,542,83,343,6,18,29,50,13
E33049505,275,52,122,3,18,23,46,11
E33049506,396,74,235,3,11,17,41,15
E33049507,233,35,116,5,18,31,25,3
E33049508,332,65,193,2,13,14,22,23
E33049509,323,91,107,4,20,36,42,23
E33049510,319,67,149,3,20,20,55,5
E33049511,274,64,121,2,11,26,42,8
E33049512,276,74,92,2,13,37,48,10
E33049513,288,85,78,6,33,25,44,17
E33049514,457,162,191,6,16,27,38,17
E33049515,363,141,127,5,3,44,34,9
E33049516,436,100,153,10,22,69,68,14
E33049517,523,111,188,10,29,64,113,8
E33049518,390,93,169,3,26,46,38,15
E33049519,379,74,251,3,1,16,24,10
E33049520,428,162,179,5,24,27,15,16
E33049521,398,62,252,4,13,31,31,5
E33049522,544,132,319,5,13,23,33,19
E33049523,237,75,109,1,8,9,26,9
E33049524,594,168,262,3,11,48,62,40
E33049525,432,152,206,3,13,15,29,14
E33049526,473,141,227,1,35,23,21,25
E33049527,628,143,368,6,30,32,43,6
E33049528,427,88,162,5,31,45,90,6
E33049529,499,204,147,1,17,21,47,62
E33049530,323,56,152,5,22,26,42,20
E33049531,263,51,110,2,17,29,41,13
E33049532,259,34,93,8,17,33,66,8
E33049533,234,43,85,5,15,27,59,0
E33049534,509,67,306,3,25,39,52,17
E33049535,306,71,138,3,13,43,36,2
E33049536,298,52,160,0,7,31,41,7
E33049537,312,48,101,10,31,36,84,2
E33049538,318,68,128,4,19,38,55,6
E33049539,345,81,143,4,15,28,68,6
E33049540,244,27,98,5,18,32,58,6
E33049541,399,131,145,2,23,28,49,21
E33049542,236,33,111,3,10,23,51,5
E33049543,432,81,128,3,28,66,114,12
E33049544,228,21,88,3,14,32,67,3
E33049545,571,187,318,0,5,20,29,12
E33049546,305,93,111,8,15,35,37,6
E33049547,349,59,142,6,23,49,61,9
E33049548,284,53,139,4,18,24,39,7
E33049549,546,95,318,1,15,34,66,17
E33049550,216,72,73,2,17,10,32,10
E33049551,426,71,240,5,23,28,48,11
E33049552,248,38,92,5,17,47,47,2
E33049553,328,50,106,6,29,47,77,13
E33049554,260,36,99,4,23,35,53,10
E33049555,246,34,89,6,21,24,61,11
E33049556,303,55,86,6,12,49,89,6
E33049557,306,63,125,6,25,26,34,27
E33049558,287,69,82,7,22,46,50,11
E33049559,274,59,85,4,11,45,55,15
E33049560,406,98,138,4,39,58,59,10
E33049561,377,54,104,6,35,53,118,7
E33049562,668,230,219,7,59,39,79,35
E33049563,415,73,170,3,21,62,81,5
E33049564,438,79,209,4,23,52,61,10
E33049565,503,159,225,7,11,31,57,13
E33049566,385,120,151,3,25,29,34,23
E33049567,381,75,109,9,30,51,100,7
E33049568,394,71,148,6,30,49,76,14
E33049569,297,80,96,0,14,29,60,18
E33049570,433,95,137,0,22,60,102,17
E33049571,527,95,162,9,40,82,105,34
E33049572,358,137,129,3,15,22,42,10
E33049573,315,80,143,3,15,18,47,9
E33049574,700,230,289,6,18,54,63,40
E33049575,297,78,121,3,21,34,33,7
E33049576,375,99,146,4,19,33,48,26
E33049577,239,56,101,3,12,27,27,13
E33049578,312,104,139,7,14,11,26,11
E33049579,446,66,339,1,6,10,22,2
E33049580,370,120,161,4,20,18,30,17
E33049581,646,218,342,5,5,23,30,23
E33049582,334,113,164,4,6,16,17,14
E33049583,382,157,153,0,6,13,36,17
E33049584,399,44,314,1,7,7,17,9
E33049585,481,127,288,1,13,25,24,3
E33049586,897,279,500,6,22,13,25,52
E33049587,339,61,211,2,13,22,19,11
E33049588,380,127,163,5,10,31,42,2
E33049589,397,84,163,4,25,31,84,6
E33049590,553,229,236,1,8,24,30,25
E33049591,381,61,239,6,8,16,37,14
E33049592,387,129,162,2,8,35,44,7
E33049593,369,35,259,4,4,22,31,14
E33049594,324,61,196,0,15,13,35,4
E33049595,428,111,201,0,13,36,43,24
E33049596,409,86,180,10,19,30,68,16
E33049597,341,70,153,1,13,36,63,5
E33049598,239,47,94,4,8,35,40,11
E33049599,304,55,103,3,18,41,77,7
E33049600,1227,171,909,1,31,21,80,14
E33049601,237,32,138,3,7,25,29,3
E33049602,702,189,425,1,7,23,32,25
E33049603,325,62,193,2,14,13,36,5
E33049604,286,68,84,5,17,41,43,28
E33049605,256,58,106,0,17,25,27,23
E33049606,257,84,66,2,15,29,58,3
E33049607,828,259,465,3,29,14,43,15
E33049608,1057,99,893,3,23,7,18,14
E33049609,539,109,213,3,28,62,110,14
E33049610,375,113,133,3,8,40,63,15
E33049611,233,65,72,4,17,23,34,18
E33049612,403,114,169,4,17,38,48,13
E33049613,413,158,151,4,12,28,44,16
E33049614,322,112,115,1,2,27,44,21
E33049615,320,123,116,2,16,21,31,11
E33049616,348,99,152,1,11,18,38,29
E33049617,376,97,143,1,15,37,74,9
E33049618,963,255,591,2,12,24,36,43
E33049619,429,177,190,2,14,11,24,11
E33049620,446,182,164,1,17,31,47,4
E33049621,270,89,102,3,13,20,38,5
E33049622,312,47,198,0,7,13,35,12
E33049623,302,57,98,5,20,37,81,4
E33049624,526,184,194,3,18,43,69,15
E33049625,439,136,169,11,44,7,52,20
E33049626,396,142,137,1,24,24,51,17
E33049627,534,163,299,1,13,14,28,16
E33049628,351,150,133,1,14,15,33,5
E33049629,316,112,107,4,10,22,54,7
E33049630,271,72,89,7,11,21,61,10
E33049631,365,93,151,7,18,30,61,5
E33049632,507,200,193,3,12,33,56,10
E33049633,634,246,318,1,4,9,19,37
E33049634,330,129,104,0,10,29,56,2
E33049635,373,98,121,1,13,48,89,3
E33049636,284,65,89,3,21,33,61,12
E33049637,315,61,138,3,12,35,57,9
E33049638,495,195,194,5,21,28,46,6
E33049639,992,267,627,6,11,23,37,21
E33049640,290,104,85,3,11,33,47,7
E33049641,342,101,188,3,12,12,22,4
E33049642,508,111,318,3,6,11,46,13
E33049643,251,112,101,1,4,15,12,6
E33049644,494,212,166,8,26,19,45,18
E33049645,275,82,100,3,13,27,46,4
E33049646,423,92,242,1,12,17,40,19
E33049647,405,47,258,2,17,27,47,7
E33049648,385,61,280,0,7,9,21,7
E33049649,314,84,114,1,9,30,68,8
E33049650,771,115,592,1,16,6,29,12
E33049651,1155,118,944,0,19,17,35,22
E33049652,1153,280,680,0,17,18,22,136
E33049653,246,78,109,5,5,9,26,14
E33049654,928,161,530,0,10,23,51,153
E33049655,463,122,163,3,20,53,73,29
E33049656,319,65,128,7,4,46,56,13
E33049657,517,147,203,6,13,42,95,11
E33049658,454,68,272,3,6,29,67,9
E33049659,551,135,265,1,6,13,47,84
E33049660,423,80,276,2,8,13,19,25
E33049661,445,100,219,4,7,28,44,43
E33049662,517,162,204,8,20,20,40,63
E33049663,230,68,101,1,2,6,9,43
E33049664,487,84,266,2,8,43,73,11
E33049665,572,204,308,2,6,8,30,14
E33049666,457,100,298,1,5,9,34,10
E33049667,275,89,112,0,8,15,34,17
E33049668,302,66,121,1,12,28,56,18
E33049669,1013,113,780,1,13,36,54,16
E33049670,426,89,246,4,11,19,49,8
E33049671,512,72,303,2,15,35,79,6
E33049672,353,58,240,1,14,7,24,9
E33049673,373,136,155,2,10,17,40,13
E33049674,761,158,431,7,23,53,69,20
E33049675,355,76,169,0,16,27,59,8
E33049676,317,52,189,3,15,10,37,11
E33049677,451,85,243,5,23,18,56,21
E33049678,259,64,131,2,6,20,31,5
E33049679,521,122,270,4,28,15,47,35
E33049680,276,54,91,2,10,45,64,10
E33049681,488,101,197,6,27,48,98,11
E33049682,295,71,131,3,10,22,48,10
E33049683,252,80,114,1,7,16,27,7
E33049684,240,48,86,4,25,35,39,3
E33049685,257,37,129,1,10,29,46,5
E33049686,308,70,150,3,12,32,33,8
E33049687,257,87,117,0,5,14,22,12
E33049688,420,102,180,3,25,23,40,47
E33049689,3432,1080,2196,3,9,26,33,85
E33049690,330,80,143,3,12,23,35,34
E33049691,306,48,164,1,15,23,47,8
E33049692,1120,113,850,9,49,31,52,16
E33049693,826,299,310,1,16,13,24,163
E33049694,265,75,126,4,14,13,27,6
E33049695,5986,728,5113,4,14,23,82,22
E33049696,318,58,181,2,8,20,37,12
E33049697,453,81,270,6,22,23,45,6
E33049698,535,192,217,3,6,38,48,31
E33049699,240,61,119,0,4,17,18,21
E33049700,614,113,425,3,2,24,31,16
E33049701,579,158,258,4,36,31,52,40
E33049702,580,165,297,3,16,35,56,8
E33049703,255,58,95,6,11,31,47,7
E33049704,479,79,291,5,29,30,33,12
E33049705,527,123,301,3,6,27,22,45
E33049706,386,78,208,2,15,30,43,10
E33049707,279,66,118,2,8,31,39,15
E33049708,479,117,206,4,14,58,63,17
E33049709,264,65,108,1,8,29,35,18
E33049710,432,128,173,7,14,35,49,26
E33049711,435,77,260,1,13,35,40,9
E33049712,334,97,137,3,14,22,28,33
E33049713,271,34,99,2,13,48,67,8
E33049714,357,73,154,3,21,46,53,7
E33049715,335,104,153,1,3,19,24,31
E33049716,492,168,191,5,5,31,42,50
E33049717,446,65,261,5,12,41,57,5
E33049718,349,93,99,6,12,55,70,14
E33049719,420,106,174,5,8,31,82,14
E33049720,526,68,400,0,8,20,24,6
E33049721,293,85,138,1,10,29,28,2
E33049722,418,82,250,2,10,27,27,20
E33049723,332,88,132,3,16,36,49,8
E33049724,284,56,96,3,7,48,61,13
E33049725,243,33,107,1,10,26,51,15
E33049726,261,98,79,2,10,26,44,2
E33049727,327,99,167,2,5,20,26,8
E33049728,275,42,85,4,18,39,72,15
E33049729,367,109,156,4,25,25,32,16
E33049730,314,50,173,4,11,33,35,8
E33049731,365,25,241,1,20,19,53,6
E33049732,357,85,174,5,11,22,37,23
E33049733,287,57,122,1,16,36,46,9
E33049734,251,34,91,7,26,37,43,13
E33049735,331,70,99,2,19,50,84,7
E33049736,278,58,158,1,13,8,29,11
E33049737,312,81,133,6,25,16,43,8
E33049738,466,72,285,4,18,22,47,18
E33049739,576,172,275,6,35,27,45,16
E33049740,377,132,171,0,13,27,23,11
E33049741,326,39,141,5,23,43,64,11
E33049742,548,148,234,4,46,22,70,24
E33049743,480,141,206,5,28,37,56,7
E33049744,258,36,147,1,11,32,28,3
E33049745,283,49,119,1,23,44,42,5
E33049746,313,50,133,7,25,28,59,11
E33049747,283,58,103,4,19,36,62,1
E33049748,300,67,135,3,8,33,42,12
E33049749,792,134,537,6,24,15,56,20
E33049750,351,124,145,3,11,17,23,28
E33049751,340,107,121,4,34,19,32,23
E33049752,450,70,251,6,18,44,55,6
E33049753,326,51,125,3,25,55,60,7
E33049754,272,37,90,4,18,36,84,3
E33049755,370,34,167,5,23,40,89,12
E33049756,342,39,187,2,14,32,60,8
E33049757,308,73,145,5,17,27,37,4
E33049758,278,56,103,5,18,36,51,9
E33049759,328,53,129,3,22,35,79,7
E33049760,616,128,346,7,13,36,53,33
E33049761,249,38,85,4,17,36,63,6
E33049762,357,63,168,5,24,28,57,12
E33049763,307,53,119,10,16,29,67,13
E33049764,288,38,145,4,8,23,48,22
E33049765,378,57,254,2,17,13,30,5
E33049766,425,92,188,3,24,42,61,15
E33049767,236,35,87,2,22,39,46,5
E33049768,306,54,118,4,18,47,62,3
E33049769,296,52,97,8,22,42,65,10
E33049770,281,25,187,3,13,22,29,2
E33049771,306,38,186,5,8,35,31,3
E33049772,350,63,153,5,17,46,62,4
E33049773,302,60,123,8,17,28,55,11
E33049774,405,74,240,3,23,22,27,16
E33049775,417,68,159,2,19,61,99,9
E33049776,438,80,167,4,20,59,98,10
E33049777,385,100,170,2,11,34,61,7
E33049778,455,126,198,6,29,30,60,6
E33049779,245,92,111,1,11,4,19,7
E33049780,669,200,400,1,3,17,31,17
E33049781,561,139,306,6,37,17,37,19
E33049782,237,83,93,2,5,20,30,4
E33049783,371,104,181,5,10,20,35,16
E33049784,1662,233,1307,1,28,23,56,14
E33049785,1334,316,886,0,23,19,32,58
E33049786,342,100,118,2,10,39,51,22
E33049787,399,50,251,0,9,24,56,9
E33049788,297,29,244,0,2,4,18,0
E33049789,465,58,288,2,18,40,54,5
E33049790,369,120,152,1,13,18,35,30
E33049791,413,144,151,3,21,31,37,26
E33049792,745,187,317,13,50,48,93,37
E33049793,690,91,457,5,15,39,76,7
E33049794,343,44,149,2,14,51,63,20
E33049795,506,106,214,3,25,46,83,29
E33049796,430,39,293,3,16,27,44,8
E33049797,524,127,250,0,20,21,30,76
E33049798,277,51,127,1,10,24,45,19
E33049799,696,120,446,3,16,48,54,9
E33049800,292,44,151,0,10,23,44,20
E33049801,333,49,179,6,15,24,49,11
E33049802,294,85,102,3,9,30,61,4
E33049803,500,98,214,3,26,59,74,26
E33049804,395,94,240,3,15,17,19,7
E33049805,476,153,205,4,21,18,50,25
E33049806,658,157,346,8,32,37,63,15
E33049807,269,107,101,1,6,19,31,4
E33049808,562,160,214,5,34,42,75,32
E33049809,616,98,421,4,21,25,38,9
E33049810,336,47,154,3,8,38,80,6
E33049811,278,60,97,3,24,26,55,13
E33049812,235,46,95,2,15,30,44,3
E33049813,799,152,434,2,18,27,51,115
E33049814,424,70,136,7,36,55,104,16
E33049815,419,77,172,1,23,47,79,20
E33049816,374,98,193,1,12,15,45,10
E33049817,297,70,127,0,13,23,49,15
E33049818,538,90,311,5,29,20,63,20
E33049819,329,55,124,11,19,31,83,6
E33049820,465,76,300,2,14,21,44,8
E33049821,435,123,188,2,7,28,62,25
E33049822,302,50,154,2,24,17,45,10
E33049823,318,83,135,0,17,20,57,6
E33049824,580,207,194,10,39,39,59,32
E33049825,489,136,264,4,15,17,36,17
E33049826,294,61,138,2,12,28,53,0
E33049827,360,56,161,3,18,38,73,11
E33049828,522,176,220,6,25,32,56,7
E33049829,316,58,115,5,17,39,76,6
E33049830,371,114,196,1,6,13,26,15
E33049831,355,103,135,5,19,23,61,9
E33049832,251,114,95,0,3,12,19,8
E33049833,536,110,336,3,16,17,50,4
E33049834,247,59,85,3,15,32,43,10
E33049835,443,111,183,8,20,27,91,3
E33049836,563,107,293,3,12,35,105,8
E33049837,508,77,353,3,18,15,37,5
E33049838,432,196,145,1,14,19,34,23
E33049839,365,71,187,3,27,25,45,7
E33049840,253,35,116,1,8,33,45,15
E33049841,444,105,135,4,22,50,124,4
E33049842,340,85,125,6,23,32,61,8
E33049843,304,63,90,7,24,50,57,13
E33049844,494,76,267,5,30,36,70,10
E33049845,448,118,167,5,15,60,79,4
E33049846,452,95,146,3,23,65,109,11
E33049847,254,56,134,0,9,14,29,12
E33049848,258,62,97,2,18,21,51,7
E33049849,544,83,388,2,14,12,33,12
E33049850,596,160,259,6,15,29,84,43
E33049851,298,64,158,3,16,20,33,4
E33049852,628,199,319,1,12,22,61,14
E33049853,329,117,123,0,13,22,45,9
E33049854,340,46,131,2,18,36,97,10
E33049855,503,181,229,8,20,12,28,25
E33049856,398,88,127,6,18,47,109,3
E33049857,276,82,103,0,15,28,40,8
E33049858,372,78,192,2,18,20,42,20
E33049859,340,92,171,3,14,14,23,23
E33049860,352,79,100,4,20,62,84,3
E33049861,308,75,101,2,20,42,58,10
E33049862,384,152,151,3,12,21,40,5
E33049863,705,285,227,8,35,42,75,33
E33049864,744,252,312,1,26,41,90,22
E33049865,256,37,152,0,10,14,40,3
E33049866,302,70,108,4,13,33,71,3
E33049867,614,233,268,6,31,24,26,26
E33049868,330,57,133,6,19,44,60,11
E33049869,299,54,112,1,30,41,59,2
E33049870,325,104,158,0,9,22,23,9
E33049871,301,67,139,4,18,28,37,8
E33049872,794,68,672,0,12,15,18,9
E33049873,564,135,287,1,19,36,56,30
E33049874,335,136,117,0,3,15,27,37
E33049875,891,385,345,6,15,29,53,58
E33049876,327,62,126,3,15,29,85,7
E33049877,335,87,143,1,16,23,55,10
E33049878,263,54,143,0,5,25,32,4
E33049879,491,66,350,2,10,10,25,28
E33049880,702,229,399,4,21,10,22,17
E33049881,385,98,233,1,9,10,25,9
E33049882,456,157,230,5,4,11,26,23
E33049883,264,75,120,2,6,12,18,31
E33049884,358,127,174,0,8,14,23,12
E33049885,333,76,191,2,14,9,26,15
E33049886,365,117,214,3,12,3,9,7
E33049887,280,59,129,1,11,21,43,16
E33049888,341,60,239,2,3,13,19,5
E33049889,322,85,135,4,15,22,48,13
E33049890,331,106,148,1,10,16,45,5
E33049891,480,204,183,7,9,11,29,37
E33049892,897,251,575,2,6,11,15,37
E33049893,388,102,197,3,10,11,18,47
E33049894,607,161,419,0,3,6,11,7
E33049895,247,55,137,1,7,10,10,27
E33049896,573,117,354,8,30,21,31,12
E33049897,298,79,137,4,17,18,38,5
E33049898,465,141,284,0,5,10,9,16
E33049899,694,240,290,0,10,11,18,125
E33049900,640,190,380,3,8,12,30,17
E33049901,288,104,89,3,14,27,48,3
E33049902,350,96,169,6,28,12,34,5
E33049903,483,137,280,3,17,12,25,9
E33049904,248,79,94,2,12,20,25,16
E33049905,322,92,139,2,5,26,51,7
