GeographyCode,WP7701EW0001,WP7701EW0002,WP7701EW0003,WP7701EW0004,WP7701EW0005,WP7701EW0006,WP7701EW0007,WP7701EW0008,WP7701EW0009,WP7701EW0010,WP7701EW0011,WP7701EW0012,WP7701EW0013,WP7701EW0014,WP7701EW0015,WP7701EW0016,WP7701EW0017,WP7701EW0018,WP7701EW0019,WP7701EW0020,WP7701EW0021,WP7701EW0022,WP7701EW0023,WP7701EW0024,WP7701EW0025,WP7701EW0026,WP7701EW0027,WP7701EW0028,WP7701EW0029,WP7701EW0030,WP7701EW0031,WP7701EW0032,WP7701EW0033,WP7701EW0034,WP7701EW0035,WP7701EW0036,WP7701EW0037,WP7701EW0038,WP7701EW0039,WP7701EW0040,WP7701EW0041,WP7701EW0042,WP7701EW0043,WP7701EW0044,WP7701EW0045,WP7701EW0046,WP7701EW0047,WP7701EW0048,WP7701EW0049,WP7701EW0050,WP7701EW0051,WP7701EW0052,WP7701EW0053,WP7701EW0054,WP7701EW0055,WP7701EW0056,WP7701EW0057,WP7701EW0058,WP7701EW0059,WP7701EW0060,WP7701EW0061,WP7701EW0062,WP7701EW0063,WP7701EW0064,WP7701EW0065,WP7701EW0066,WP7701EW0067,WP7701EW0068,WP7701EW0069,WP7701EW0070,WP7701EW0071,WP7701EW0072,WP7701EW0073,WP7701EW0074,WP7701EW0075,WP7701EW0076,WP7701EW0077
E02006129,9944,1612,3190,1895,1665,445,209,132,272,220,304,220,0,0,0,0,0,0,0,0,220,0,622,66,278,112,92,25,3,2,36,0,8,7202,785,2300,1603,1412,369,177,123,194,0,239,161,36,74,19,21,3,2,0,5,0,1,878,603,156,24,38,9,15,2,20,0,11,861,122,382,137,102,39,12,5,17,0,45
E02006130,4496,540,1279,837,612,206,80,89,201,318,334,318,0,0,0,0,0,0,0,0,318,0,116,10,38,29,15,7,1,3,3,0,10,3352,304,1012,700,540,178,77,80,189,0,272,80,15,39,12,5,3,0,1,3,0,2,244,173,43,10,9,2,0,0,1,0,6,386,38,147,86,43,16,2,5,5,0,44
E02006131,5569,357,446,894,1140,1212,233,136,88,755,308,755,0,0,0,0,0,0,0,0,755,0,66,1,18,13,9,17,0,0,2,0,6,3939,147,325,745,1007,1045,213,123,78,0,256,126,35,29,38,11,4,3,2,0,0,4,260,153,21,21,9,37,3,4,6,0,6,423,21,53,77,104,109,14,7,2,0,36
E02006132,895,221,36,48,83,44,9,6,11,198,239,198,0,0,0,0,0,0,0,0,198,0,18,2,3,3,1,2,0,0,2,0,5,473,104,22,34,64,32,8,6,7,0,196,11,8,1,0,2,0,0,0,0,0,0,104,86,3,1,6,2,0,0,2,0,4,91,21,7,10,10,8,1,0,0,0,34
E02006133,4628,1594,306,396,994,571,98,51,41,312,265,312,0,0,0,0,0,0,0,0,312,0,138,20,11,20,45,28,3,1,1,0,9,2804,673,231,324,766,452,80,39,28,0,211,99,71,9,2,7,5,1,0,0,0,4,849,724,18,9,49,29,5,1,3,0,11,426,106,37,41,127,57,9,10,9,0,30
E02006134,2292,350,315,380,286,67,35,21,21,552,265,552,0,0,0,0,0,0,0,0,552,0,50,3,10,9,16,2,2,0,2,0,6,1358,185,241,332,243,63,31,20,15,0,228,37,18,12,2,2,0,1,0,0,0,2,164,124,24,6,4,0,0,0,4,0,2,131,20,28,31,21,2,1,1,0,0,27
E02006135,1250,280,193,112,86,41,20,12,14,294,198,294,0,0,0,0,0,0,0,0,294,0,34,7,13,8,2,0,0,1,1,0,2,678,142,130,88,74,36,18,10,11,0,169,40,27,7,3,3,0,0,0,0,0,0,128,92,16,4,3,4,0,0,0,0,9,76,12,27,9,4,1,2,1,2,0,18
E02006136,4195,205,192,650,949,485,193,94,89,1001,337,1001,0,0,0,0,0,0,0,0,1001,0,49,2,0,16,11,3,2,4,7,0,4,2668,85,164,536,817,441,177,76,72,0,300,37,7,7,11,6,2,0,1,2,0,1,183,104,4,25,24,6,2,5,5,0,8,257,7,17,62,91,33,12,8,3,0,24
E02006137,4680,1079,1133,788,619,289,120,102,40,253,257,253,0,0,0,0,0,0,0,0,253,0,205,24,86,44,12,7,5,17,1,0,9,3223,429,860,681,564,273,109,83,30,0,194,77,31,31,3,3,0,0,0,0,0,9,604,498,50,10,17,4,3,2,9,0,11,318,97,106,50,23,5,3,0,0,0,34
E02006138,2702,615,644,457,300,137,72,61,54,178,184,178,0,0,0,0,0,0,0,0,178,0,84,9,22,14,9,9,5,2,2,0,12,1739,286,435,389,252,111,60,51,48,0,107,170,71,66,15,4,2,0,0,2,0,10,263,197,32,5,8,5,1,0,1,0,14,268,52,89,34,27,10,6,8,1,0,41
E02006139,5902,1293,1601,1057,674,328,191,161,171,230,196,230,0,0,0,0,0,0,0,0,230,0,187,24,54,41,38,6,5,8,7,0,4,4081,593,1136,894,586,293,169,139,145,0,126,292,117,132,19,7,4,2,1,4,0,6,596,424,108,13,6,8,2,3,6,0,26,516,135,171,90,37,17,13,10,9,0,34
E02006140,1208,258,186,98,63,37,10,5,13,300,238,300,0,0,0,0,0,0,0,0,300,0,36,3,15,4,4,1,0,0,0,0,9,607,110,115,86,55,31,9,5,9,0,187,14,2,8,1,0,1,0,0,0,0,2,169,124,26,1,2,3,0,0,2,0,11,82,19,22,6,2,1,1,0,2,0,29
E02006141,15141,3666,4059,2415,1794,902,585,412,622,342,344,342,0,0,0,0,0,0,0,0,342,0,1129,147,393,251,134,51,17,25,101,0,10,9714,1500,2603,1888,1439,749,515,362,433,0,225,491,203,221,34,12,6,4,0,4,0,7,1953,1430,333,20,38,39,10,5,37,0,41,1512,386,509,222,171,57,39,20,47,0,61
E02006142,680,99,68,27,15,9,11,5,12,254,180,254,0,0,0,0,0,0,0,0,254,0,19,5,4,4,0,0,0,0,4,0,2,306,46,47,21,14,6,10,4,5,0,153,5,3,2,0,0,0,0,0,0,0,0,44,32,4,1,0,0,0,1,2,0,4,52,13,11,1,1,3,1,0,1,0,21
E02006143,5050,678,1151,991,666,334,211,190,279,295,255,295,0,0,0,0,0,0,0,0,295,0,115,9,20,26,17,3,5,7,21,0,7,3613,327,762,838,586,299,197,173,225,0,206,199,70,103,15,3,4,0,0,1,0,3,330,194,77,10,11,10,1,3,15,0,9,498,78,189,102,49,18,8,7,17,0,30
E02006144,1274,337,242,97,80,53,17,13,13,187,235,187,0,0,0,0,0,0,0,0,187,0,32,4,16,3,1,0,0,2,0,0,6,736,133,183,90,74,47,16,9,10,0,174,34,12,6,1,1,0,0,0,0,0,14,197,165,15,0,1,3,0,1,2,0,10,88,23,22,3,3,3,1,1,1,0,31
E02006145,3756,311,285,1054,744,412,176,94,67,404,209,404,0,0,0,0,0,0,0,0,404,0,76,2,6,28,11,4,13,2,4,0,6,2633,136,219,802,660,360,152,78,46,0,180,89,26,10,34,5,4,1,1,5,0,3,181,124,16,16,5,2,2,4,3,0,9,373,23,34,174,63,42,8,9,9,0,11
E02006146,2417,370,414,394,314,112,59,22,28,433,271,433,0,0,0,0,0,0,0,0,433,0,53,8,11,7,6,9,2,2,0,0,8,1468,165,285,313,283,95,54,17,26,0,230,83,25,34,15,5,1,0,0,0,0,3,182,137,21,13,3,0,0,1,0,0,7,198,35,63,46,17,7,3,2,2,0,23
E02006147,6508,291,790,762,2437,616,330,189,228,607,258,607,0,0,0,0,0,0,0,0,607,0,267,4,43,24,148,24,5,3,4,0,12,4696,147,556,628,1936,516,297,176,213,0,227,98,18,39,10,24,3,0,0,2,0,2,210,100,38,17,28,14,8,1,0,0,4,630,22,114,83,301,59,20,9,9,0,13
E02006148,1415,145,161,149,73,21,12,13,24,499,318,499,0,0,0,0,0,0,0,0,499,0,26,3,2,4,4,0,0,0,4,0,9,744,97,122,129,60,19,12,13,17,0,275,6,0,1,3,0,0,0,0,0,0,2,64,40,12,2,3,1,0,0,1,0,5,76,5,24,11,6,1,0,0,2,0,27
E02006149,8119,2168,402,1838,1865,555,189,121,144,496,341,496,0,0,0,0,0,0,0,0,496,0,539,60,25,174,146,57,17,4,20,0,36,5237,887,311,1425,1570,448,163,106,93,0,234,114,70,7,15,11,1,0,1,2,0,7,1140,987,30,38,33,10,2,5,19,0,16,593,164,29,186,105,39,7,5,10,0,48
E02006150,4964,772,423,810,1154,285,175,157,191,650,347,650,0,0,0,0,0,0,0,0,650,0,192,22,8,28,38,15,6,9,49,0,17,3301,386,306,690,1020,242,151,122,103,0,281,101,36,25,10,10,2,2,3,9,0,4,433,284,42,15,20,11,11,21,22,0,7,287,44,42,67,66,15,5,2,8,0,38
E02006151,4527,1054,739,827,539,206,95,107,133,416,411,416,0,0,0,0,0,0,0,0,416,0,138,13,34,36,26,11,1,1,9,0,7,3159,615,577,695,470,173,89,94,110,0,336,88,46,22,9,2,2,0,0,1,0,6,377,295,29,27,7,3,1,5,4,0,6,349,85,77,60,34,17,4,7,9,0,56
E02006152,2411,406,183,399,362,96,35,21,13,552,344,552,0,0,0,0,0,0,0,0,552,0,76,7,9,24,12,2,0,1,1,0,20,1417,209,129,333,322,86,31,14,10,0,283,32,17,7,5,0,0,0,0,0,0,3,195,152,19,4,3,0,2,2,2,0,11,139,21,19,33,25,8,2,4,0,0,27
E02006153,2624,236,273,439,488,107,62,52,115,621,231,621,0,0,0,0,0,0,0,0,621,0,75,3,9,26,11,5,5,0,8,0,8,1568,128,201,334,437,97,46,48,78,0,199,45,9,14,11,3,1,3,1,1,0,2,175,87,18,19,13,2,3,2,27,0,4,140,9,31,49,24,2,5,1,1,0,18
E02006154,2066,463,214,252,152,34,18,15,9,484,425,484,0,0,0,0,0,0,0,0,484,0,37,7,6,6,2,2,0,0,1,0,13,1211,254,172,222,133,32,17,15,7,0,359,16,9,1,2,3,0,0,0,0,0,1,203,168,14,10,3,0,0,0,1,0,7,115,25,21,12,11,0,1,0,0,0,45
E02006155,1482,386,157,304,160,31,15,12,21,176,220,176,0,0,0,0,0,0,0,0,176,0,46,3,11,19,10,0,0,0,0,0,3,987,220,125,248,137,30,15,11,21,0,180,21,11,5,3,0,0,0,0,0,0,2,128,110,2,3,5,0,0,0,0,0,8,124,42,14,31,8,1,0,1,0,0,27
E02006156,3499,226,416,886,771,149,49,41,64,649,248,649,0,0,0,0,0,0,0,0,649,0,135,2,27,43,42,5,3,0,2,0,11,2305,138,329,739,633,125,45,38,47,0,211,23,3,7,2,6,0,0,0,2,0,3,125,73,14,12,8,7,0,1,3,0,7,262,10,39,90,82,12,1,2,10,0,16
E02006157,4723,431,1003,717,979,372,101,124,154,562,280,562,0,0,0,0,0,0,0,0,562,0,127,6,31,22,29,7,4,2,17,0,9,3287,224,720,620,852,333,88,107,125,0,218,91,22,39,13,8,3,0,1,2,0,3,293,140,73,8,21,7,4,6,8,0,26,363,39,140,54,69,22,5,8,2,0,24
E02006158,1233,186,134,92,74,10,8,5,24,404,296,404,0,0,0,0,0,0,0,0,404,0,41,6,8,11,4,1,2,0,0,0,9,646,112,105,67,63,8,5,5,17,0,264,4,0,2,0,0,0,0,0,1,0,1,72,52,5,5,5,1,1,0,3,0,0,66,16,14,9,2,0,0,0,3,0,22
E02006159,1666,517,283,289,157,28,14,12,12,169,185,169,0,0,0,0,0,0,0,0,169,0,98,19,40,15,16,1,0,0,0,0,7,1004,247,195,238,120,26,13,12,7,0,146,12,3,4,1,4,0,0,0,0,0,0,224,186,13,11,9,0,0,0,2,0,3,159,62,31,24,8,1,1,0,3,0,29
E02006160,2298,388,517,459,272,57,24,26,37,245,273,245,0,0,0,0,0,0,0,0,245,0,103,12,34,24,11,1,1,1,5,0,14,1467,173,382,360,228,52,22,20,28,0,202,37,9,9,14,2,0,0,1,0,0,2,206,152,24,10,5,2,0,1,2,0,10,240,42,68,51,26,2,1,3,2,0,45
E02006161,4199,437,1258,1057,583,94,41,104,134,260,231,260,0,0,0,0,0,0,0,0,260,0,192,10,69,64,29,2,2,3,11,0,2,2971,254,859,826,507,85,39,96,109,0,196,65,10,37,15,3,0,0,0,0,0,0,236,122,74,23,5,1,0,2,5,0,4,475,41,219,129,39,6,0,3,9,0,29
E02006162,1672,251,180,255,155,26,13,11,31,421,329,421,0,0,0,0,0,0,0,0,421,0,69,8,14,21,9,1,0,1,2,0,13,870,123,120,172,123,24,11,10,21,0,266,7,0,0,3,0,1,0,0,2,0,1,171,105,23,27,6,0,1,0,2,0,7,134,15,23,32,17,0,1,0,4,0,42
E02006163,2874,505,703,699,305,61,16,21,87,229,248,229,0,0,0,0,0,0,0,0,229,0,98,7,34,36,9,1,0,0,5,0,6,1929,249,500,569,267,53,13,18,70,0,190,35,10,10,7,1,2,1,0,1,0,3,253,176,40,22,4,3,0,0,2,0,6,330,63,119,65,24,2,2,3,9,0,43
E02006164,7511,1182,1975,2400,916,162,66,177,196,196,241,196,0,0,0,0,0,0,0,0,196,0,397,22,135,154,27,4,2,7,39,0,7,5315,583,1363,1866,818,146,60,163,139,0,177,134,34,55,31,6,0,2,0,3,0,3,517,356,91,36,7,5,0,2,8,0,12,952,187,331,313,58,7,2,5,7,0,42
E02006165,2451,516,607,561,156,41,17,23,44,274,212,274,0,0,0,0,0,0,0,0,274,0,106,11,46,29,4,0,0,0,4,0,12,1550,253,425,456,141,37,11,21,34,0,172,30,7,11,8,0,0,2,0,0,0,2,251,196,38,7,1,0,0,0,4,0,5,240,49,87,61,10,4,4,2,2,0,21
E02006166,1722,348,277,290,148,38,10,29,31,295,256,295,0,0,0,0,0,0,0,0,295,0,71,12,15,19,3,0,1,3,4,0,14,1054,176,208,242,134,36,9,25,26,0,198,9,3,4,1,0,0,0,0,0,0,1,168,132,18,8,1,1,0,0,0,0,8,125,25,32,20,10,1,0,1,1,0,35
E02006167,2566,499,643,569,300,37,17,30,38,205,228,205,0,0,0,0,0,0,0,0,205,0,129,22,37,44,4,1,0,0,6,0,15,1688,248,459,444,274,32,17,30,23,0,161,40,10,14,12,3,0,0,0,0,0,1,228,168,33,5,4,2,0,0,4,0,12,276,51,100,64,15,2,0,0,5,0,39
E02006168,10713,2038,2873,2798,1307,314,114,186,586,263,234,263,0,0,0,0,0,0,0,0,263,0,1084,116,404,324,36,18,2,5,166,0,13,7026,919,1781,2117,1186,269,108,167,302,0,177,116,22,48,20,7,3,0,0,15,0,1,1133,776,229,42,11,5,1,6,52,0,11,1091,205,411,295,67,19,3,8,51,0,32
E02006169,4101,511,1031,928,634,135,81,148,200,251,182,251,0,0,0,0,0,0,0,0,251,0,290,15,109,83,20,3,5,7,34,0,14,2748,131,716,738,569,126,68,134,141,0,125,48,3,24,15,1,0,1,0,3,0,1,448,324,64,19,3,2,0,4,13,0,19,316,38,118,73,41,4,7,3,9,0,23
E02006170,1312,150,94,274,212,25,10,17,17,326,187,326,0,0,0,0,0,0,0,0,326,0,36,0,4,10,8,1,1,3,0,0,9,737,75,69,214,169,22,7,9,13,0,159,12,2,2,4,2,0,0,2,0,0,0,96,62,5,9,12,1,0,1,2,0,4,105,11,14,37,21,1,2,2,2,0,15
E02006171,1341,226,148,181,116,29,5,2,31,345,258,345,0,0,0,0,0,0,0,0,345,0,49,7,15,16,1,1,0,0,3,0,6,753,129,106,140,109,27,5,1,19,0,217,12,4,3,2,0,0,0,0,1,0,2,101,69,8,9,3,0,0,0,3,0,9,81,17,16,14,3,1,0,1,5,0,24
E02006172,1873,294,263,292,181,35,13,21,37,467,270,467,0,0,0,0,0,0,0,0,467,0,71,7,12,26,3,0,0,2,7,0,14,1063,174,186,230,171,30,12,13,23,0,224,19,4,10,2,0,0,0,0,1,0,2,131,86,22,7,2,2,0,2,4,0,6,122,23,33,27,5,3,1,4,2,0,24
E02006173,1748,102,109,191,298,60,19,17,88,632,232,632,0,0,0,0,0,0,0,0,632,0,41,0,4,7,9,1,0,0,16,0,4,872,47,87,142,262,51,19,11,39,0,214,12,2,1,4,2,0,0,0,3,0,0,91,42,6,22,3,1,0,2,13,0,2,100,11,11,16,22,7,0,4,17,0,12
E02006174,5575,690,692,1238,1120,396,182,81,130,660,386,660,0,0,0,0,0,0,0,0,660,0,172,14,39,49,33,5,4,3,11,0,14,3804,367,493,1000,963,340,154,69,100,0,318,101,22,25,34,9,3,1,2,1,0,4,382,241,45,33,25,13,9,2,5,0,9,456,46,90,122,90,35,14,5,13,0,41
E02006175,2877,315,542,755,413,90,51,32,37,332,310,332,0,0,0,0,0,0,0,0,332,0,105,4,15,59,13,1,1,1,4,0,7,1944,194,408,550,354,84,41,25,28,0,260,34,8,16,7,0,0,1,0,2,0,0,139,86,23,11,9,1,3,2,1,0,3,323,23,80,128,37,4,5,4,2,0,40
E02006176,2114,204,147,280,440,90,53,18,19,573,290,573,0,0,0,0,0,0,0,0,573,0,37,3,3,9,10,2,4,2,0,0,4,1212,91,112,235,376,76,41,15,15,0,251,26,12,5,2,3,1,0,0,1,0,2,121,80,9,7,13,3,3,0,2,0,4,145,18,18,27,38,8,5,1,1,0,29
E02006177,2288,436,326,372,231,54,26,19,14,424,386,424,0,0,0,0,0,0,0,0,424,0,71,3,7,31,13,3,0,0,2,0,12,1382,231,256,278,187,48,23,17,10,0,332,25,9,9,7,0,0,0,0,0,0,0,216,170,17,9,10,2,0,2,1,0,5,170,23,37,47,21,1,3,0,1,0,37
E02006178,1596,343,164,269,132,30,20,9,5,307,317,307,0,0,0,0,0,0,0,0,307,0,58,5,13,22,7,1,1,1,0,0,8,929,173,126,206,111,28,19,5,5,0,256,20,9,5,3,0,0,0,0,0,0,3,153,128,5,9,3,1,0,0,0,0,7,129,28,15,29,11,0,0,3,0,0,43
E02006179,4415,274,500,1279,947,305,112,115,245,396,242,396,0,0,0,0,0,0,0,0,396,0,124,7,21,37,28,3,2,2,21,0,3,3327,128,381,1086,841,289,98,107,194,0,203,74,16,15,29,6,2,0,0,6,0,0,195,109,28,19,13,2,7,0,12,0,5,299,14,55,108,59,9,5,6,12,0,31
E02006180,1852,214,397,369,187,44,12,22,26,285,296,285,0,0,0,0,0,0,0,0,285,0,101,8,34,35,15,4,0,0,1,0,4,1122,118,271,267,146,38,9,20,10,0,243,21,2,5,6,4,0,0,0,2,0,2,115,64,18,14,7,0,1,0,4,0,7,208,22,69,47,15,2,2,2,9,0,40
E02006181,2725,479,524,512,511,158,49,22,32,239,199,239,0,0,0,0,0,0,0,0,239,0,136,8,43,44,19,7,2,0,2,0,11,1855,230,369,413,453,148,45,21,24,0,152,54,18,22,7,5,0,0,0,0,0,2,247,191,21,13,12,3,0,1,3,0,3,194,32,69,35,22,0,2,0,3,0,31
E02006182,1371,201,165,200,131,32,15,5,9,395,218,395,0,0,0,0,0,0,0,0,395,0,66,3,10,33,4,1,1,0,2,0,12,696,103,120,132,114,29,14,5,4,0,175,22,6,3,4,4,0,0,0,2,0,3,93,73,5,5,3,1,0,0,0,0,6,99,16,27,26,6,1,0,0,1,0,22
E02006183,1425,107,145,171,165,44,12,4,23,472,282,472,0,0,0,0,0,0,0,0,472,0,40,3,8,7,8,3,0,0,1,0,10,757,67,108,136,149,29,8,3,14,0,243,7,1,2,1,1,0,0,0,0,0,2,57,28,2,5,1,3,2,1,7,0,8,92,8,25,22,6,9,2,0,1,0,19
E02006184,1119,389,99,90,81,18,12,4,8,225,193,225,0,0,0,0,0,0,0,0,225,0,28,3,8,3,4,1,0,1,2,0,6,573,172,72,78,67,16,11,3,3,0,151,23,16,1,0,3,0,0,0,0,0,3,199,181,7,2,2,0,0,0,3,0,4,71,17,11,7,5,1,1,0,0,0,29
E02006185,3573,666,437,996,567,200,51,43,53,315,245,315,0,0,0,0,0,0,0,0,315,0,206,13,23,89,52,13,2,4,2,0,8,2369,367,337,753,429,161,42,37,42,0,201,49,17,10,13,5,3,0,0,0,0,1,332,222,16,44,20,5,5,1,6,0,13,302,47,51,97,61,18,2,1,3,0,22
E02006186,3332,313,451,679,434,96,43,32,54,814,416,814,0,0,0,0,0,0,0,0,814,0,112,10,18,41,24,2,0,1,7,0,9,1951,186,339,533,351,87,40,23,33,0,359,30,3,10,7,4,0,0,0,3,0,3,162,91,24,16,11,2,1,1,7,0,9,263,23,60,82,44,5,2,7,4,0,36
E02006187,2191,305,333,399,218,67,33,8,15,559,254,559,0,0,0,0,0,0,0,0,559,0,43,4,8,13,10,2,3,0,1,0,2,1272,151,265,343,187,55,26,7,11,0,227,16,3,6,1,4,2,0,0,0,0,0,161,125,11,7,6,2,1,1,2,0,6,140,22,43,35,11,6,3,0,1,0,19
E02006188,1427,215,235,226,159,18,10,6,33,333,192,333,0,0,0,0,0,0,0,0,333,0,55,8,12,16,10,1,0,1,0,0,7,823,126,159,185,126,16,10,5,27,0,169,12,1,7,0,0,0,0,0,1,0,3,87,54,15,5,5,0,0,0,4,0,4,117,26,42,20,18,1,0,0,1,0,9
E02006189,2879,293,461,688,397,78,35,51,68,592,216,592,0,0,0,0,0,0,0,0,592,0,98,11,18,40,17,2,1,1,5,0,3,1726,153,328,526,334,71,30,46,49,0,189,33,7,11,7,5,0,1,0,1,0,1,171,94,34,20,12,3,0,0,4,0,4,259,28,70,95,29,2,3,4,9,0,19
E02006190,4660,1175,269,764,1114,195,101,133,133,474,302,474,0,0,0,0,0,0,0,0,474,0,156,11,6,33,66,5,3,5,11,0,16,3046,538,214,641,924,177,94,109,112,0,237,58,24,6,7,10,0,1,0,2,0,8,628,537,13,16,35,4,0,10,3,0,10,298,65,30,67,79,9,3,9,5,0,31
E02006191,4730,534,282,588,1287,315,136,98,681,581,228,581,0,0,0,0,0,0,0,0,581,0,262,12,6,22,61,8,7,6,134,0,6,3255,295,205,493,1090,285,120,83,477,0,207,90,30,12,12,13,4,1,0,17,0,1,288,170,30,13,27,2,1,7,33,0,5,254,27,29,48,96,16,7,2,20,0,9
E02006192,4358,306,341,683,1186,337,117,98,157,842,291,842,0,0,0,0,0,0,0,0,842,0,71,1,8,13,14,11,4,4,9,0,7,2871,138,271,582,1029,292,103,81,117,0,258,52,13,11,7,14,2,1,0,0,0,4,250,137,13,23,44,8,4,2,11,0,8,272,17,38,58,85,24,5,11,20,0,14
E02006193,4178,543,827,532,784,535,222,86,90,354,205,354,0,0,0,0,0,0,0,0,354,0,102,11,20,20,8,21,5,8,3,0,6,2959,295,581,427,700,448,194,72,82,0,160,144,53,66,13,6,2,0,1,0,0,3,242,146,59,18,3,9,1,0,2,0,4,377,38,101,54,67,55,22,5,3,0,32
E02006194,1248,290,197,100,86,58,19,4,25,254,215,254,0,0,0,0,0,0,0,0,254,0,50,7,16,10,2,0,3,1,1,0,10,624,106,112,78,79,53,13,3,23,0,157,49,19,21,3,1,0,0,0,0,0,5,181,131,23,5,3,3,2,0,1,0,13,90,27,25,4,1,2,1,0,0,0,30
E02006195,3773,308,294,947,751,249,131,50,77,665,301,665,0,0,0,0,0,0,0,0,665,0,126,5,20,43,17,14,8,2,2,0,15,2416,132,222,720,652,216,104,40,70,0,260,43,9,6,21,5,2,0,0,0,0,0,219,146,14,38,9,2,5,1,1,0,3,304,16,32,125,68,15,14,7,4,0,23
E02006196,4606,947,1029,367,1046,448,185,108,66,254,156,254,0,0,0,0,0,0,0,0,254,0,166,16,58,15,37,14,5,6,4,0,11,3237,394,743,332,943,412,171,97,51,0,94,104,34,47,5,8,2,2,0,1,0,5,603,452,84,2,18,11,4,3,9,0,20,242,51,97,13,40,9,3,2,1,0,26
E02006197,15300,3679,3799,1415,3003,1621,691,242,245,357,248,357,0,0,0,0,0,0,0,0,357,0,1181,152,417,106,241,128,65,31,33,0,8,9913,1438,2361,1174,2473,1363,554,202,166,0,182,502,224,217,18,21,6,5,0,6,0,5,2182,1561,403,23,73,48,31,3,24,0,16,1165,304,401,94,195,76,36,6,16,0,37
E02006198,9811,1516,2260,736,2030,1320,542,272,455,437,243,437,0,0,0,0,0,0,0,0,437,0,339,21,68,23,57,36,20,16,87,0,11,7124,688,1633,619,1810,1171,471,238,295,0,199,396,158,170,20,16,12,1,3,11,0,5,956,571,195,18,45,39,32,7,46,0,3,559,78,194,56,102,62,18,8,16,0,25
E02006199,3064,563,531,379,374,216,76,30,73,571,251,571,0,0,0,0,0,0,0,0,571,0,96,19,16,7,17,8,9,1,13,0,6,1802,255,364,328,323,184,56,29,46,0,217,116,56,40,4,5,0,3,0,2,0,6,263,183,42,7,7,10,3,0,6,0,5,216,50,69,33,22,14,5,0,6,0,17
E02006200,1259,319,176,61,146,84,32,9,3,210,219,210,0,0,0,0,0,0,0,0,210,0,37,6,13,1,4,2,2,0,0,0,9,753,151,133,58,130,78,29,9,3,0,162,26,16,5,0,1,0,0,0,0,0,4,166,131,19,1,5,1,1,0,0,0,8,67,15,6,1,6,3,0,0,0,0,36
E02006201,2603,510,291,226,271,184,112,22,23,635,329,635,0,0,0,0,0,0,0,0,635,0,73,18,11,10,10,5,0,0,0,0,19,1478,261,213,186,242,165,98,20,17,0,276,47,20,9,7,3,3,2,0,0,0,3,240,185,32,4,4,4,3,0,4,0,4,130,26,26,19,12,7,9,2,2,0,27
E02006202,2082,236,147,214,150,84,29,7,44,859,312,859,0,0,0,0,0,0,0,0,859,0,35,1,3,6,2,2,0,1,7,0,13,913,121,113,172,121,69,22,5,29,0,261,22,5,3,5,3,0,1,1,2,0,2,145,100,7,11,13,5,2,0,4,0,3,108,9,21,20,11,8,4,0,2,0,33
E02006203,1200,213,199,53,138,49,15,4,11,304,214,304,0,0,0,0,0,0,0,0,304,0,51,11,13,3,15,1,0,0,2,0,6,613,104,130,47,103,41,13,4,6,0,165,25,9,3,1,0,3,0,0,2,0,7,101,65,22,1,5,0,0,0,0,0,8,106,24,31,1,15,4,2,0,1,0,28
E02006204,2776,765,195,268,625,103,31,32,30,475,252,475,0,0,0,0,0,0,0,0,475,0,40,4,0,13,13,1,1,1,4,0,3,1676,358,161,225,547,93,29,29,21,0,213,9,5,1,0,0,0,0,1,1,0,1,407,356,7,5,22,3,0,1,2,0,11,169,42,26,25,43,6,1,0,2,0,24
E02006205,1756,217,213,250,173,18,7,17,24,563,274,563,0,0,0,0,0,0,0,0,563,0,18,4,5,2,3,0,0,1,1,0,2,959,129,163,214,151,18,6,13,17,0,248,16,5,6,4,1,0,0,0,0,0,0,91,61,10,5,6,0,0,2,2,0,5,109,18,29,25,12,0,1,1,4,0,19
E02006206,1836,656,159,249,187,26,9,8,15,283,244,283,0,0,0,0,0,0,0,0,283,0,71,11,10,26,13,1,0,0,3,0,7,1038,334,130,187,147,23,7,5,10,0,195,15,8,0,3,2,1,0,0,0,0,1,294,262,8,8,8,1,1,1,1,0,4,135,41,11,25,17,0,1,2,1,0,37
E02006207,1596,318,268,233,145,35,15,14,28,307,233,307,0,0,0,0,0,0,0,0,307,0,33,9,7,6,3,1,0,3,1,0,3,995,176,209,199,124,31,15,10,26,0,205,16,5,7,1,0,1,0,0,0,0,2,129,103,10,7,5,0,0,0,1,0,3,116,25,35,20,13,2,0,1,0,0,20
E02006208,4578,1827,363,487,1017,104,89,67,31,319,274,319,0,0,0,0,0,0,0,0,319,0,121,29,11,23,42,0,4,3,0,0,9,2794,774,276,404,878,99,79,49,19,0,216,40,27,3,1,2,0,0,3,2,0,2,1000,882,34,20,27,3,0,9,7,0,18,304,115,39,39,68,2,6,3,3,0,29
E02006209,4666,1148,743,549,1044,97,42,98,44,545,356,545,0,0,0,0,0,0,0,0,545,0,125,10,23,32,39,0,1,11,1,0,8,3025,635,552,449,845,94,35,70,36,0,309,61,31,14,4,8,0,1,1,1,0,1,541,402,62,15,32,1,1,11,6,0,11,369,70,92,49,120,2,4,5,0,0,27
E02006210,2338,125,126,260,423,139,42,26,50,893,254,893,0,0,0,0,0,0,0,0,893,0,11,0,1,3,1,2,1,0,3,0,0,1166,63,100,210,360,126,35,17,37,0,218,22,7,4,3,1,0,0,1,3,0,3,109,48,10,23,10,3,4,2,2,0,7,137,7,11,21,51,8,2,6,5,0,26
