GeographyCode,WP210EW0001,WP210EW0002,WP210EW0003,WP210EW0004,WP210EW0005,WP210EW0006,WP210EW0007,WP210EW0008,WP210EW0009,WP210EW0010
E33049940,495,290,3,0,1,3,1,1,169,27
E33049941,264,181,0,0,0,1,0,2,58,22
E33049942,512,332,0,4,0,3,0,2,141,30
E33049943,406,244,0,3,0,2,0,3,122,32
E33049944,244,166,2,0,0,0,0,2,51,23
E33049945,609,365,2,0,1,0,0,8,178,55
E33049946,368,212,4,1,1,0,0,3,116,31
E33049947,268,165,1,0,1,0,0,0,76,25
E33049948,424,267,1,0,0,1,0,3,117,35
E33049949,289,175,2,0,0,2,0,5,78,27
E33049950,284,178,0,0,0,0,0,5,76,25
E33049951,422,226,3,0,0,0,0,1,164,28
E33049952,377,253,0,0,0,5,2,2,90,25
E33049953,305,206,0,0,0,2,0,4,76,17
E33049954,457,300,0,0,1,0,0,1,114,41
E33049955,316,193,1,0,0,1,0,6,95,20
E33049956,324,194,1,1,0,3,0,1,85,39
E33049957,679,443,1,0,1,4,1,7,162,60
E33049958,365,203,3,2,1,2,0,9,115,30
E33049959,478,271,3,3,0,0,0,8,160,33
E33049960,490,284,2,1,0,1,1,5,161,35
E33049961,418,260,2,0,1,0,0,0,126,29
E33049962,353,189,0,2,1,1,0,6,125,29
E33049963,280,155,1,0,0,0,0,1,100,23
E33049964,300,201,7,1,0,1,1,3,59,27
E33049965,483,281,0,0,0,5,0,2,156,39
E33049966,504,325,1,0,0,0,0,4,131,43
E33049967,615,377,1,0,1,0,0,5,183,48
E33049968,314,171,2,0,0,1,0,9,103,28
E33049969,541,295,4,1,0,1,0,17,168,55
E33049970,446,242,5,1,1,3,0,13,143,38
E33049971,301,124,4,0,0,1,0,10,124,38
E33049972,639,348,0,2,0,1,0,8,243,37
E33049973,752,423,3,2,0,2,4,11,243,64
E33049974,367,163,3,1,0,6,0,11,148,35
E33049975,421,211,1,1,0,0,0,12,157,39
E33049976,873,505,4,1,2,4,0,9,277,71
E33049977,360,201,1,1,1,1,0,2,132,21
E33049978,319,172,1,0,1,0,0,2,113,30
E33049979,683,379,5,0,0,3,0,8,232,56
E33049980,568,284,2,2,1,2,0,5,218,54
E33049981,305,193,3,0,0,0,1,3,88,17
E33049982,318,172,2,0,0,1,0,2,109,32
E33049983,278,172,1,0,1,0,0,2,80,22
E33049984,659,361,3,0,0,2,0,4,234,55
E33049985,265,170,2,0,0,0,0,4,67,22
E33049986,241,171,0,0,0,0,0,2,56,12
E33049987,689,433,3,1,0,1,0,5,195,51
E33049988,356,224,0,0,0,0,0,3,107,22
E33049989,231,126,2,1,3,0,1,2,80,16
E33049990,418,254,4,3,0,1,0,9,111,36
E33049991,467,284,1,0,2,0,2,4,131,43
E33049992,352,199,2,0,1,2,0,4,116,28
E33049993,393,242,0,1,2,1,0,1,107,39
E33049994,264,162,3,1,1,1,0,1,77,18
E33049995,321,177,0,1,0,0,0,3,106,34
E33049996,370,235,0,0,0,1,0,5,102,27
E33049997,309,199,3,0,0,0,0,3,78,26
E33049998,254,150,2,2,0,0,1,1,78,20
E33049999,746,482,0,0,0,1,0,3,205,55
E33050000,302,191,0,0,0,1,0,1,85,24
E33050001,571,361,4,0,0,2,1,6,161,36
E33050002,297,194,0,0,0,1,0,0,81,21
E33050003,359,228,1,0,0,0,0,0,105,25
E33050004,266,166,1,0,0,0,0,2,84,13
E33050005,368,240,2,1,0,0,0,1,100,24
E33050006,313,212,0,1,0,4,0,2,75,19
E33050007,241,146,1,0,1,0,0,2,72,19
E33050008,317,183,0,2,0,0,0,4,93,35
E33050009,338,165,3,0,3,0,0,12,132,23
E33050010,297,131,4,1,3,0,2,5,119,32
E33050011,519,284,5,0,2,3,1,5,180,39
E33050012,396,194,6,0,0,0,0,7,148,41
E33050013,321,180,0,2,1,0,0,5,115,18
E33050014,406,239,0,1,2,1,0,4,126,33
E33050015,490,291,0,0,0,1,0,3,166,29
E33050016,319,196,2,0,0,0,0,4,94,23
E33050017,661,400,1,3,1,6,0,2,190,58
E33050018,351,218,1,1,0,0,0,2,94,35
E33050019,510,323,1,1,0,0,0,5,143,37
E33050020,327,199,0,5,0,2,0,1,98,22
E33050021,1470,805,4,6,0,4,3,4,533,111
E33050022,441,241,0,1,1,0,0,4,160,34
E33050023,337,203,0,0,1,1,0,0,118,14
E33050024,496,291,0,0,2,9,0,2,154,38
E33050025,550,343,1,2,0,1,2,1,166,34
E33050026,368,214,3,1,0,1,0,3,111,35
E33050027,783,539,0,0,0,0,0,1,191,52
E33050028,375,237,0,0,0,0,0,1,105,32
E33050029,416,265,1,0,0,4,0,7,103,36
E33050030,371,235,1,6,0,2,1,0,107,19
E33050031,327,189,1,2,1,4,0,0,109,21
E33050032,225,153,0,0,1,2,1,2,46,20
E33050033,278,185,1,0,0,1,1,1,68,21
E33050034,581,371,1,4,0,5,0,2,163,35
E33050035,663,398,2,3,0,7,1,3,198,51
E33050036,344,205,0,0,0,2,0,1,110,26
E33050037,272,162,2,1,0,0,0,2,82,23
E33050038,336,208,0,1,1,0,0,2,95,29
E33050039,340,203,0,0,0,3,1,1,108,24
E33050040,285,199,1,0,0,0,0,3,67,15
E33050041,390,251,0,1,0,4,0,2,95,37
E33050042,269,176,1,0,0,0,2,1,76,13
E33050043,285,192,0,3,1,2,0,5,63,19
E33050044,372,254,1,0,0,0,2,4,81,30
E33050045,528,326,2,2,0,1,2,3,162,30
E33050046,328,200,7,0,0,0,0,3,102,16
E33050047,370,253,1,0,0,2,0,3,82,29
E33050048,1209,679,0,9,0,10,0,4,402,105
E33050049,349,254,1,0,1,2,0,2,71,18
E33050050,513,307,2,1,0,5,0,3,160,35
E33050051,362,261,2,0,1,0,0,1,77,20
E33050052,244,157,1,0,0,0,0,2,67,17
E33050053,434,266,0,1,0,0,0,2,139,26
E33050054,348,205,2,1,0,0,0,1,115,24
E33050055,626,374,1,2,2,4,0,1,207,35
E33050056,824,506,2,10,1,5,1,3,241,55
E33050057,269,162,0,4,0,5,0,1,77,20
E33050058,257,147,0,3,0,0,0,4,88,15
E33050059,379,232,0,8,0,0,0,3,110,26
E33050060,495,292,1,0,1,2,0,6,161,32
E33050061,262,189,0,1,0,0,0,1,58,13
E33050062,247,144,1,1,0,4,0,2,74,21
E33050063,375,261,0,2,2,0,1,1,91,17
E33050064,372,215,1,3,2,0,0,2,114,35
E33050065,641,405,0,1,1,1,1,2,180,50
E33050066,455,283,1,4,1,0,4,3,133,26
E33050067,278,168,0,0,0,0,0,2,87,21
E33050068,316,201,0,2,1,4,0,3,71,34
E33050069,292,166,0,2,0,1,0,1,95,27
E33050070,266,169,2,1,1,1,0,2,73,17
E33050071,304,184,0,0,0,3,0,1,96,20
E33050072,447,288,1,1,0,1,1,2,123,30
E33050073,950,583,0,2,2,5,1,2,294,61
E33050074,351,218,3,2,0,2,2,4,93,27
E33050075,310,205,0,1,0,0,0,0,85,19
E33050076,315,196,0,0,1,0,0,1,100,17
E33050077,308,204,0,0,1,1,0,2,77,23
E33050078,350,220,1,1,0,3,2,0,102,21
E33050079,296,181,0,0,0,1,0,5,89,20
E33050080,292,185,0,1,0,2,0,0,88,16
E33050081,373,225,1,3,0,2,2,1,108,31
E33050082,359,208,0,1,0,7,0,1,119,23
E33050083,268,149,1,0,0,1,0,2,93,22
E33050084,333,204,1,1,0,1,0,3,92,31
E33050085,307,179,2,0,1,1,0,3,93,28
E33050086,502,300,3,0,1,0,1,1,155,41
E33050087,325,182,2,0,1,0,0,2,109,29
E33050088,258,168,0,1,0,0,0,1,73,15
E33050089,282,187,0,0,0,0,0,0,77,18
E33050090,279,155,3,0,0,0,0,0,89,32
E33050091,232,135,0,0,0,0,0,3,68,26
E33050092,301,167,2,0,0,1,0,6,98,27
E33050093,257,147,1,0,0,0,0,0,87,22
E33050094,555,335,0,0,0,2,0,1,181,36
E33050095,392,251,1,0,0,0,0,1,110,29
E33050096,445,290,0,1,0,0,0,3,120,31
E33050097,326,214,2,1,0,0,0,5,82,22
E33050098,484,280,2,0,1,1,0,1,165,34
E33050099,274,172,4,1,0,1,0,3,73,20
E33050100,329,186,1,0,2,0,1,3,110,26
E33050101,402,210,1,0,0,1,0,1,156,33
E33050102,533,345,2,1,0,0,0,6,131,48
E33050103,425,269,3,0,0,0,0,7,108,38
E33050104,303,145,1,0,0,0,0,2,124,31
E33050105,422,219,4,0,1,0,0,2,158,38
E33050106,562,320,6,3,0,2,0,9,184,38
E33050107,372,211,1,0,0,0,0,3,121,36
E33050108,629,339,4,1,0,4,1,12,230,38
E33050109,396,252,0,0,0,1,0,2,103,38
E33050110,619,349,2,2,1,4,0,4,211,46
E33050111,301,189,0,1,0,2,0,4,82,23
E33050112,308,177,1,0,0,3,0,7,98,22
E33050113,447,310,5,0,0,0,0,3,98,31
E33050114,297,186,1,1,0,1,0,7,82,19
E33050115,294,192,2,0,0,2,0,7,65,26
E33050116,313,175,0,0,0,0,0,0,112,26
E33050117,343,197,2,2,0,2,1,7,104,28
E33050118,558,351,15,0,0,2,0,13,148,29
E33050119,347,224,1,0,0,0,0,0,93,29
E33050120,366,238,0,0,0,1,0,0,91,36
E33050121,286,175,1,0,0,2,0,5,79,24
E33050122,426,260,1,0,0,0,0,4,121,40
E33050123,431,249,0,1,0,0,0,1,139,41
E33050124,579,316,7,0,2,0,0,9,207,38
E33050125,369,205,2,0,1,1,1,5,124,30
E33050126,768,460,6,0,0,2,2,7,232,59
E33050127,403,238,3,0,1,0,0,5,123,33
E33050128,305,188,1,1,0,0,0,5,78,32
E33050129,369,253,0,0,0,0,0,0,96,20
E33050130,541,323,0,3,1,0,0,6,160,48
E33050131,330,192,5,2,0,2,0,1,95,33
E33050132,461,280,1,0,0,1,0,11,126,42
E33050133,464,296,1,0,1,0,0,6,126,34
E33050134,509,304,1,1,1,0,1,4,148,49
E33050135,293,182,0,1,1,0,0,1,83,25
E33050136,724,446,2,0,0,1,0,1,208,66
E33050137,605,367,1,0,1,12,0,5,169,50
E33050138,550,359,3,0,0,0,0,3,130,55
E33050139,394,231,1,0,0,0,0,4,118,40
E33050140,350,204,1,0,2,2,0,0,105,36
E33050141,421,262,6,3,0,0,0,9,101,40
E33050142,588,360,6,2,0,2,0,3,177,38
E33050143,525,349,3,0,0,0,0,1,135,37
E33050144,264,162,0,1,1,1,0,0,74,25
E33050145,330,209,3,0,1,2,0,2,81,32
E33050146,242,167,1,0,0,0,0,1,51,22
E33050147,256,145,0,0,0,0,0,3,90,18
E33050148,373,250,1,0,0,0,0,4,95,23
E33050149,232,151,3,1,0,0,0,1,57,19
E33050150,386,176,2,1,1,0,1,31,117,57
E33050151,377,177,10,0,0,1,0,17,127,45
E33050152,249,150,0,1,0,1,0,9,65,23
E33050153,280,104,4,0,0,0,0,41,84,47
E33050154,470,309,2,0,1,1,0,16,106,35
E33050155,308,202,3,2,0,0,0,3,77,21
E33050156,391,172,7,1,2,1,0,36,122,50
E33050157,461,256,1,0,1,1,0,17,141,44
E33050158,394,258,1,0,1,2,0,5,91,36
E33050159,953,625,3,2,1,2,0,4,231,85
E33050160,311,196,3,0,0,0,0,8,86,18
E33050161,376,245,2,1,0,2,0,4,94,28
E33050162,479,283,3,0,0,0,0,5,148,40
E33050163,402,254,2,0,0,0,0,2,105,39
E33050164,302,161,2,0,0,0,0,5,102,32
E33050165,327,217,2,0,0,0,0,3,74,31
E33050166,334,214,4,0,1,1,0,4,77,33
E33050167,494,308,3,1,0,1,0,8,132,41
E33050168,258,163,1,0,2,1,0,1,70,20
E33050169,526,302,1,1,0,5,0,9,159,49
E33050170,550,339,2,1,0,0,0,4,151,53
E33050171,290,166,1,1,0,3,0,9,86,24
E33050172,281,180,0,0,0,1,0,1,79,20
E33050173,685,408,3,1,0,0,0,12,202,59
E33050174,426,249,1,3,1,9,4,1,122,36
E33050175,371,227,1,1,0,4,0,1,114,23
E33050176,297,186,0,0,0,0,0,2,91,18
E33050177,296,178,2,1,0,0,0,1,85,29
E33050178,813,466,1,3,0,4,0,3,262,74
E33050179,531,340,0,3,0,0,0,3,146,39
E33050180,275,178,0,0,0,2,1,0,78,16
E33050181,333,221,1,1,0,0,0,3,86,21
E33050182,300,181,0,0,0,1,0,1,100,17
E33050183,307,200,0,0,0,0,0,1,83,23
E33050184,365,235,1,1,1,2,0,1,102,22
E33050185,463,277,0,1,1,2,2,1,141,38
E33050186,233,158,0,0,1,0,0,0,58,16
E33050187,429,275,4,0,0,0,0,4,107,39
E33050188,252,164,4,0,0,0,0,0,68,16
E33050189,341,237,2,0,0,1,0,3,74,24
E33050190,373,244,0,0,1,0,0,1,94,33
E33050191,255,156,0,0,0,0,0,2,79,18
E33050192,417,280,3,0,0,1,1,2,109,21
E33050193,368,237,0,0,0,0,0,5,99,27
E33050194,382,251,0,0,0,0,0,2,105,24
E33050195,561,349,7,1,0,5,0,3,155,41
E33050196,283,172,0,0,1,0,0,2,83,25
E33050197,245,152,1,0,0,0,0,0,71,21
E33050198,302,209,0,0,0,0,0,2,69,22
E33050199,581,364,3,0,2,10,0,5,168,29
E33050200,450,281,0,0,1,0,1,2,133,32
E33050201,407,256,0,0,0,2,0,9,114,26
E33050202,348,199,0,0,1,1,2,3,118,24
E33050203,299,178,2,1,1,2,0,4,87,24
E33050204,245,158,1,0,1,0,0,1,70,14
E33050205,349,215,0,0,0,2,2,2,101,27
E33050206,297,195,0,0,0,2,0,1,72,27
E33050207,683,426,1,0,0,3,0,3,201,49
E33050208,297,199,1,0,0,0,0,4,67,26
E33050209,306,193,1,0,0,0,1,2,87,22
E33050210,354,230,1,0,0,0,0,2,82,39
E33050211,275,172,2,1,0,2,0,1,78,19
E33050212,282,184,0,0,0,1,0,1,76,20
E33050213,514,341,0,1,0,3,0,1,126,42
E33050214,267,170,0,0,0,0,0,3,76,18
E33050215,296,180,1,0,0,0,0,1,89,25
E33050216,511,299,1,0,0,3,0,4,167,37
E33050217,317,210,0,0,0,0,0,0,79,28
E33050218,1152,705,3,0,0,0,1,4,354,85
E33050219,306,192,1,0,0,3,0,2,91,17
E33050220,389,236,2,2,0,4,0,4,115,26
E33050221,287,171,0,1,0,8,0,3,80,24
E33050222,767,475,0,2,0,3,0,5,238,44
E33050223,414,232,1,0,0,2,0,4,153,22
E33050224,457,265,0,0,0,0,2,3,146,41
E33050225,306,188,0,0,0,1,0,3,94,20
E33050226,311,208,0,0,0,0,0,1,83,19
E33050227,449,278,0,0,0,0,0,3,137,31
E33050228,569,404,0,3,0,1,0,3,130,28
E33050229,252,157,0,0,0,0,0,2,67,26
E33050230,316,206,0,0,0,0,0,4,80,26
E33050231,368,233,1,0,1,0,0,3,95,35
E33050232,390,255,0,0,0,0,0,4,103,28
E33050233,350,233,0,0,1,0,0,3,89,24
E33050234,254,148,0,0,0,0,0,0,90,16
E33050235,344,215,0,0,0,0,0,3,93,33
E33050236,373,264,0,0,0,0,0,0,80,29
E33050237,354,217,1,0,0,2,0,1,112,21
E33050238,298,169,2,0,0,0,0,0,100,27
E33050239,375,245,1,0,0,1,0,2,98,28
E33050240,640,376,4,2,0,0,0,3,207,48
E33050241,256,158,3,1,0,0,0,2,81,11
E33050242,370,243,2,0,0,5,0,0,95,25
E33050243,328,217,0,0,0,0,0,2,83,26
E33050244,436,286,0,0,0,0,0,3,111,36
E33050245,729,457,2,0,0,1,0,3,205,61
E33050246,417,274,1,0,0,2,0,2,110,28
E33050247,331,215,2,0,0,1,0,4,83,26
E33050248,554,347,0,0,0,2,0,7,152,46
E33050249,368,273,1,0,1,0,0,1,63,29
E33050250,490,310,3,0,1,1,0,2,129,44
E33050251,372,259,1,0,0,1,0,3,80,28
E33050252,547,377,3,0,1,4,0,3,127,32
E33050253,291,187,4,0,1,0,0,2,79,18
E33050254,275,195,2,0,0,1,0,1,55,21
E33050255,297,197,1,0,0,0,0,2,69,28
E33050256,298,187,0,0,2,0,1,2,83,23
E33050257,467,312,1,0,0,0,1,3,116,34
E33050258,418,256,2,0,0,0,0,4,132,24
E33050259,902,577,1,2,0,0,0,4,263,55
E33050260,598,381,2,0,1,4,0,5,157,48
E33050261,345,214,1,0,1,0,0,5,83,41
E33050262,256,170,0,0,0,0,0,2,64,20
E33050263,329,218,1,0,0,1,0,6,83,20
E33050264,642,434,0,0,1,0,1,7,164,35
E33050265,233,172,0,0,0,0,0,0,48,13
E33050266,577,367,2,0,1,0,0,2,161,44
E33050267,251,172,3,1,0,0,0,1,53,21
E33050268,481,306,4,0,2,6,1,7,121,34
E33050269,474,316,1,0,0,1,0,2,116,38
E33050270,699,463,0,1,0,7,0,4,174,50
E33050271,383,261,0,0,0,1,0,1,87,33
E33050272,264,177,0,2,0,0,0,4,68,13
E33050273,264,183,0,0,1,0,0,1,56,23
E33050274,313,201,0,0,0,1,0,3,79,29
E33050275,230,158,0,0,1,0,0,0,56,15
E33050276,480,344,0,0,0,0,0,0,104,32
E33050277,420,290,1,0,0,1,0,2,102,24
E33050278,326,215,2,0,0,3,0,2,75,29
E33050279,346,244,0,0,0,0,0,12,64,26
E33050280,272,157,1,0,0,1,0,3,79,31
E33050281,255,167,0,1,0,0,0,2,59,26
E33050282,287,182,1,0,0,1,0,2,78,23
E33050283,370,239,4,0,1,0,0,7,101,18
E33050284,337,225,0,0,0,1,1,3,81,26
E33050285,307,206,0,1,0,0,0,2,82,16
E33050286,856,524,2,0,1,1,0,3,249,76
E33050287,616,399,0,0,0,6,0,4,160,47
E33050288,590,373,0,0,0,1,0,3,158,55
E33050289,281,174,0,1,0,0,0,2,87,17
E33050290,254,165,1,1,0,1,2,1,60,23
E33050291,646,409,1,0,0,4,0,6,185,41
E33050292,435,281,1,0,0,2,0,5,111,35
E33050293,374,241,3,1,0,1,1,2,91,34
E33050294,456,296,3,1,0,1,0,1,121,33
E33050295,366,200,2,0,1,0,0,6,131,26
E33050296,324,211,1,0,1,0,0,6,77,28
E33050297,500,315,1,0,1,1,1,3,139,39
E33050298,377,244,1,0,0,0,1,3,105,23
E33050299,1059,635,1,0,0,4,0,0,347,72
E33050300,408,231,4,4,0,1,0,3,135,30
E33050301,565,359,3,0,1,4,0,1,167,30
E33050302,422,272,2,0,0,0,1,1,122,24
E33050303,281,145,0,0,0,0,0,1,111,24
E33050304,518,330,2,1,2,3,0,4,143,33
E33050305,333,190,0,2,0,3,0,3,112,23
E33050306,500,302,2,1,0,5,0,1,153,36
E33050307,327,201,0,2,1,2,0,1,93,27
E33050308,237,150,1,2,0,1,0,2,66,15
E33050309,273,178,7,1,0,1,0,2,75,9
E33050310,296,178,0,1,0,0,0,1,89,27
E33050311,261,145,3,1,0,0,0,2,88,22
E33050312,602,388,1,0,0,0,0,4,178,31
E33050313,227,133,1,0,0,1,0,0,75,17
E33050314,529,320,2,0,0,0,0,4,172,31
E33050315,869,541,6,0,1,2,0,6,248,65
E33050316,299,191,2,0,0,0,0,3,74,29
E33050317,271,158,1,0,1,0,0,1,91,19
E33050318,512,345,2,1,0,1,0,3,131,29
E33050319,462,264,2,3,1,4,0,4,146,38
E33050320,329,225,0,0,0,1,0,1,79,23
E33050321,321,200,0,0,0,0,0,3,93,25
E33050322,312,199,0,0,0,1,0,1,88,23
E33050323,439,269,2,0,1,1,2,4,122,38
E33050324,260,168,3,0,0,0,4,2,63,20
E33050325,246,163,0,0,0,0,0,0,59,24
E33050326,250,154,1,0,0,1,0,0,61,33
E33050327,256,170,1,0,0,1,0,3,60,21
E33050328,366,232,2,0,1,0,0,2,105,24
E33050329,310,182,1,0,0,1,0,3,98,25
E33050330,891,506,1,0,1,1,0,4,310,68
E33050331,342,212,0,0,1,0,0,3,92,34
E33050332,469,275,4,2,0,0,0,2,142,44
E33050333,440,266,0,1,0,1,0,3,141,28
E33050334,462,307,1,3,0,3,2,0,120,26
E33050335,362,225,0,1,0,2,1,3,98,32
E33050336,230,138,0,0,1,0,0,6,57,28
E33050337,336,232,1,0,0,0,0,1,75,27
E33050338,289,189,0,3,0,0,0,2,71,24
E33050339,359,226,0,1,0,0,0,2,102,28
E33050340,466,304,4,0,1,0,0,5,111,41
E33050341,654,431,4,0,0,0,0,7,171,41
E33050342,539,350,1,0,0,0,0,3,144,41
E33050343,295,203,2,0,0,0,0,2,62,26
E33050344,270,172,0,0,0,0,0,3,72,23
E33050345,400,234,2,0,1,2,0,6,119,36
E33050346,433,285,2,0,0,0,0,1,117,28
E33050347,294,215,0,0,0,0,0,0,60,19
E33050348,654,406,4,0,0,0,0,2,194,48
E33050349,508,304,1,0,2,1,0,2,175,23
E33050350,980,658,1,2,1,1,0,3,253,61
E33050351,1208,730,0,2,1,0,1,10,363,101
E33050352,345,218,1,0,1,1,0,4,95,25
E33050353,285,171,0,0,0,0,0,5,88,21
E33050354,587,380,5,0,0,0,0,3,170,29
E33050355,331,210,1,1,0,0,0,3,95,21
E33050356,731,441,1,0,0,2,0,4,218,65
E33050357,461,278,6,0,0,2,0,4,142,29
E33050358,279,165,0,0,0,0,0,3,83,28
E33050359,250,167,0,0,0,0,0,4,60,19
E33050360,470,282,0,0,0,1,0,2,143,42
E33050361,280,186,2,0,0,0,0,1,67,24
E33050362,391,253,0,0,1,0,0,4,97,36
E33050363,260,172,1,0,1,0,0,2,54,30
E33050364,447,279,1,0,0,0,0,2,126,39
E33050365,296,188,0,1,0,0,0,2,81,24
E33050366,328,211,3,0,0,2,0,1,90,21
E33050367,446,270,2,0,0,1,0,1,141,31
E33050368,380,230,2,0,0,2,0,2,113,31
E33050369,708,414,5,0,2,1,0,4,223,59
E33050370,320,203,0,0,0,0,0,1,102,14
E33050371,585,369,1,0,0,0,0,5,176,34
E33050372,516,323,2,0,2,1,0,2,154,32
E33050373,531,369,1,0,0,0,0,2,124,35
E33050374,326,174,1,0,0,0,0,4,117,30
E33050375,342,195,2,2,0,3,0,5,97,38
E33050376,382,239,0,0,0,0,0,3,119,21
E33050377,274,164,1,0,0,0,0,1,76,32
E33050378,616,360,2,0,0,2,0,3,186,63
E33050379,341,190,2,1,0,0,0,1,115,32
E33050380,470,280,0,0,0,2,0,7,134,47
E33050381,244,151,0,0,0,0,0,3,74,16
E33050382,395,258,1,1,0,0,0,1,108,26
E33050383,341,200,2,1,0,0,0,2,98,38
E33050384,300,183,0,1,0,0,0,1,89,26
E33050385,365,211,1,0,0,0,0,3,116,34
E33050386,269,170,1,2,0,0,0,2,75,19
E33050387,251,154,3,0,1,0,0,0,70,23
E33050388,416,288,0,0,0,0,0,1,98,29
E33050389,315,207,1,0,0,0,0,2,82,23
E33050390,312,176,1,0,0,2,0,2,106,25
E33050391,352,206,0,1,0,3,0,2,117,23
E33050392,494,292,0,2,0,0,0,0,165,35
E33050393,481,277,3,0,0,1,1,4,166,29
E33050394,299,165,2,0,1,1,0,5,99,26
E33050395,414,245,2,0,0,2,0,4,137,24
E33050396,285,137,2,0,2,3,0,2,126,13
E33050397,360,211,0,1,0,1,0,1,108,38
E33050398,302,179,0,0,1,1,0,2,96,23
E33050399,251,153,1,1,0,1,0,1,74,20
E33050400,251,160,0,0,0,0,0,2,64,25
E33050401,533,312,1,0,0,1,0,2,168,49
E33050402,1248,786,1,0,0,1,0,5,390,65
E33050403,288,149,1,0,0,0,0,3,108,27
E33050404,266,159,0,0,0,1,0,1,85,20
E33050405,304,182,2,0,0,2,0,1,87,30
E33050406,742,512,2,1,0,2,0,6,173,46
E33050407,686,437,0,1,0,5,0,5,199,39
E33050408,667,405,2,0,0,3,0,0,201,56
E33050409,344,209,2,1,0,0,0,4,94,34
E33050410,1366,725,3,3,0,6,1,11,502,115
E33050411,400,234,4,2,1,6,0,7,123,23
E33050412,378,253,2,0,0,0,0,2,99,22
E33050413,437,246,8,0,0,0,1,1,151,30
E33050414,327,210,3,0,0,0,0,0,92,22
E33050415,600,326,4,6,1,11,0,6,202,44
E33050416,571,397,1,0,0,2,0,6,116,49
E33050417,258,175,0,1,0,1,0,1,61,19
E33050418,271,156,0,0,1,2,1,0,81,30
E33050419,357,205,2,4,1,2,0,3,106,34
E33050420,242,162,1,2,0,0,0,0,58,19
E33050421,394,256,1,0,0,0,0,2,102,33
E33050422,579,358,3,0,0,5,1,5,160,47
E33050423,486,294,4,2,0,4,0,3,154,25
E33050424,261,152,0,6,0,1,2,1,75,24
E33050425,383,219,2,0,0,0,0,7,121,34
E33050426,631,351,0,0,0,7,0,4,216,53
E33050427,1097,719,2,3,0,1,1,9,298,64
E33050428,281,155,1,0,0,1,0,5,90,29
E33050429,259,169,1,0,0,1,0,1,65,22
E33050430,324,184,1,0,0,0,0,1,117,21
E33050431,452,280,1,1,0,2,1,5,130,32
E33050432,387,252,0,0,0,0,0,4,101,30
E33050433,501,317,1,0,0,2,0,4,133,44
E33050434,479,297,1,0,1,0,0,2,135,43
E33050435,433,276,0,0,0,0,0,2,120,35
E33050436,645,377,6,0,1,2,0,3,213,43
E33050437,272,166,0,0,0,2,0,2,78,24
E33050438,217,157,0,0,0,0,0,3,40,17
E33050439,256,162,0,0,0,0,0,0,73,21
E33050440,363,231,0,0,1,1,0,3,99,28
E33050441,245,160,1,0,0,1,0,2,70,11
E33050442,377,225,4,0,0,1,0,3,111,33
E33050443,329,200,2,1,0,0,0,2,84,40
E33050444,402,239,1,0,1,0,0,2,122,37
E33050445,333,192,0,0,0,1,1,2,102,35
E33050446,279,172,0,0,0,0,0,1,71,35
E33050447,369,251,1,0,1,0,0,1,93,22
E33050448,304,177,4,0,0,0,0,2,95,26
E33050449,314,169,3,0,0,6,0,2,108,26
E33050450,261,171,2,0,1,2,0,2,68,15
E33050451,292,170,2,0,0,0,0,0,96,24
E33050452,272,179,2,0,0,2,0,4,56,29
E33050453,223,139,0,0,1,0,1,6,50,26
E33050454,277,178,0,0,2,0,0,2,74,21
E33050455,1662,961,8,0,1,4,0,9,579,100
E33050456,417,252,3,0,0,1,0,2,126,33
E33050457,394,248,1,0,1,1,0,1,117,25
E33050458,267,158,0,0,0,0,0,4,78,27
E33050459,496,318,3,0,0,0,0,4,131,40
E33050460,341,209,1,0,0,1,0,4,91,35
E33050461,269,192,0,0,0,0,0,2,61,14
E33050462,333,176,6,0,0,0,1,4,111,35
E33050463,555,340,3,1,0,3,0,4,163,41
E33050464,253,160,0,0,0,0,0,1,62,30
E33050465,260,170,3,0,0,0,0,2,63,22
E33050466,372,242,1,0,0,0,0,2,88,39
E33050467,582,357,4,1,0,0,0,3,161,56
E33050468,478,308,4,0,0,1,0,6,132,27
E33050469,377,261,0,1,0,1,0,3,78,33
E33050470,281,192,0,0,0,0,0,3,71,15
E33050471,554,355,1,3,0,12,1,1,128,53
E33050472,333,217,1,0,0,2,0,3,81,29
E33050473,227,142,1,0,0,0,0,1,60,23
E33050474,368,239,0,2,0,3,0,2,91,31
E33050475,267,174,1,0,0,6,0,2,61,23
E33050476,696,483,2,3,1,1,0,6,153,47
E33050477,358,230,1,4,1,0,0,3,94,25
E33050478,245,164,1,0,0,0,0,6,64,10
E33050479,255,139,2,2,0,4,0,8,68,32
E33050480,431,278,1,2,0,8,0,1,119,22
E33050481,322,201,1,0,1,1,0,2,95,21
E33050482,245,165,1,0,0,1,1,0,56,21
E33050483,367,245,2,0,0,0,0,2,99,19
E33050484,711,439,4,0,0,1,0,7,215,45
E33050485,767,512,4,5,1,2,0,4,175,64
E33050486,299,171,4,2,0,9,1,1,87,24
E33050487,345,212,7,3,1,1,1,3,94,23
E33050488,672,416,1,2,1,8,0,3,203,38
E33050489,366,225,4,0,1,3,0,6,100,27
E33050490,329,191,1,1,0,1,0,2,106,27
E33050491,309,199,0,0,0,0,1,2,79,28
E33050492,241,172,2,0,0,0,0,0,49,18
E33050493,292,176,1,0,0,1,0,4,79,31
E33050494,304,195,0,2,1,1,0,2,71,32
E33050495,517,332,2,0,1,1,0,6,148,27
