GeographyCode,WP207WA0001,WP207WA0002,WP207WA0003,WP207WA0004,WP207WA0005,WP207WA0006,WP207WA0007,WP207WA0008,WP207WA0009,WP207WA0010,WP207WA0011,WP207WA0012
W35000961,252,30,4,217,9,5,203,0,1,0,0,0
W35000962,241,35,4,200,6,6,188,0,1,0,0,1
W35000963,462,85,41,309,20,14,274,1,2,2,0,23
W35000964,584,69,28,479,20,9,446,4,5,1,0,2
W35000965,375,53,17,305,12,14,279,0,0,0,0,0
W35000966,399,40,15,339,10,10,318,1,1,3,1,0
W35000967,447,44,18,380,17,15,348,0,4,0,1,0
W35000968,262,53,18,187,11,7,168,1,2,0,1,1
W35000969,260,93,26,132,18,12,100,2,0,0,0,9
W35000970,530,148,51,318,28,16,273,1,6,3,0,4
W35000971,256,25,12,218,6,10,201,1,0,0,0,1
W35000972,247,82,28,128,12,7,109,0,3,1,0,5
W35000973,437,65,22,323,18,15,288,2,6,0,0,21
W35000974,236,67,14,154,7,4,143,0,1,0,0,0
W35000975,306,127,26,142,11,3,127,1,2,0,0,9
W35000976,290,44,14,228,13,10,205,0,1,1,0,2
W35000977,315,59,19,230,8,7,213,2,2,1,1,3
W35000978,303,87,31,176,10,5,160,1,5,0,0,4
W35000979,488,170,44,254,20,15,219,0,7,0,0,13
W35000980,275,70,15,185,12,7,166,0,2,0,0,3
W35000981,417,66,21,328,10,12,304,2,0,0,1,1
W35000982,232,88,14,120,9,2,109,0,2,0,0,8
W35000983,376,33,17,323,8,15,300,0,1,0,1,1
W35000984,327,43,14,260,23,12,225,0,1,3,0,6
W35000985,275,58,23,188,7,4,177,0,5,0,1,0
W35000986,446,160,30,245,24,10,210,1,10,1,0,0
W35000987,276,44,14,214,16,15,183,0,0,1,0,3
W35000988,289,39,13,235,16,12,206,1,2,0,0,0
W35000989,477,115,38,306,22,16,267,1,7,2,0,9
W35000990,314,68,22,219,15,7,197,0,3,1,0,1
W35000991,268,61,33,165,20,9,136,0,6,1,0,2
W35000992,322,153,34,121,18,13,90,0,7,2,1,4
W35000993,344,133,48,148,23,11,112,2,8,3,0,4
W35000994,232,83,17,126,14,6,105,1,0,0,0,6
W35000995,363,138,34,174,25,11,137,1,5,4,0,8
W35000996,258,103,20,128,13,6,109,0,4,2,0,1
W35000997,460,155,58,232,18,25,188,1,9,3,0,3
W35000998,655,269,78,277,35,25,216,1,11,5,1,14
W35000999,342,190,31,94,7,6,81,0,6,1,0,20
W35001000,254,136,23,87,7,3,77,0,3,1,0,4
W35001001,245,92,26,121,10,6,105,0,4,1,0,1
W35001002,259,120,34,96,7,9,79,1,6,0,0,3
W35001003,308,131,38,134,11,2,120,1,2,1,0,2
W35001004,682,411,81,161,14,15,131,1,18,7,0,4
W35001005,303,198,28,66,8,9,49,0,7,3,1,0
W35001006,493,348,52,78,12,12,54,0,7,4,0,4
W35001007,405,260,48,81,7,11,63,0,12,2,0,2
W35001008,330,247,29,41,9,4,28,0,7,1,0,5
W35001009,261,183,31,40,7,3,30,0,5,1,0,1
W35001010,505,294,67,132,22,12,98,0,9,3,0,0
W35001011,319,169,38,103,17,10,76,0,6,1,2,0
W35001012,268,180,29,51,8,6,37,0,4,1,0,3
W35001013,291,182,50,53,10,5,38,0,1,2,0,3
W35001014,521,275,77,160,31,21,108,0,4,2,0,3
W35001015,496,278,61,135,19,10,105,1,15,2,1,4
W35001016,471,230,39,185,26,8,150,1,12,1,0,4
W35001017,427,263,59,96,18,5,72,1,6,1,0,2
W35001018,516,344,55,104,12,12,79,1,9,3,0,1
W35001019,424,293,41,79,15,6,57,1,5,5,0,1
W35001020,1291,736,145,363,50,41,269,3,20,5,2,20
W35001021,390,282,38,60,12,4,43,1,5,3,1,1
W35001022,604,498,31,61,11,6,44,0,3,1,0,10
W35001023,417,324,34,47,7,5,34,1,4,2,1,5
W35001024,592,473,33,63,12,4,46,1,12,2,1,8
W35001025,280,222,21,31,8,2,21,0,0,1,0,5
W35001026,278,191,25,57,13,2,42,0,1,2,0,2
W35001027,428,281,39,75,15,5,54,1,24,0,0,9
W35001028,497,308,56,112,10,14,88,0,14,1,0,6
W35001029,248,161,27,51,8,5,38,0,6,0,0,3
W35001030,272,134,46,83,18,11,54,0,7,1,0,1
W35001031,420,262,49,95,15,9,71,0,7,3,1,3
W35001032,479,310,58,91,8,6,77,0,13,2,0,5
W35001033,394,256,48,78,16,7,55,0,9,2,1,0
W35001034,389,257,36,80,11,9,59,1,6,3,0,7
W35001035,303,171,20,60,8,5,47,0,5,1,1,45
W35001036,380,213,43,104,13,10,81,0,8,3,0,9
W35001037,444,298,51,79,9,8,62,0,5,3,2,6
W35001038,285,189,31,56,10,7,39,0,5,1,1,2
W35001039,266,174,30,55,9,3,43,0,2,1,0,4
W35001040,305,172,28,102,7,7,88,0,1,0,0,2
W35001041,273,180,26,58,11,7,39,1,4,1,0,4
W35001042,465,275,58,121,22,9,90,0,8,1,1,1
W35001043,291,195,28,52,6,5,39,2,11,1,0,4
W35001044,370,251,44,51,9,6,36,0,10,2,0,12
W35001045,359,188,32,124,23,17,83,1,4,4,0,7
W35001046,331,173,34,107,18,10,79,0,8,3,1,5
W35001047,255,168,22,56,8,4,44,0,4,2,0,3
W35001048,506,327,65,98,10,8,80,0,7,3,1,5
W35001049,797,568,88,104,12,12,79,1,23,8,2,4
W35001050,330,225,38,57,11,6,40,0,4,2,1,3
W35001051,409,310,40,46,9,1,36,0,6,1,0,6
W35001052,398,248,45,94,17,12,65,0,7,3,0,1
W35001053,324,200,39,77,11,8,58,0,5,1,2,0
W35001054,320,158,39,112,17,9,84,2,5,1,0,5
W35001055,666,402,85,149,24,17,107,1,12,4,0,14
W35001056,293,154,38,94,18,7,68,1,4,2,0,1
W35001057,605,295,100,194,35,15,142,2,8,2,1,5
W35001058,682,411,81,168,29,22,116,1,14,3,0,5
W35001059,275,111,26,130,14,9,107,0,6,2,0,0
W35001060,228,94,26,99,11,5,83,0,6,1,0,2
W35001061,406,199,56,139,21,19,98,1,6,2,1,3
W35001062,409,210,54,133,17,7,109,0,10,0,1,1
W35001063,259,95,31,125,17,9,99,0,3,4,1,0
W35001064,384,218,48,100,23,7,70,0,9,2,0,7
W35001065,990,316,150,493,65,44,382,2,17,3,0,11
W35001066,386,135,21,221,24,12,185,0,6,1,2,0
W35001067,349,55,21,272,11,6,254,1,1,0,0,0
W35001068,392,98,33,251,10,9,232,0,5,2,0,3
W35001069,339,127,29,180,14,11,155,0,3,0,0,0
W35001070,476,85,28,348,14,15,319,0,8,1,0,6
W35001071,478,160,40,273,26,13,234,0,3,1,0,1
W35001072,342,81,43,203,21,10,172,0,11,2,0,2
W35001073,238,70,21,141,5,15,121,0,4,0,0,2
W35001074,521,218,66,212,19,23,169,1,15,2,1,7
W35001075,654,175,84,378,34,26,315,3,8,7,1,1
W35001076,237,58,13,163,14,9,139,1,2,1,0,0
W35001077,320,135,38,130,6,7,117,0,4,1,0,12
W35001078,431,132,61,226,21,8,195,2,7,0,0,5
W35001079,337,140,49,141,22,17,101,1,2,3,0,2
W35001080,519,423,34,45,7,2,35,1,7,1,0,9
W35001081,225,147,19,49,13,8,27,1,7,2,1,0
W35001082,559,389,55,80,9,15,56,0,12,4,0,19
W35001083,276,221,25,25,4,7,14,0,4,0,0,1
W35001084,340,262,19,38,10,2,26,0,4,1,0,16
W35001085,321,238,23,49,4,7,37,1,4,1,1,5
W35001086,418,316,26,53,6,4,43,0,6,0,2,15
W35001087,863,600,65,171,19,10,142,0,18,3,1,5
W35001088,260,201,18,36,7,6,23,0,2,1,0,2
W35001089,443,353,29,42,7,8,27,0,9,3,1,6
W35001090,687,433,75,142,29,14,98,1,14,2,1,20
W35001091,517,414,33,52,11,5,36,0,7,1,0,10
W35001092,267,192,28,35,6,2,27,0,7,3,0,2
W35001093,227,198,12,13,3,2,8,0,1,0,0,3
W35001094,271,201,21,36,5,7,24,0,8,2,1,2
W35001095,244,189,14,33,4,3,26,0,2,2,0,4
W35001096,580,447,42,69,14,7,48,0,10,5,0,7
W35001097,382,289,31,44,7,3,34,0,6,2,0,10
W35001098,358,263,33,44,11,2,31,0,4,2,0,12
W35001099,282,169,22,83,8,7,68,0,1,1,0,6
W35001100,344,260,24,45,8,2,35,0,7,1,1,6
W35001101,376,251,35,80,19,6,54,1,6,3,1,0
W35001102,366,269,35,47,3,7,37,0,11,1,0,3
W35001103,693,477,58,92,13,17,60,2,8,2,1,55
W35001104,345,239,36,58,11,9,38,0,4,1,0,7
W35001105,348,230,28,65,12,10,43,0,4,2,0,19
W35001106,266,195,21,46,9,3,34,0,3,0,0,1
W35001107,3417,2208,345,643,90,76,474,3,71,16,5,129
W35001108,444,290,37,96,13,6,74,3,13,2,2,4
W35001109,402,239,41,92,9,7,76,0,11,4,0,15
W35001110,250,138,37,69,9,8,50,2,5,0,0,1
W35001111,538,326,44,119,12,12,94,1,9,2,1,37
W35001112,905,634,86,133,18,8,107,0,12,3,0,37
W35001113,682,350,64,229,15,21,193,0,14,6,0,19
W35001114,622,301,98,194,27,18,148,1,9,6,0,14
W35001115,634,320,101,164,14,11,138,1,23,0,1,25
W35001116,295,117,39,128,7,8,113,0,9,1,0,1
W35001117,661,296,95,242,29,27,186,0,16,3,1,8
W35001118,290,85,10,187,10,13,164,0,2,0,0,6
W35001119,333,139,38,150,15,9,125,1,3,1,0,2
W35001120,372,152,54,146,13,14,118,1,8,5,0,7
W35001121,622,292,95,206,40,22,144,0,18,8,0,3
W35001122,259,134,27,88,13,8,67,0,5,1,0,4
W35001123,225,86,23,106,11,6,89,0,1,0,0,9
W35001124,374,210,42,90,6,5,79,0,6,1,0,25
W35001125,485,293,64,110,16,17,76,1,5,3,0,10
W35001126,345,232,23,43,12,1,30,0,3,0,0,44
W35001127,332,176,47,101,17,7,77,0,5,1,0,2
W35001128,302,125,62,104,11,5,88,0,2,2,0,7
W35001129,346,161,48,120,18,12,88,2,6,0,0,11
W35001130,558,197,63,268,30,15,222,1,14,5,1,10
W35001131,321,127,31,157,19,13,125,0,2,4,0,0
W35001132,357,122,37,187,10,10,167,0,7,1,0,3
W35001133,286,98,33,134,29,11,94,0,7,0,0,14
W35001134,405,142,29,220,12,13,194,1,4,1,0,9
W35001135,441,147,50,226,32,30,164,0,4,0,0,14
W35001136,279,201,27,39,3,8,28,0,3,1,0,8
W35001137,395,232,47,90,7,10,73,0,8,2,1,15
W35001138,531,336,59,87,16,11,60,0,11,4,1,33
W35001139,281,94,33,146,13,9,124,0,2,0,0,6
W35001140,341,218,28,75,10,10,55,0,7,0,0,13
W35001141,751,274,70,383,42,35,302,4,5,1,1,17
W35001142,328,209,41,73,9,9,55,0,3,0,0,2
W35001143,366,234,40,82,20,7,54,1,3,2,0,5
W35001144,635,430,50,81,10,9,62,0,10,5,1,58
W35001145,295,209,24,53,11,5,36,1,3,2,1,3
W35001146,280,220,15,29,7,1,21,0,5,3,0,8
W35001147,347,231,26,66,2,4,60,0,9,2,0,13
W35001148,404,286,32,59,7,12,40,0,6,1,2,18
W35001149,432,280,20,46,8,2,35,1,12,1,0,73
W35001150,593,461,26,67,12,7,48,0,16,0,1,22
W35001151,490,332,53,78,11,5,61,1,11,2,1,13
W35001152,747,526,48,91,14,14,63,0,14,5,1,62
W35001153,542,411,20,41,9,0,32,0,8,3,0,59
W35001154,405,250,35,85,14,8,63,0,8,1,0,26
W35001155,243,169,12,20,4,0,16,0,7,0,0,35
W35001156,314,217,23,69,10,1,58,0,2,0,1,2
W35001157,435,322,15,54,5,2,47,0,9,3,0,32
W35001158,307,226,18,31,2,3,26,0,6,2,0,24
W35001159,2542,1894,102,173,30,17,126,0,18,13,3,339
W35001160,782,581,47,77,12,8,55,2,10,2,1,64
W35001161,427,318,30,48,6,8,34,0,9,3,0,19
W35001162,401,325,23,30,5,3,22,0,7,3,1,12
W35001163,258,209,13,24,9,3,12,0,6,0,0,6
W35001164,329,234,32,46,7,7,31,1,5,3,0,9
W35001165,546,346,46,109,16,8,85,0,10,3,1,31
W35001166,338,232,25,55,9,9,37,0,4,4,0,18
W35001167,255,182,22,40,10,4,26,0,8,0,0,3
W35001168,349,218,39,75,13,5,56,1,5,1,1,10
W35001169,388,271,36,52,6,8,38,0,10,4,0,15
W35001170,316,242,21,34,5,4,25,0,7,2,0,10
W35001171,355,256,13,26,3,4,18,1,3,2,1,54
W35001172,851,642,39,89,13,6,70,0,13,5,0,63
W35001173,507,428,17,42,5,2,32,3,5,3,0,12
W35001174,334,250,16,37,7,2,28,0,4,2,1,24
W35001175,259,206,13,16,6,1,9,0,6,0,0,18
W35001176,250,189,10,19,0,6,13,0,3,2,0,27
W35001177,625,263,9,24,4,6,14,0,0,1,0,328
W35001178,412,276,16,32,9,2,21,0,10,3,0,75
W35001179,324,240,10,14,3,3,8,0,4,2,0,54
W35001180,352,276,18,31,11,4,16,0,8,3,0,16
W35001181,250,188,13,27,5,3,19,0,4,2,1,15
W35001182,531,443,19,49,7,7,34,1,6,1,0,13
W35001183,269,208,15,14,2,0,12,0,3,0,0,29
W35001184,327,252,11,32,5,4,21,2,2,3,0,27
W35001185,502,359,15,53,13,5,35,0,7,4,1,63
W35001186,939,680,50,85,18,12,54,1,10,3,1,110
W35001187,511,361,33,76,14,11,51,0,10,4,1,26
W35001188,845,606,47,93,18,2,73,0,10,3,0,86
W35001189,654,348,16,27,4,3,19,1,5,1,0,257
W35001190,298,219,13,27,6,2,19,0,4,0,0,35
W35001191,482,312,22,57,8,10,39,0,10,0,0,81
W35001192,374,314,20,22,4,3,15,0,1,0,0,17
W35001193,429,322,16,42,3,4,35,0,5,3,0,41
W35001194,401,318,17,34,6,4,24,0,7,0,1,24
W35001195,338,262,18,34,3,7,23,1,8,1,1,14
W35001196,302,218,14,41,6,1,34,0,7,3,0,19
W35001197,420,311,33,60,9,7,44,0,4,4,0,8
W35001198,419,339,22,38,11,1,26,0,10,1,0,9
W35001199,337,292,5,15,4,0,11,0,2,1,0,22
W35001200,421,276,11,40,8,7,24,1,3,1,0,90
W35001201,369,299,8,23,5,3,14,1,1,0,1,37
W35001202,292,183,8,21,3,2,16,0,3,1,0,76
W35001203,289,213,11,43,4,8,31,0,6,4,0,12
W35001204,389,258,26,86,14,7,63,2,5,1,0,13
W35001205,716,413,43,192,16,8,167,1,12,4,0,52
W35001206,604,414,46,91,16,7,65,3,12,2,1,38
W35001207,319,235,19,35,7,4,23,1,4,2,0,24
W35001208,253,139,15,39,7,4,28,0,2,0,2,56
W35001209,346,250,29,40,4,6,30,0,7,0,0,20
W35001210,362,235,18,69,3,8,57,1,10,2,0,28
W35001211,491,390,28,38,7,5,26,0,10,2,1,22
W35001212,872,541,28,41,9,6,25,1,10,1,2,249
W35001213,393,327,19,20,4,2,14,0,12,3,0,12
W35001214,415,306,21,37,5,6,26,0,9,0,1,41
W35001215,543,418,38,54,6,5,42,1,7,4,0,22
W35001216,368,273,19,33,3,8,22,0,16,0,0,27
W35001217,330,250,10,21,4,1,16,0,3,1,0,45
W35001218,293,209,13,27,7,1,18,1,4,1,0,39
W35001219,287,223,20,37,5,2,30,0,1,1,0,5
W35001220,478,369,39,59,10,5,43,1,6,2,0,3
W35001221,248,173,7,49,8,5,34,2,1,0,0,18
W35001222,347,219,34,84,13,7,64,0,5,1,1,3
W35001223,289,214,23,29,6,1,21,1,7,0,0,16
W35001224,292,211,20,24,6,4,14,0,2,2,0,33
W35001225,396,281,26,43,4,9,30,0,12,0,0,34
W35001226,506,361,35,67,13,2,52,0,11,4,0,28
W35001227,353,286,20,30,4,4,22,0,4,4,0,9
W35001228,361,297,18,20,6,2,12,0,6,2,0,18
W35001229,1033,779,53,71,11,7,52,1,14,3,1,112
W35001230,387,283,28,38,6,3,29,0,10,1,1,26
W35001231,456,380,19,39,9,5,24,1,5,3,0,10
W35001232,309,232,11,38,8,4,26,0,9,0,0,19
W35001233,311,242,18,29,7,3,19,0,6,0,0,16
W35001234,310,251,18,25,7,2,13,3,3,1,1,11
W35001235,513,414,34,40,2,8,30,0,8,1,1,15
W35001236,288,217,26,33,5,4,23,1,8,3,0,1
W35001237,589,438,45,64,14,8,42,0,14,3,0,25
W35001238,462,307,36,80,7,5,67,1,9,5,3,22
W35001239,412,283,34,38,4,3,31,0,11,4,3,39
W35001240,491,393,22,50,7,5,37,1,7,4,0,15
W35001241,372,289,20,38,7,7,24,0,3,1,0,21
W35001242,534,400,48,52,7,9,36,0,6,1,1,26
W35001243,352,293,22,23,1,3,19,0,2,3,0,9
W35001244,508,420,16,50,9,4,37,0,8,1,2,11
W35001245,485,301,27,136,12,6,118,0,4,0,0,17
W35001246,397,326,21,32,2,3,25,2,5,0,0,13
W35001247,407,325,18,34,4,1,29,0,9,2,1,18
W35001248,780,498,51,79,15,11,53,0,11,3,0,138
W35001249,349,249,23,50,7,8,35,0,9,2,0,16
W35001250,604,426,36,57,7,5,44,1,13,4,0,68
W35001251,442,326,32,60,7,1,52,0,5,1,0,18
W35001252,718,525,51,83,13,15,55,0,7,4,2,46
W35001253,788,607,41,53,9,6,38,0,14,2,1,70
W35001254,277,223,16,24,2,1,21,0,4,1,1,8
W35001255,338,221,28,64,6,5,53,0,1,2,0,22
W35001256,800,640,34,73,13,10,50,0,6,4,0,43
W35001257,286,197,31,46,7,4,35,0,4,1,0,7
W35001258,841,615,51,101,15,14,72,0,14,2,2,56
W35001259,393,297,23,34,8,3,23,0,8,1,1,29
W35001260,332,242,28,27,5,6,16,0,3,1,0,31
W35001261,310,216,43,35,6,4,25,0,4,0,2,10
W35001262,257,158,23,36,2,2,32,0,5,3,0,32
W35001263,323,237,25,32,6,4,22,0,11,4,0,14
W35001264,301,198,23,60,16,4,40,0,10,2,0,8
W35001265,245,130,33,65,8,5,51,1,8,1,0,8
W35001266,290,183,34,49,10,4,34,1,12,1,2,9
W35001267,353,284,22,21,4,3,14,0,6,1,0,19
W35001268,308,238,23,19,5,1,13,0,8,1,0,19
W35001269,811,619,42,35,7,2,26,0,12,1,0,102
W35001270,223,157,14,28,3,3,22,0,7,3,0,14
W35001271,312,204,26,44,5,8,31,0,9,0,1,28
W35001272,336,259,22,28,3,2,23,0,2,3,0,22
W35001273,272,191,18,33,3,4,26,0,6,2,0,22
W35001274,606,449,50,59,11,5,42,1,17,2,1,28
W35001275,306,215,32,39,3,3,33,0,7,2,0,11
W35001276,294,221,30,27,2,5,19,1,5,2,1,8
W35001277,234,136,4,7,0,2,5,0,1,1,0,85
W35001278,248,183,8,25,8,0,17,0,6,0,0,26
W35001279,312,247,12,17,2,1,14,0,4,1,0,31
W35001280,409,249,11,14,0,5,9,0,0,1,0,134
W35001281,764,584,42,38,5,2,31,0,10,2,0,88
W35001282,389,273,16,30,2,4,24,0,6,1,0,63
W35001283,285,174,24,56,13,8,35,0,3,1,0,27
W35001284,337,239,27,37,0,3,33,1,6,2,0,26
W35001285,415,291,17,27,10,2,15,0,2,1,0,77
W35001286,243,129,10,26,3,1,22,0,4,1,0,73
W35001287,299,144,41,98,12,4,81,1,3,2,0,11
W35001288,371,242,34,72,8,8,55,1,8,2,0,13
W35001289,227,114,24,57,3,6,48,0,6,0,1,25
W35001290,365,150,35,111,7,7,96,1,5,2,0,62
W35001291,494,263,44,68,14,9,45,0,10,8,0,101
W35001292,634,291,60,205,17,19,168,1,14,3,2,59
W35001293,293,178,33,58,11,2,44,1,6,2,0,16
W35001294,334,112,35,154,11,10,132,1,8,1,1,23
W35001295,348,137,33,168,13,15,138,2,6,1,0,3
W35001296,335,179,29,116,12,5,99,0,3,0,1,7
W35001297,282,203,13,16,1,2,13,0,2,0,0,48
W35001298,289,184,10,18,4,1,13,0,6,0,0,71
W35001299,273,210,20,34,7,1,26,0,2,1,0,6
W35001300,361,287,22,26,7,2,17,0,3,0,0,23
W35001301,318,239,34,29,4,1,24,0,8,0,1,7
W35001302,374,287,16,39,8,4,27,0,7,1,1,23
W35001303,234,167,13,28,2,2,24,0,5,0,0,21
W35001304,347,231,20,49,2,5,41,1,8,2,0,37
W35001305,266,179,23,36,5,6,24,1,2,1,0,25
W35001306,293,204,20,25,4,5,15,1,4,2,1,37
W35001307,349,148,20,163,14,14,135,0,5,2,1,10
W35001308,423,139,68,201,27,11,161,2,12,2,0,1
W35001309,285,85,18,173,14,6,151,2,7,1,0,1
W35001310,511,216,51,221,25,20,174,2,11,3,0,9
W35001311,258,81,18,154,2,8,143,1,1,0,2,2
W35001312,332,121,24,180,9,10,157,4,5,1,0,1
W35001313,462,333,20,67,12,7,47,1,8,3,2,29
W35001314,422,345,23,37,8,4,25,0,5,2,0,10
W35001315,290,215,15,19,2,0,17,0,2,6,0,33
W35001316,443,301,17,28,5,1,22,0,6,2,0,89
W35001317,264,214,18,12,4,0,8,0,7,0,1,12
W35001318,338,213,39,69,8,7,54,0,9,1,1,6
W35001319,291,148,33,99,10,9,79,1,6,1,2,2
W35001320,409,198,44,146,19,12,115,0,9,2,1,9
W35001321,320,142,45,119,4,3,112,0,4,0,1,9
W35001322,411,294,25,71,4,7,60,0,10,1,1,9
W35001323,339,243,25,58,11,3,44,0,5,3,0,5
W35001324,396,336,20,26,5,4,17,0,4,1,0,9
W35001325,279,220,6,15,3,2,9,1,5,0,0,33
W35001326,353,269,29,37,7,4,26,0,5,0,0,13
W35001327,346,284,22,30,6,2,22,0,2,1,0,7
W35001328,362,273,12,13,1,0,12,0,2,0,0,62
W35001329,371,268,27,59,6,7,46,0,4,1,0,12
W35001330,474,352,40,42,6,9,27,0,17,4,0,19
W35001331,360,254,29,57,5,4,47,1,5,3,0,12
W35001332,250,173,23,38,7,5,26,0,3,0,0,13
W35001333,550,414,41,72,19,6,46,1,7,3,0,13
W35001334,476,329,45,74,13,7,53,1,8,4,0,16
W35001335,561,393,53,81,14,9,58,0,21,5,1,7
W35001336,235,168,31,30,5,3,22,0,2,3,0,1
W35001337,461,272,53,113,22,13,78,0,13,3,1,6
W35001338,501,345,42,88,14,7,67,0,11,5,2,8
W35001339,235,171,24,30,8,4,17,1,5,2,1,2
W35001340,551,445,37,52,9,8,35,0,10,2,0,5
W35001341,351,274,7,22,3,4,14,1,2,1,0,45
W35001342,447,350,5,19,1,5,13,0,3,0,1,69
W35001343,301,249,2,15,2,2,11,0,7,0,0,28
W35001344,378,261,5,9,3,2,4,0,1,1,2,99
W35001345,320,225,4,12,2,1,9,0,2,2,0,75
W35001346,455,406,14,28,5,4,19,0,3,0,0,4
W35001347,348,309,8,8,2,0,6,0,3,0,0,20
W35001348,382,298,13,14,2,0,12,0,3,2,0,52
W35001349,637,441,14,28,7,1,20,0,7,2,0,145
W35001350,397,341,12,11,3,0,8,0,3,0,0,30
W35001351,456,355,29,55,7,6,40,2,9,3,0,5
W35001352,291,239,13,28,1,1,26,0,9,1,0,1
W35001353,278,240,12,19,6,1,12,0,5,0,0,2
W35001354,336,286,11,30,5,4,21,0,3,2,0,4
W35001355,318,259,22,27,1,3,23,0,5,1,0,4
W35001356,275,238,12,14,1,0,12,1,6,0,0,5
W35001357,287,248,13,15,4,2,9,0,8,1,0,2
W35001358,256,195,15,28,3,4,21,0,2,1,0,15
W35001359,245,205,7,26,6,2,17,1,3,0,0,4
W35001360,595,481,31,58,4,6,48,0,8,1,0,16
W35001361,450,361,23,35,8,3,23,1,9,4,0,18
W35001362,589,473,29,61,9,7,44,1,10,5,0,11
W35001363,273,195,12,50,5,4,40,1,8,2,0,6
W35001364,363,282,25,44,6,7,31,0,9,2,0,1
W35001365,365,275,27,49,10,3,36,0,6,3,1,4
W35001366,273,234,16,14,1,1,12,0,2,1,0,6
W35001367,336,232,30,53,8,3,42,0,4,3,0,14
W35001368,232,183,18,21,3,3,15,0,2,3,1,4
W35001369,346,262,28,43,6,5,32,0,4,2,0,7
W35001370,320,277,15,18,3,2,13,0,7,1,0,2
W35001371,685,478,20,43,7,6,30,0,7,2,0,135
W35001372,373,320,11,18,3,2,13,0,9,1,2,12
W35001373,458,293,12,35,4,3,28,0,6,2,0,110
W35001374,227,178,12,11,1,4,6,0,11,1,0,14
W35001375,536,398,15,22,3,2,17,0,7,1,0,93
W35001376,568,485,10,34,1,4,29,0,6,0,2,31
W35001377,754,589,39,77,10,3,64,0,16,6,1,26
W35001378,321,287,8,13,1,1,11,0,5,2,0,6
W35001379,446,362,27,41,4,4,33,0,5,1,0,10
W35001380,552,445,31,56,12,5,39,0,12,2,0,6
W35001381,1187,897,82,111,12,17,82,0,26,3,3,65
W35001382,445,354,33,44,8,5,31,0,9,3,0,2
W35001383,531,414,26,53,13,4,35,1,12,2,0,24
W35001384,379,337,11,11,2,1,8,0,9,0,0,11
W35001385,282,242,13,18,3,2,13,0,3,0,1,5
W35001386,372,296,19,30,2,3,24,1,9,4,0,14
W35001387,287,225,17,31,1,0,30,0,8,2,0,4
W35001388,466,400,16,24,1,1,22,0,13,2,0,11
W35001389,330,285,15,20,2,2,16,0,5,4,0,1
W35001390,343,286,14,13,4,2,7,0,5,1,0,24
W35001391,330,99,31,192,17,20,153,2,8,0,0,0
W35001392,321,167,40,92,15,4,73,0,10,1,0,11
W35001393,603,216,62,307,26,20,259,2,12,2,0,4
W35001394,378,138,33,191,15,16,160,0,9,1,0,6
W35001395,368,147,39,174,17,20,136,1,4,3,0,1
W35001396,696,331,88,247,28,19,198,2,18,5,0,7
W35001397,649,285,76,262,28,19,215,0,11,8,2,5
W35001398,373,163,30,173,20,12,140,1,3,1,0,3
W35001399,258,133,29,85,13,8,64,0,8,2,0,1
W35001400,330,141,28,153,18,12,122,1,6,0,0,2
W35001401,464,216,40,189,9,15,165,0,10,6,0,3
W35001402,338,124,55,147,15,12,118,2,9,1,0,2
W35001403,643,190,60,379,32,17,328,2,12,2,0,0
W35001404,427,178,50,182,18,16,147,1,10,3,0,4
W35001405,283,110,41,125,17,16,92,0,2,1,0,4
W35001406,268,110,44,109,20,9,79,1,1,2,1,1
W35001407,270,104,26,136,16,6,112,2,4,0,0,0
W35001408,356,97,41,213,14,13,185,1,2,1,1,1
W35001409,441,124,40,268,22,17,227,2,6,2,1,0
W35001410,288,102,33,152,13,11,126,2,1,0,0,0
W35001411,349,108,29,206,10,23,173,0,4,2,0,0
W35001412,237,82,20,131,14,14,103,0,3,0,1,0
W35001413,360,104,54,190,11,24,155,0,8,1,0,3
W35001414,349,129,33,176,12,13,150,1,6,2,0,3
W35001415,312,89,25,191,10,19,162,0,5,2,0,0
W35001416,297,101,15,174,11,8,155,0,3,4,0,0
W35001417,412,200,52,137,20,10,107,0,8,1,0,14
W35001418,393,161,37,190,15,15,159,1,3,0,0,2
W35001419,276,105,26,138,10,14,113,1,5,0,0,2
W35001420,335,116,31,185,16,15,152,2,3,0,0,0
W35001421,540,179,57,295,23,16,254,2,6,2,0,1
W35001422,323,92,29,200,9,14,177,0,1,1,0,0
W35001423,401,75,34,280,16,12,252,0,6,3,2,1
W35001424,490,127,48,307,18,15,273,1,6,0,0,2
W35001425,320,131,31,153,10,10,133,0,4,0,0,1
W35001426,268,77,18,170,8,13,148,1,3,0,0,0
W35001427,234,84,19,126,14,8,104,0,3,1,0,1
W35001428,572,236,44,269,26,17,225,1,16,4,0,3
W35001429,294,118,20,151,12,11,128,0,4,0,0,1
W35001430,418,157,41,206,21,21,161,3,9,5,0,0
W35001431,360,137,49,168,25,12,130,1,5,1,0,0
W35001432,623,193,88,321,47,33,238,3,9,5,2,5
W35001433,425,131,43,242,18,20,203,1,4,0,1,4
W35001434,530,215,80,225,34,18,172,1,7,2,0,1
W35001435,610,205,67,322,37,25,259,1,13,1,0,2
W35001436,305,101,26,173,30,12,131,0,3,1,0,1
W35001437,303,135,17,150,11,9,129,1,0,0,1,0
W35001438,242,70,24,144,14,11,119,0,3,1,0,0
