GeographyCode,WP6604EW0001,WP6604EW0002,WP6604EW0003,WP6604EW0004,WP6604EW0005,WP6604EW0006,WP6604EW0007,WP6604EW0008,WP6604EW0009,WP6604EW0010,WP6604EW0011,WP6604EW0012,WP6604EW0013,WP6604EW0014,WP6604EW0015,WP6604EW0016,WP6604EW0017,WP6604EW0018,WP6604EW0019,WP6604EW0020,WP6604EW0021,WP6604EW0022,WP6604EW0023,WP6604EW0024,WP6604EW0025,WP6604EW0026,WP6604EW0027,WP6604EW0028,WP6604EW0029,WP6604EW0030,WP6604EW0031,WP6604EW0032,WP6604EW0033,WP6604EW0034,WP6604EW0035,WP6604EW0036,WP6604EW0037,WP6604EW0038,WP6604EW0039,WP6604EW0040,WP6604EW0041,WP6604EW0042,WP6604EW0043,WP6604EW0044,WP6604EW0045,WP6604EW0046,WP6604EW0047,WP6604EW0048,WP6604EW0049,WP6604EW0050,WP6604EW0051,WP6604EW0052,WP6604EW0053,WP6604EW0054,WP6604EW0055,WP6604EW0056,WP6604EW0057,WP6604EW0058,WP6604EW0059,WP6604EW0060,WP6604EW0061,WP6604EW0062,WP6604EW0063,WP6604EW0064,WP6604EW0065,WP6604EW0066,WP6604EW0067,WP6604EW0068,WP6604EW0069,WP6604EW0070,WP6604EW0071,WP6604EW0072,WP6604EW0073,WP6604EW0074,WP6604EW0075,WP6604EW0076,WP6604EW0077,WP6604EW0078,WP6604EW0079,WP6604EW0080,WP6604EW0081,WP6604EW0082,WP6604EW0083,WP6604EW0084,WP6604EW0085,WP6604EW0086,WP6604EW0087,WP6604EW0088,WP6604EW0089,WP6604EW0090
E02005865,4584,110,285,330,576,118,354,2690,121,402,9,43,45,96,10,60,120,19,542,6,18,26,24,18,55,386,9,1324,3,33,16,41,10,79,1119,23,563,7,31,21,42,12,48,387,15,446,42,58,165,90,6,48,25,12,382,6,3,5,17,7,6,302,36,323,4,12,2,93,5,7,199,1,163,9,52,30,19,25,9,19,0,439,24,35,20,154,25,42,133,6
E02005866,2765,53,206,377,730,121,264,837,177,281,6,32,37,114,14,29,34,15,404,2,16,27,21,21,45,267,5,230,1,28,13,55,7,45,60,21,326,1,30,28,119,9,39,81,19,474,24,55,215,92,8,32,20,28,383,1,2,1,9,5,12,304,49,154,7,3,0,118,3,6,8,9,134,5,25,30,28,24,9,10,3,379,6,15,26,174,30,47,53,28
E02005868,952,18,139,167,159,42,120,244,63,101,2,15,6,39,6,16,14,3,127,5,20,2,6,5,23,61,5,71,1,12,6,13,1,20,13,5,66,0,7,3,7,3,23,18,5,242,1,48,131,33,5,14,4,6,135,0,1,1,0,0,2,98,33,42,1,2,1,29,0,7,2,0,80,4,29,10,12,13,5,6,1,88,4,5,7,20,9,10,28,5
E02005869,3251,13,209,263,1248,226,464,622,206,350,3,29,26,162,18,51,37,24,233,0,10,10,25,5,34,142,7,261,1,18,6,46,4,98,75,13,376,3,19,18,59,20,132,91,34,382,1,71,148,117,5,18,15,7,386,2,5,1,9,55,36,184,94,683,2,10,3,620,5,20,17,6,230,1,37,20,54,97,9,11,1,350,0,10,31,156,17,66,50,20
E02005870,3198,29,178,194,947,234,189,1273,154,254,4,22,6,136,12,23,43,8,478,3,6,11,25,17,21,384,11,385,2,8,4,39,9,49,257,17,330,4,18,8,73,9,23,177,18,356,4,71,126,112,8,7,21,7,396,1,1,0,6,4,12,299,73,351,7,2,5,300,14,7,14,2,170,3,26,17,57,56,2,8,1,478,1,24,17,199,105,45,70,17
E02005871,1316,18,67,205,262,71,125,523,45,105,3,8,11,44,7,15,14,3,307,4,5,9,6,19,13,250,1,142,2,10,2,17,5,40,47,19,94,0,6,14,21,0,12,40,1,232,4,24,142,33,7,10,10,2,153,0,0,0,9,3,6,123,12,104,3,2,2,83,2,9,2,1,65,0,8,14,7,23,2,9,2,114,2,4,11,42,5,18,28,4
E02005872,1423,61,93,234,306,59,218,372,80,174,8,8,26,61,10,41,16,4,197,3,4,12,12,16,40,102,8,144,3,8,2,14,7,61,31,18,135,2,9,20,14,4,39,41,6,301,25,38,148,43,4,16,17,10,181,4,0,2,1,3,5,140,26,72,2,0,0,63,1,4,2,0,64,8,20,14,6,10,1,3,2,155,6,6,10,92,4,11,20,6
E02005873,2759,67,120,266,485,141,376,1141,163,286,5,21,17,90,20,44,67,22,438,9,9,18,14,31,72,274,11,337,7,18,2,34,14,87,140,35,363,3,13,15,26,17,75,202,12,338,6,34,178,54,9,22,29,6,382,0,1,3,11,7,21,276,63,170,4,3,5,113,3,12,29,1,130,18,15,14,22,29,6,24,2,315,15,6,14,121,11,37,100,11
E02005874,1795,15,82,221,397,90,240,588,162,200,1,12,14,75,7,42,27,22,246,2,6,7,5,21,24,171,10,192,1,13,4,23,9,65,43,34,147,1,7,10,14,6,34,67,8,301,4,23,149,79,10,17,6,13,317,0,0,1,11,3,17,226,59,154,3,3,1,126,2,11,3,5,105,1,13,22,19,28,9,11,2,133,2,5,13,45,4,21,34,9
E02005875,1186,31,56,208,173,62,100,459,97,93,6,2,13,36,4,10,12,10,207,1,2,5,5,5,14,175,0,98,3,8,1,13,6,14,36,17,84,2,8,10,11,4,4,33,12,231,4,24,152,25,2,13,8,3,219,0,1,1,4,8,11,151,43,57,3,0,2,45,0,3,2,2,88,5,8,18,13,23,10,6,5,109,7,3,6,21,10,21,36,5
E02005876,2024,24,84,267,331,164,257,790,107,190,3,10,22,65,19,37,24,10,336,3,4,10,10,20,45,240,4,216,2,17,7,21,11,51,87,20,145,0,9,16,12,6,40,53,9,333,7,25,176,58,8,28,26,5,365,0,2,0,6,3,14,294,46,99,2,0,2,75,5,11,4,0,91,5,11,23,13,25,4,8,2,249,2,6,11,71,67,27,54,11
E02005877,1083,21,45,240,195,90,146,254,92,108,3,6,15,39,5,20,12,8,102,4,3,9,5,6,12,57,6,107,2,9,10,19,11,24,20,12,75,3,5,5,11,7,16,22,6,261,2,13,166,34,9,20,11,6,169,0,2,0,6,6,3,112,40,62,6,2,0,39,2,11,1,1,83,0,4,20,8,32,13,6,0,116,1,1,15,34,12,27,13,13
E02005878,2501,22,122,294,765,134,302,729,133,231,2,18,14,99,12,31,41,14,263,4,10,8,8,16,26,181,10,302,5,11,2,26,14,55,167,22,226,0,7,15,33,14,29,105,23,381,3,39,214,71,11,14,10,19,219,0,2,0,6,2,16,170,23,452,5,1,1,351,10,77,3,4,136,3,19,20,33,42,4,12,3,291,0,15,20,138,13,50,40,15
E02005879,6531,374,2011,695,1807,590,484,433,137,772,30,218,101,244,52,79,29,19,496,20,128,67,39,77,65,95,5,527,35,183,34,128,28,52,42,25,645,39,188,39,183,42,85,62,7,1086,39,465,330,166,22,31,22,11,253,2,8,3,13,18,37,138,34,810,4,101,9,633,25,24,8,6,1122,140,543,65,133,207,21,11,2,820,65,177,47,268,119,90,26,28
E02005880,843,44,51,146,159,125,108,176,34,62,2,5,11,21,7,9,4,3,83,2,1,2,5,5,16,48,4,51,0,4,0,13,5,13,10,6,61,3,3,4,7,10,17,16,1,205,14,26,99,32,13,14,3,4,88,2,1,1,3,2,5,65,9,45,0,1,3,32,0,5,3,1,127,6,6,18,11,77,5,3,1,121,15,4,8,35,6,24,24,5
E02005881,1616,27,55,211,410,70,139,586,118,140,4,5,12,68,5,9,21,16,234,2,4,11,7,9,23,177,1,137,1,3,7,12,6,24,75,9,122,1,0,5,18,12,18,61,7,262,10,20,137,62,4,16,9,4,273,1,0,0,14,1,15,179,63,130,0,7,1,113,1,6,2,0,76,6,10,17,15,17,5,3,3,242,2,6,21,101,15,23,59,15
E02005882,1051,22,44,245,149,49,128,360,54,89,4,6,10,24,9,20,9,7,171,2,3,5,3,8,14,136,0,83,1,6,1,14,2,16,37,6,66,0,0,6,9,1,15,32,3,262,4,15,190,22,6,8,6,11,147,0,1,2,7,1,12,103,21,33,1,3,1,23,0,2,2,1,72,8,7,16,6,15,11,7,2,128,2,3,14,41,7,30,28,3
E02005883,2590,71,286,424,591,362,173,558,125,332,10,57,50,125,22,29,24,15,217,1,13,20,9,10,17,146,1,218,3,26,17,33,10,20,91,18,211,3,35,27,44,20,24,55,3,445,7,60,240,91,16,7,16,8,250,0,1,1,12,2,7,167,60,157,1,8,2,125,10,3,7,1,269,21,67,41,47,64,18,9,2,491,25,19,26,105,208,48,43,17
E02005884,1968,49,74,315,583,84,146,618,99,159,2,9,26,64,6,14,21,17,184,4,4,13,7,8,11,133,4,166,1,8,11,16,8,26,79,17,178,4,3,28,33,4,27,65,14,304,8,22,156,82,0,15,13,8,308,0,0,2,12,3,12,252,27,275,3,6,5,248,4,5,1,3,161,15,18,54,28,35,2,6,3,233,12,4,20,93,16,34,48,6
E02005885,1766,22,352,249,393,89,117,459,85,191,1,41,9,90,9,15,21,5,138,0,12,5,9,7,6,96,3,143,1,19,11,27,7,16,51,11,156,1,44,10,31,5,14,44,7,393,12,104,167,68,7,16,16,3,254,0,2,3,9,2,8,189,41,82,0,3,0,72,2,3,1,1,214,5,95,27,30,41,4,8,4,195,2,32,17,57,9,35,33,10
E02005886,2996,31,704,296,884,129,222,633,97,223,3,67,25,69,8,22,24,5,305,2,57,9,10,15,18,189,5,208,3,79,11,25,7,36,36,11,180,1,41,12,36,12,27,47,4,451,8,148,180,71,6,19,11,8,286,1,1,0,10,4,17,205,48,484,0,8,0,445,2,15,10,4,367,7,209,32,37,52,7,20,3,492,6,94,27,181,23,61,91,9
E02005887,10999,158,442,599,3437,396,1856,3504,607,1072,16,48,64,479,20,218,170,57,1191,14,25,37,52,22,184,836,21,1232,18,26,18,98,24,347,631,70,1668,7,33,55,133,27,549,791,73,771,21,93,334,206,12,47,36,22,1069,1,5,4,51,7,121,651,229,2011,11,19,9,1691,20,100,124,37,611,51,133,36,126,190,35,32,8,1374,19,60,42,601,74,255,233,90
E02005888,2765,18,142,243,596,152,423,986,205,292,3,12,20,116,10,69,46,16,383,1,10,10,10,32,37,276,7,249,1,4,8,18,21,60,118,19,270,1,9,12,24,8,107,93,16,342,6,38,146,98,19,19,10,6,522,0,7,2,21,7,28,356,101,203,1,5,8,166,7,9,3,4,145,4,37,19,24,30,16,13,2,359,1,20,18,119,18,78,71,34
E02005889,2126,36,142,255,548,150,174,728,93,173,3,16,23,82,6,13,23,7,205,4,7,5,5,9,18,151,6,151,0,16,6,24,4,28,62,11,149,1,12,10,32,7,20,56,11,329,8,40,156,70,10,22,19,4,412,0,2,1,11,6,13,340,39,227,3,3,1,185,10,8,14,3,209,13,30,31,24,83,10,16,2,271,4,16,22,115,15,42,47,10
E02005890,1396,35,175,234,199,66,147,466,74,108,0,20,16,41,5,10,9,7,220,2,12,10,5,9,18,161,3,153,5,24,4,20,5,33,50,12,123,2,13,14,11,3,20,49,11,254,12,33,149,24,10,14,9,3,184,1,1,1,6,2,10,136,27,53,2,4,3,31,0,6,6,1,149,9,59,22,22,22,3,12,0,152,2,9,15,39,10,33,34,10
E02005891,3558,90,722,223,856,145,302,1128,92,400,6,89,15,89,14,35,142,10,481,4,98,11,17,21,43,277,10,367,2,54,9,32,17,77,163,13,408,9,61,19,81,17,31,181,9,485,8,176,118,112,7,29,20,15,322,0,7,2,14,2,22,250,25,354,1,27,3,295,3,11,11,3,309,27,103,35,65,48,7,20,4,432,33,107,11,151,16,47,64,3
E02005892,7313,145,1280,990,1419,353,653,2144,329,800,18,119,125,241,43,94,132,28,1196,8,85,109,25,84,76,799,10,771,11,107,67,94,43,136,278,35,830,14,120,92,93,29,119,331,32,1045,9,290,434,186,26,51,35,14,499,2,5,1,21,4,13,389,64,472,6,22,10,360,11,23,29,11,734,42,368,92,77,63,28,39,25,966,35,164,60,322,50,113,112,110
E02005893,4895,81,369,296,1743,129,529,1528,220,497,2,42,38,251,10,55,78,21,569,2,21,16,96,11,51,364,8,598,3,33,9,170,11,85,262,25,518,5,33,22,135,12,99,191,21,473,28,104,125,127,11,26,33,19,703,2,4,5,108,6,25,474,79,519,2,4,2,403,9,87,3,9,253,24,84,34,46,36,12,13,4,765,13,44,45,407,23,89,110,34
E02005894,2917,573,187,281,550,140,241,762,183,296,25,28,27,109,9,30,58,10,277,35,12,14,10,14,28,160,4,240,24,16,10,25,7,37,88,33,223,13,8,12,20,15,39,94,22,511,109,62,169,105,8,25,17,16,394,8,1,4,23,13,14,269,62,121,6,2,0,93,1,12,2,5,503,320,44,25,23,63,11,14,3,352,33,14,20,142,10,45,60,28
E02005895,3355,287,567,493,649,394,321,512,132,448,36,89,63,111,54,51,24,20,311,5,36,28,8,30,64,134,6,265,6,50,23,33,18,52,56,27,276,27,39,36,46,33,43,45,7,751,137,177,230,129,19,36,15,8,261,8,3,0,9,3,10,192,36,95,4,16,1,59,5,4,3,3,360,21,107,63,31,111,17,6,4,588,43,50,49,223,121,44,37,21
E02005896,3067,189,254,250,1043,306,283,444,298,368,33,37,25,153,24,48,25,23,331,5,52,13,32,26,50,131,22,246,7,38,3,62,19,40,30,47,252,12,18,11,101,26,35,31,18,522,65,45,146,141,8,28,14,75,228,1,1,0,6,2,10,169,39,105,2,1,1,80,2,10,5,4,360,23,45,24,112,108,11,2,35,655,41,17,27,356,91,51,37,35
E02005897,4714,521,368,383,1527,308,443,829,335,535,72,45,59,177,26,79,44,33,369,27,31,33,25,27,47,171,8,439,44,31,15,83,15,86,83,82,393,55,30,28,79,35,62,74,30,638,81,87,179,187,12,35,28,29,697,6,7,2,199,25,29,346,83,215,4,5,1,174,3,12,4,12,468,111,104,37,79,90,20,23,4,960,121,28,29,524,75,73,56,54
E02005898,2829,71,427,281,613,119,292,878,148,281,10,56,19,101,10,30,37,18,353,2,41,9,10,12,31,238,10,239,4,39,4,33,13,51,68,27,191,6,20,12,27,8,22,83,13,498,19,127,162,80,11,65,23,11,421,2,1,2,23,2,15,334,42,218,1,10,1,186,2,3,9,6,268,9,98,41,34,51,16,14,5,360,18,35,31,119,10,59,72,16
E02005899,13265,277,2951,680,3979,1664,1526,1677,511,1394,26,248,70,609,98,180,112,51,1080,13,195,50,62,206,225,304,25,1198,22,254,28,145,167,263,259,60,1322,26,176,52,243,166,340,256,63,1381,20,422,309,382,69,92,44,43,850,3,11,4,41,14,63,539,175,2044,18,57,13,1495,348,69,23,21,2223,76,1278,103,274,341,69,51,31,1773,73,310,51,728,255,225,89,42
E02005900,3004,80,207,266,718,136,412,876,309,336,11,28,33,125,10,62,36,31,573,5,19,19,27,23,85,355,40,293,2,33,12,35,18,54,79,60,319,8,13,17,37,16,83,93,52,409,28,56,134,101,9,33,22,26,343,3,1,1,10,1,37,216,74,225,2,4,3,189,8,8,5,6,139,5,32,28,20,32,14,6,2,367,16,21,19,174,19,36,64,18
E02005901,3487,32,351,451,543,224,433,1288,165,275,1,39,28,101,23,32,36,15,775,3,61,60,17,36,111,467,20,381,2,37,29,25,26,119,117,26,357,3,32,31,46,20,52,146,27,451,9,90,217,66,11,25,21,12,452,0,4,4,9,5,10,381,39,212,2,8,3,152,15,17,13,2,234,7,66,54,32,50,4,17,4,350,5,14,25,95,38,63,90,20
E02005902,1287,33,69,156,250,98,133,483,65,101,6,7,5,43,4,8,25,3,167,1,6,6,4,18,15,107,10,119,1,16,1,11,10,25,43,12,90,2,1,5,13,11,26,29,3,217,7,18,110,51,5,10,10,6,276,1,0,1,9,4,8,228,25,45,0,2,0,34,0,8,1,0,99,4,14,19,13,35,7,5,2,173,11,5,9,72,11,26,35,4
E02005903,1976,47,134,260,357,108,210,725,135,168,11,15,14,58,12,16,28,14,326,0,6,9,11,10,34,250,6,188,2,22,6,28,5,36,56,33,139,1,9,10,20,7,18,58,16,363,15,48,174,58,17,21,21,9,328,2,4,5,12,1,20,242,42,134,1,3,1,112,5,6,5,1,122,5,18,25,14,42,5,11,2,208,10,9,16,44,9,54,54,12
E02005904,3151,264,261,311,519,174,430,915,277,432,29,44,46,115,23,70,73,32,383,39,11,28,12,24,81,175,13,325,33,26,12,35,14,85,88,32,361,10,16,18,32,26,58,164,37,473,86,75,155,87,4,28,17,21,430,2,2,3,8,1,13,311,90,107,1,1,2,60,8,14,18,3,270,37,65,32,34,63,8,18,13,370,27,21,15,136,11,73,51,36
E02005905,2991,75,224,301,699,126,292,1186,88,390,8,38,45,124,22,72,67,14,330,1,27,22,22,23,55,174,6,440,1,23,13,33,16,46,290,18,285,4,13,25,59,13,32,130,9,495,43,55,142,139,6,34,69,7,202,1,0,2,9,2,6,158,24,168,5,5,4,117,1,12,24,0,199,3,54,29,25,22,4,62,0,482,9,9,19,171,21,31,212,10
E02005906,2661,159,184,262,364,164,299,1130,99,282,21,20,24,75,18,58,59,7,374,4,10,15,14,29,60,233,9,447,3,23,13,22,28,45,289,24,249,12,14,28,21,16,37,112,9,439,64,52,132,59,10,42,76,4,194,8,3,1,6,1,5,136,34,99,1,6,1,71,3,4,12,1,172,8,44,18,16,32,8,41,5,405,38,12,30,80,27,40,172,6
E02005907,2816,54,191,264,575,217,433,835,247,329,5,34,22,99,23,75,42,29,513,3,20,28,28,42,75,298,19,359,0,30,10,54,31,101,92,41,289,2,20,16,52,18,77,75,29,348,12,45,144,81,17,20,21,8,369,2,2,0,12,4,16,235,98,212,12,4,0,155,2,26,5,8,132,11,28,17,18,42,5,8,3,265,7,8,27,76,38,38,59,12
E02005908,2267,38,112,391,414,159,386,623,144,289,1,24,37,104,23,59,34,7,414,7,6,74,10,44,81,185,7,290,4,21,30,35,27,102,49,22,191,4,7,34,8,16,49,64,9,304,12,20,139,61,14,25,18,15,290,4,2,1,2,4,11,204,62,124,2,3,2,97,0,12,4,4,120,1,21,42,10,18,8,11,9,245,3,8,32,87,13,39,54,9
E02005909,1972,63,108,178,411,139,406,536,131,260,2,28,20,89,21,58,35,7,340,3,11,7,13,60,77,158,11,271,6,23,5,36,19,101,37,44,177,4,10,16,21,7,89,26,4,217,1,15,102,52,4,19,15,9,302,0,1,2,9,3,24,219,44,179,7,1,4,145,3,15,3,1,73,12,16,8,6,15,3,12,1,153,28,3,14,40,7,20,31,10
E02005910,8513,58,231,350,1553,338,1179,4183,621,925,6,43,40,266,30,152,336,52,1563,3,12,47,38,99,223,1108,33,1330,6,33,27,85,50,271,695,163,1465,5,18,29,68,32,241,960,112,573,6,48,143,228,22,36,68,22,941,1,3,8,30,6,63,692,138,551,5,8,5,387,16,40,66,24,292,9,51,23,84,57,13,50,5,873,17,15,28,367,26,140,208,72
E02005911,2272,33,99,171,838,148,251,589,143,247,6,18,24,95,25,35,32,12,403,5,12,11,37,49,61,221,7,268,3,30,8,51,20,67,46,43,173,1,5,6,44,15,34,58,10,220,7,10,89,66,8,15,14,11,230,0,1,2,11,4,6,176,30,401,4,2,2,374,4,8,1,6,89,1,9,21,23,15,6,8,6,241,6,12,8,137,8,19,33,18
E02005912,4537,21,209,169,1350,463,445,1599,281,388,3,31,14,166,32,58,53,31,1048,3,16,16,51,160,91,699,12,687,1,33,8,139,116,90,225,75,478,4,19,7,98,33,83,193,41,335,4,49,94,102,28,21,23,14,419,0,0,2,16,4,19,311,67,543,1,8,4,458,33,21,9,9,153,1,34,7,51,35,10,12,3,486,4,19,17,269,22,52,74,29
E02005913,1791,13,85,122,367,130,286,624,164,247,2,26,22,67,18,60,32,20,426,1,6,10,27,40,78,246,18,250,2,23,3,35,26,70,61,30,155,2,11,7,25,10,32,51,17,144,3,11,61,28,5,20,10,6,264,0,2,1,8,2,10,186,55,149,0,5,0,126,6,2,3,7,42,1,0,10,5,19,3,4,0,114,2,1,8,46,4,11,31,11
E02005914,1723,65,169,214,372,89,187,471,156,192,8,26,15,71,10,21,15,26,196,4,20,12,10,9,14,122,5,161,3,18,6,33,9,41,30,21,112,3,8,10,25,5,22,27,12,313,9,39,139,56,9,26,6,29,270,0,6,1,6,3,3,216,35,130,25,2,2,87,4,8,1,1,98,5,32,11,18,20,4,5,3,251,8,18,18,66,20,48,49,24
E02005915,2509,218,490,214,511,238,323,400,115,352,19,82,28,102,23,60,24,14,227,6,31,12,15,23,44,89,7,228,6,47,4,52,17,47,31,24,239,13,57,10,54,19,36,41,9,454,86,70,107,88,13,59,18,13,204,0,0,0,6,4,11,148,35,126,20,16,3,72,0,7,7,1,333,23,147,30,34,79,15,2,3,346,45,40,20,88,60,44,40,9
E02005916,4133,36,362,280,564,657,1080,953,201,460,3,56,29,92,41,138,72,29,857,2,47,22,27,290,215,236,18,795,4,54,14,59,165,281,178,40,483,1,34,15,34,48,199,133,19,431,10,58,160,93,39,29,22,20,352,1,6,0,12,5,25,252,51,292,6,13,3,136,11,111,10,2,171,4,64,21,23,39,12,6,2,292,5,30,16,88,19,70,44,20
E02005917,2795,117,217,217,369,242,1111,413,109,328,13,38,35,64,23,123,16,16,668,4,16,20,14,60,421,120,13,400,1,29,12,31,34,220,53,20,320,10,14,14,24,23,183,42,10,335,45,51,95,63,13,41,12,15,192,0,2,1,8,2,17,136,26,94,8,1,2,54,6,19,4,0,175,10,45,22,20,47,25,4,2,283,26,21,16,91,34,62,26,7
E02005918,1335,22,103,115,344,86,163,418,84,153,2,18,6,62,8,28,19,10,281,2,12,8,14,26,30,178,11,120,0,16,2,15,10,32,35,10,141,2,14,5,10,9,32,61,8,182,4,20,77,46,4,23,5,3,137,0,1,1,3,0,3,93,36,153,2,2,0,137,2,6,3,1,50,7,10,9,5,8,2,7,2,118,3,10,7,52,19,7,17,3
E02005919,4787,1076,609,479,514,385,560,1039,125,434,72,100,53,79,24,63,31,12,1294,376,122,56,33,34,162,504,7,534,133,95,25,37,25,76,117,26,478,76,52,53,38,50,78,117,14,659,179,93,182,90,33,50,21,11,237,8,1,3,5,5,18,157,40,153,27,14,10,72,15,8,6,1,568,158,98,63,30,174,31,9,5,430,47,34,34,130,25,74,77,9
E02005920,1831,101,155,194,397,181,296,379,128,257,10,29,27,79,25,60,14,13,332,3,19,14,11,72,77,122,14,205,7,32,6,35,17,62,27,19,130,5,13,10,22,17,29,27,7,282,38,20,108,47,16,25,13,15,206,5,0,0,9,3,7,138,44,126,1,3,1,106,4,11,0,0,106,10,30,13,15,22,4,9,3,187,22,9,15,73,5,21,29,13
E02005921,1904,134,182,184,371,150,295,457,131,277,22,15,22,102,25,51,17,23,304,8,24,9,15,44,72,127,5,193,2,16,9,26,17,60,36,27,184,5,17,12,36,13,43,47,11,370,71,49,106,77,5,38,11,13,234,2,4,0,11,4,9,164,40,51,1,7,0,29,1,5,6,2,100,5,33,8,10,31,2,9,2,191,18,17,18,65,10,15,40,8
E02005922,1261,8,150,152,174,119,162,436,60,104,1,10,7,35,15,20,8,8,269,0,13,7,11,33,24,179,2,142,0,26,0,21,19,31,38,7,69,1,12,6,9,5,10,23,3,208,1,30,113,28,7,18,4,7,183,1,1,0,4,5,5,138,29,44,1,6,1,32,2,1,1,0,94,1,38,14,4,23,4,9,1,148,2,14,4,30,10,49,36,3
E02005923,4966,32,2000,307,1303,270,491,416,147,509,3,179,38,170,26,53,27,13,535,1,262,13,38,57,73,80,11,511,2,214,14,86,40,108,30,17,406,5,172,19,89,29,52,27,13,601,4,277,137,95,9,51,10,18,261,0,7,3,19,4,16,183,29,558,1,23,43,446,12,20,7,6,958,12,672,20,108,63,44,26,13,627,4,194,20,252,30,74,26,27
E02005924,14431,205,2385,785,4449,1781,2352,1554,920,1729,17,279,86,699,143,297,113,95,1412,14,178,63,90,244,330,406,87,1490,22,245,53,219,171,466,198,116,1710,17,201,79,317,175,592,217,112,1517,38,396,347,427,58,115,32,104,840,0,8,6,31,43,63,442,247,1939,4,65,12,1637,100,75,17,29,1738,51,725,85,324,400,92,25,36,2056,42,288,54,705,447,322,104,94
E02005925,751,1,49,153,118,58,98,231,43,49,0,2,5,25,3,7,3,4,81,0,1,3,2,1,12,57,5,47,0,7,0,5,3,8,17,7,48,0,3,3,2,4,13,21,2,165,1,10,117,10,7,9,3,8,136,0,0,0,4,3,4,111,14,44,0,2,1,38,1,2,0,0,75,0,18,12,11,26,5,3,0,106,0,6,12,21,10,38,16,3
E02005926,4149,66,148,298,381,172,828,2132,124,337,10,18,31,65,22,102,80,9,1154,20,11,21,14,34,233,801,20,720,10,21,7,23,25,191,413,30,640,8,12,23,25,16,167,374,15,349,8,40,183,65,5,21,20,7,398,0,4,1,18,3,32,313,27,119,2,3,1,60,11,14,26,2,137,1,23,19,23,37,9,23,2,295,7,16,12,88,19,59,82,12
E02005927,2620,7,56,118,535,67,195,1602,40,109,0,8,3,36,7,17,37,1,910,0,4,5,16,16,55,808,6,155,0,5,2,17,12,32,74,13,268,0,5,8,27,8,30,187,3,176,2,20,84,34,2,11,20,3,421,0,2,0,7,3,14,386,9,288,0,1,2,268,3,4,10,0,65,2,9,8,23,14,0,9,0,228,3,2,6,107,2,32,71,5
E02005928,3554,65,142,263,583,436,559,1347,159,354,3,21,26,109,35,72,66,22,627,1,11,13,19,79,96,395,13,440,2,21,14,54,41,123,148,37,435,3,11,17,59,41,104,184,16,404,33,31,150,73,14,48,46,9,437,0,3,2,7,5,25,348,47,389,0,24,11,124,163,29,35,3,132,10,11,15,20,36,18,19,3,336,13,9,15,118,22,44,106,9
E02005929,2272,132,154,205,361,197,436,626,161,299,9,17,18,89,38,74,33,21,469,4,16,9,21,74,109,221,15,230,3,30,7,23,31,55,47,34,226,8,17,9,28,12,87,52,13,401,73,28,131,84,8,38,20,19,289,7,3,1,5,0,22,208,43,53,1,1,0,40,4,6,1,0,110,6,31,14,11,21,13,11,3,195,21,11,16,60,9,32,33,13
E02005930,2845,147,163,278,566,404,598,544,145,447,22,39,24,145,54,108,38,17,364,3,19,12,19,55,111,128,17,370,7,20,12,44,54,111,94,28,317,13,12,15,45,54,102,60,16,484,68,34,148,140,15,53,19,7,261,1,5,1,10,10,19,165,50,93,4,2,1,47,16,14,9,0,268,8,29,48,30,122,21,7,3,241,21,3,17,86,24,59,24,7
E02005931,3693,230,199,341,526,223,539,1478,157,444,36,22,36,103,36,98,99,14,372,8,13,29,13,55,98,144,12,947,12,45,24,36,35,114,643,38,391,20,16,16,40,18,80,189,12,518,76,59,187,81,23,42,33,17,320,25,5,2,12,5,27,195,49,128,1,2,4,98,3,11,9,0,170,12,30,24,19,28,17,37,3,403,40,7,19,124,20,52,129,12
E02005932,1066,12,54,152,162,125,165,338,58,130,2,13,12,38,20,22,18,5,218,1,9,14,8,55,30,94,7,125,2,15,1,20,16,32,28,11,74,1,1,5,11,8,17,26,5,151,1,6,100,16,6,16,5,1,168,0,1,0,3,2,7,131,24,48,0,0,2,36,2,5,3,0,39,2,5,9,3,10,5,3,2,113,3,4,9,27,6,31,30,3
E02005933,5472,58,1363,373,1626,693,556,682,121,726,4,195,34,280,74,93,28,18,553,4,101,17,61,58,96,196,20,573,5,156,18,165,37,98,76,18,606,14,140,21,220,68,78,61,4,799,10,323,214,130,42,39,22,19,275,0,3,0,8,16,13,211,24,323,1,22,5,251,21,17,5,1,780,12,294,37,192,187,28,22,8,837,8,129,27,319,190,94,61,9
E02005934,1823,39,57,195,228,115,230,809,150,155,3,6,13,48,4,23,41,17,281,1,5,3,11,33,37,181,10,348,5,15,3,40,15,36,211,23,235,3,8,5,16,12,43,132,16,256,3,11,145,39,15,16,19,8,234,0,1,0,1,2,12,163,55,71,0,0,0,49,1,9,8,4,78,12,8,13,4,19,10,12,0,165,12,3,13,20,14,44,42,17
E02005935,5786,23,235,206,2988,196,886,1048,204,823,3,36,20,514,20,119,80,31,531,2,14,14,53,56,131,247,14,484,3,31,11,77,19,180,141,22,579,0,19,12,138,15,244,134,17,378,3,34,123,165,13,22,8,10,462,2,5,5,21,6,31,296,96,1836,4,15,3,1643,8,76,81,6,189,1,60,9,41,39,17,19,3,504,5,21,9,336,20,66,42,5
