GeographyCode,WP702EW0001,WP702EW0002,WP702EW0003,WP702EW0004,WP702EW0005,WP702EW0006,WP702EW0007,WP702EW0008,WP702EW0009,WP702EW0010,WP702EW0011,WP702EW0012,WP702EW0013
E33034999,296,53,39,55,21,7,1,2,0,70,48,1169.6,6.570786517
E33035000,1530,328,328,303,227,108,28,29,76,56,47,19888.9,13.93756132
E33035001,561,122,146,166,57,17,6,8,6,22,11,4317,8.176136364
E33035002,395,71,81,55,54,18,5,7,8,50,46,3402.6,11.37993311
E33035003,467,65,85,81,49,20,11,6,13,86,51,4734.4,14.34666667
E33035004,284,29,27,21,12,2,0,3,4,116,70,1125.9,11.48877551
E33035005,472,73,85,66,79,50,7,7,17,52,36,6263.5,16.31119792
E33035006,405,56,90,60,27,3,2,1,0,79,87,1292.4,5.407531381
E33035007,450,79,80,88,46,10,5,0,3,93,46,2392.9,7.694212219
E33035008,425,44,39,17,10,8,1,2,0,186,118,705.8,5.833057851
E33035009,501,70,86,88,54,18,10,7,10,71,87,4019.6,11.71895044
E33035010,412,38,50,37,29,4,3,2,3,160,86,1713.6,10.32289157
E33035011,244,83,62,13,19,6,0,0,0,32,29,759.8,4.151912568
E33035012,606,90,109,58,56,10,6,8,8,143,118,3320.5,9.624637681
E33035013,452,62,103,57,57,15,3,4,6,94,51,3147.8,10.2534202
E33035014,341,28,18,8,5,0,1,0,0,157,124,240,4
E33035015,481,107,110,42,21,2,1,0,1,104,93,1429.4,5.033098592
E33035016,609,123,111,64,40,8,4,0,2,143,114,1991.5,5.657670455
E33035017,308,63,53,28,25,5,0,0,4,99,31,1348,7.573033708
E33035018,450,81,86,57,57,24,8,3,7,59,68,3248.6,10.05758514
E33035019,362,32,57,37,23,9,2,0,0,114,88,1136.9,7.105625
E33035020,761,147,129,133,102,23,14,12,7,109,85,5422.5,9.563492063
E33035021,264,49,48,28,34,6,2,1,11,45,40,2591.6,14.47821229
E33035022,328,51,24,8,5,0,1,1,1,130,107,419.8,4.613186813
E33035023,278,67,48,25,19,2,1,0,2,60,54,1046,6.37804878
E33035024,327,27,30,18,12,3,2,0,9,127,99,1661.2,16.44752475
E33035025,298,57,28,14,10,0,0,0,1,120,68,548.6,4.987272727
E33035026,432,45,82,93,81,21,13,9,13,35,40,5250.5,14.70728291
E33035027,459,62,35,23,25,8,3,2,4,160,137,1345.8,8.307407407
E33035028,364,51,29,19,5,2,0,0,0,139,119,382.5,3.608490566
E33035029,357,43,40,18,13,1,2,1,1,142,96,675.8,5.678991597
E33035030,314,57,63,29,30,1,0,1,3,83,47,1517.4,8.24673913
E33035031,390,47,47,35,19,17,5,8,5,119,88,2350.4,12.84371585
E33035032,417,74,65,51,47,7,2,2,3,95,71,2284.8,9.102788845
E33035033,330,60,66,40,21,2,4,1,3,82,51,1614.2,8.193908629
E33035034,393,111,64,38,24,8,5,0,4,72,67,1771.6,6.97480315
E33035035,645,143,157,122,87,11,9,6,11,48,51,4844.3,8.872344322
E33035036,313,43,49,18,12,2,2,0,0,80,107,594.8,4.720634921
E33035037,512,87,129,81,88,28,16,11,10,29,33,5657.9,12.57311111
E33035038,624,144,175,99,63,18,14,1,8,43,59,3844.7,7.36532567
E33035039,597,84,100,90,59,24,18,6,14,91,111,4723.2,11.95746835
E33035040,383,121,45,51,17,2,1,1,1,79,65,1083.9,4.535146444
E33035041,689,109,98,111,86,27,25,13,26,77,117,7855.9,15.87050505
E33035042,532,67,23,26,23,17,9,35,234,46,52,38342.4,88.34654378
E33035043,368,107,53,46,18,9,3,1,5,59,67,1927.5,7.964876033
E33035044,591,145,112,88,44,23,7,3,12,78,79,4025.3,9.274884793
E33035045,383,45,19,18,6,2,0,0,0,130,163,373,4.144444444
E33035046,733,110,122,148,111,96,32,28,35,22,29,11713.3,17.17492669
E33035047,341,36,33,35,18,9,1,0,3,84,122,1306,9.674074074
E33035048,324,50,28,29,11,3,0,1,2,85,115,762.4,6.148387097
E33035049,316,45,32,41,20,5,0,0,0,76,97,826.7,5.781118881
E33035050,344,40,37,50,35,9,3,5,2,86,77,1687.7,9.324309392
E33035051,1609,68,244,341,375,142,74,73,102,97,93,32247.6,22.7255814
E33035052,299,28,16,35,35,5,1,7,10,64,98,2986.7,21.80072993
E33035053,407,40,37,64,59,7,0,5,6,122,67,2882.6,13.22293578
E33035054,344,44,32,57,49,8,2,5,4,72,71,1940.3,9.653233831
E33035055,572,71,77,134,82,15,6,4,11,69,103,4874.2,12.1855
E33035056,1407,91,162,374,404,87,42,69,97,38,43,27539.9,20.76915535
E33035057,318,26,34,65,42,8,4,5,5,79,50,2940.8,15.55978836
E33035058,279,34,47,54,51,2,2,5,2,28,54,1875,9.517766497
E33035059,575,31,71,178,97,31,8,31,46,31,51,10683.1,21.66957404
E33035060,327,16,36,92,53,6,0,8,10,43,63,3133.5,14.17873303
E33035061,2484,116,312,725,710,144,83,148,231,6,9,61197.6,24.78639125
E33035062,719,37,59,101,222,73,32,44,81,44,26,18872.8,29.0798151
E33035063,334,47,41,59,46,2,2,4,18,63,52,3673,16.7716895
E33035064,728,72,78,179,148,18,18,24,41,87,63,12244.1,21.18356401
E33035065,716,51,104,177,223,38,21,17,40,21,24,11619.4,17.31654247
E33035066,929,61,135,259,246,24,5,17,28,76,78,11296.5,14.57612903
E33035067,314,23,43,85,53,7,2,9,5,40,47,2858.1,12.5907489
E33035068,373,38,25,50,45,11,1,3,28,79,93,7242.8,36.03383085
E33035069,375,33,54,74,56,8,2,2,3,61,82,2088.4,9.001724138
E33035070,406,50,42,76,135,32,6,20,6,18,21,5364.8,14.61798365
E33035071,1104,111,163,299,267,57,36,38,60,41,32,18709.7,18.1471387
E33035072,507,57,63,119,133,37,16,22,9,24,27,6549.2,14.3622807
E33035073,1204,117,130,333,299,61,28,51,73,56,56,22906.9,20.97701465
E33035074,321,65,26,52,24,4,1,1,7,70,71,1581.4,8.785555556
E33035075,395,46,26,44,71,6,3,3,15,95,86,3559.2,16.6317757
E33035076,548,34,54,85,114,21,18,21,22,76,103,6648,18.01626016
E33035077,526,27,53,99,68,15,12,13,19,105,115,5927.6,19.37124183
E33035078,468,53,70,97,81,4,1,5,5,76,76,3019.7,9.556012658
E33035079,337,36,31,40,37,5,0,3,1,57,127,1302.3,8.511764706
E33035080,298,34,23,36,21,0,1,1,2,87,93,1004.9,8.516101695
E33035081,685,92,53,88,32,1,4,3,5,138,269,2363.2,8.500719424
E33035082,351,31,17,39,28,2,0,3,4,89,138,1496.9,12.07177419
E33035083,752,106,98,97,85,9,3,12,9,145,188,4895.9,11.68472554
E33035084,270,71,48,31,12,5,1,1,1,47,53,896.1,5.271176471
E33035085,539,59,87,93,85,14,17,12,19,64,89,7781.1,20.15829016
E33035086,325,42,33,45,33,1,2,2,5,46,116,2275.9,13.96257669
E33035087,581,65,83,77,119,47,32,30,23,29,76,8845,18.58193277
E33035088,407,49,49,45,63,15,7,13,7,39,120,3320.7,13.38991935
E33035089,769,143,139,160,111,18,4,15,8,60,111,5419.1,9.062040134
E33035090,487,64,60,68,33,12,3,7,6,91,143,2640.5,10.43675889
E33035091,529,70,49,48,40,1,3,1,3,107,207,1729,8.041860465
E33035092,361,50,33,76,51,7,2,6,9,53,74,2981.2,12.74017094
E33035093,293,25,49,67,47,11,3,10,8,27,46,3074.1,13.97318182
E33035094,327,54,33,40,43,2,0,0,3,60,92,1464.9,8.370857143
E33035095,304,25,29,37,26,5,1,5,1,77,98,1201.7,9.315503876
E33035096,291,28,46,54,40,13,2,5,1,46,56,1816.1,9.608994709
E33035097,373,51,42,76,42,4,3,1,3,83,68,2140.8,9.643243243
E33035098,607,73,165,169,121,14,1,6,9,26,23,5312.6,9.52078853
E33035099,380,51,36,47,19,5,2,2,5,96,117,1469.6,8.8
E33035100,274,25,40,45,34,9,4,5,6,43,63,2279.1,13.56607143
E33035101,286,37,27,28,30,9,1,3,7,54,90,1838.6,12.94788732
E33035102,405,63,55,72,44,7,2,4,3,52,103,2138.9,8.5556
E33035103,507,69,77,110,51,11,1,2,12,57,117,4460.3,13.39429429
E33035104,339,38,35,34,40,10,0,7,9,51,115,3721.8,21.5132948
E33035105,434,61,71,82,35,9,3,3,8,74,88,2966.6,10.90661765
E33035106,297,12,14,21,13,7,0,4,7,127,92,1331.4,17.06923077
E33035107,281,17,26,46,50,5,2,6,4,49,76,2208.8,14.15897436
E33035108,421,58,64,89,109,10,3,15,11,26,36,5016.4,13.97325905
E33035109,418,31,35,47,44,18,1,6,7,126,103,2610.2,13.81058201
E33035110,285,58,61,39,46,3,4,4,11,28,31,3614.1,15.99159292
E33035111,450,72,88,68,95,28,5,14,9,44,27,4927,13
E33035112,318,63,81,44,44,7,0,12,8,44,15,2767.8,10.68648649
E33035113,307,34,28,25,18,15,1,2,4,83,97,1446.8,11.39212598
E33035114,374,38,59,81,48,4,4,8,10,77,45,2938.4,11.66031746
E33035115,636,97,145,95,126,35,17,29,27,46,19,9121,15.9737303
E33035116,336,32,70,46,51,9,5,7,6,77,33,2679.8,11.85752212
E33035117,320,37,72,62,58,9,5,12,1,34,30,2551.9,9.968359375
E33035118,485,68,85,108,98,14,12,6,10,25,59,4256,10.61346633
E33035119,364,28,33,26,13,4,3,3,3,150,101,1121.8,9.927433628
E33035120,520,53,125,128,91,18,16,14,25,21,29,8451.2,17.9812766
E33035121,292,24,83,48,36,6,3,9,9,34,40,2956.1,13.56009174
E33035122,489,43,49,60,71,7,5,10,10,104,130,3675.4,14.41333333
E33035123,305,38,38,14,10,0,2,0,1,112,90,527.4,5.12038835
E33035124,615,90,107,104,73,14,6,7,25,105,84,7829.3,18.3786385
E33035125,263,35,17,32,46,1,0,3,6,63,60,1802.4,12.87428571
E33035126,464,48,23,33,29,7,1,4,5,133,181,2125.3,14.16866667
E33035127,320,35,66,58,32,8,4,9,8,56,44,2760,12.54545455
E33035128,483,104,73,98,44,9,2,2,9,72,70,2699.9,7.917595308
E33035129,465,82,81,90,71,8,3,7,11,69,43,4006.2,11.3490085
E33035130,508,87,66,49,40,5,2,2,8,113,136,2569.5,9.920849421
E33035131,310,51,76,47,37,5,4,5,3,41,41,2086.5,9.151315789
E33035132,556,86,63,73,44,10,5,11,11,109,144,3960.7,13.07161716
E33035133,514,91,108,109,92,17,4,4,13,38,38,5194.3,11.85913242
E33035134,539,103,131,154,73,8,5,2,6,25,32,3765.2,7.811618257
E33035135,513,110,124,166,70,6,2,2,2,15,16,3376.4,7.004979253
E33035136,331,46,48,69,54,10,4,6,8,40,46,2910.8,11.88081633
E33035137,249,29,35,63,38,4,4,4,2,39,31,1934.2,10.80558659
E33035138,325,42,47,39,14,3,0,3,3,76,98,1227,8.125827815
E33035139,402,57,77,70,86,16,3,4,10,44,35,3731,11.55108359
E33035140,284,37,48,58,26,6,2,2,5,36,64,2054.1,11.16358696
E33035141,479,71,85,63,34,6,4,3,8,114,91,2818.2,10.28540146
E33035142,560,84,108,112,71,18,7,8,8,65,79,4679.4,11.24855769
E33035143,460,62,56,44,31,5,3,2,11,122,124,2522.4,11.78691589
E33035144,379,34,55,48,41,11,0,4,4,59,123,1855.4,9.418274112
E33035145,392,49,40,27,22,1,0,2,0,132,119,771.1,5.468794326
E33035146,259,57,55,38,12,1,0,0,2,60,34,1090.4,6.608484848
E33035147,281,23,21,16,15,3,2,0,9,144,48,1641.3,18.44157303
E33035148,279,45,48,27,27,7,0,1,2,75,47,1133.6,7.220382166
E33035149,380,33,59,43,27,4,0,0,4,135,75,1725.5,10.15
E33035150,658,102,157,133,81,9,9,9,15,83,60,5566.6,10.80893204
E33035151,633,69,106,141,164,25,17,28,27,28,28,10408.6,18.03916811
E33035152,352,43,48,21,9,3,0,0,3,100,125,903.1,7.111023622
E33035153,438,34,38,29,27,2,0,1,8,128,171,1756.3,12.6352518
E33035154,329,68,58,61,36,7,2,7,13,45,32,3268.7,12.97103175
E33035155,467,61,78,72,37,4,0,1,4,92,118,2040.2,7.938521401
E33035156,294,30,48,28,22,2,2,0,1,75,86,985.5,7.409774436
E33035157,320,24,39,26,14,4,0,0,0,100,113,630.7,5.894392523
E33035158,1218,148,257,260,239,47,19,27,55,73,93,15873.7,15.08906844
E33035159,378,44,40,49,59,7,2,5,4,60,108,2123.8,10.11333333
E33035160,394,53,45,33,24,5,0,2,5,108,119,1386.1,8.3
E33035161,435,81,70,63,25,3,2,3,4,75,109,1791.8,7.138645418
E33035162,1116,114,89,70,45,8,5,5,5,270,505,2720.3,7.977419355
E33035163,336,44,76,47,31,1,3,1,3,62,68,1802.3,8.749029126
E33035164,338,46,60,16,17,3,1,1,2,106,86,997.4,6.831506849
E33035165,362,21,41,47,65,11,7,11,14,56,89,4580.7,21.10921659
E33035166,520,73,110,56,54,10,2,2,10,105,98,3629.4,11.44921136
E33035167,277,41,49,23,34,7,0,4,5,71,43,1914.3,11.74417178
E33035168,333,56,39,35,20,3,3,2,3,69,103,1398,8.683229814
E33035169,303,59,48,50,10,2,2,1,3,44,84,1181,6.748571429
E33035170,305,21,24,42,40,5,1,4,19,57,92,4096.5,26.25961538
E33035171,409,41,48,58,32,5,2,0,5,74,144,2287.1,11.97434555
E33035172,314,30,58,38,12,3,1,2,0,114,56,852.9,5.922916667
E33035173,260,40,55,51,14,2,0,1,5,47,45,1966.9,11.7077381
E33035174,493,108,93,39,18,0,1,0,5,113,116,1666.2,6.311363636
E33035175,385,69,57,70,24,7,2,2,9,75,70,2076.9,8.65375
E33035176,455,42,60,44,20,6,5,0,3,127,148,1450.3,8.057222222
E33035177,574,58,138,140,51,8,4,0,4,67,104,3309.6,8.212406948
E33035178,369,32,32,24,10,2,1,1,0,110,157,536,5.254901961
E33035179,322,18,13,13,1,0,0,2,0,156,119,244.2,5.195744681
E33035180,565,107,126,84,45,5,4,0,4,87,103,2490.1,6.640266667
E33035181,520,43,26,20,16,5,1,0,4,185,220,1428.9,12.42521739
E33035182,601,65,81,48,33,3,6,1,3,148,213,1632.3,6.80125
E33035183,592,130,150,77,27,0,0,3,2,84,119,2044.5,5.255784062
E33035184,380,58,106,52,41,6,3,2,8,49,55,3388.1,12.27572464
E33035185,383,67,69,51,30,2,0,6,6,79,73,1807.5,7.824675325
E33035186,481,76,105,55,43,6,4,2,7,109,74,2901.2,9.73557047
E33035187,516,68,121,80,41,3,4,0,7,124,68,3124.6,9.64382716
E33035188,509,76,130,75,42,11,3,2,10,82,78,3487.2,9.991977077
E33035189,582,90,131,108,91,20,5,6,14,60,57,5299.7,11.3972043
E33035190,299,23,58,45,22,1,1,1,9,76,63,2290.6,14.31625
E33035191,283,48,50,29,11,2,0,1,1,62,79,877.8,6.181690141
E33035192,622,80,110,72,44,10,0,0,8,133,165,2685.9,8.289814815
E33035193,570,110,110,95,53,18,1,7,13,72,91,4968.8,12.20835381
E33035194,494,96,112,88,56,13,0,2,5,47,75,3255.4,8.751075269
E33035195,418,60,59,60,20,8,3,0,2,79,127,1378.6,6.502830189
E33035196,647,59,92,95,37,6,1,0,2,172,183,1904.7,6.522945205
E33035197,531,81,73,73,26,6,2,2,12,111,145,2494.4,9.070545455
E33035198,413,16,21,15,7,2,0,1,2,153,196,783.8,12.246875
E33035199,298,38,51,30,15,6,1,2,3,67,85,1316.8,9.019178082
E33035200,425,66,73,46,9,3,0,2,0,93,133,903.1,4.538190955
E33035201,384,59,64,89,23,2,1,1,3,58,84,1712.1,7.074793388
E33035202,308,61,83,44,19,4,2,1,0,41,53,1086.5,5.077102804
E33035203,327,51,51,32,8,2,1,2,2,75,103,935,6.275167785
E33035204,492,80,93,89,42,2,2,2,6,81,95,2404,7.607594937
E33035205,768,111,175,156,104,28,5,6,6,68,109,5344.4,9.042978003
E33035206,320,47,74,45,51,11,1,0,3,22,66,2216.8,9.555172414
E33035207,540,62,85,103,45,11,1,5,3,89,136,2494.6,7.919365079
E33035208,341,42,42,13,9,0,0,3,2,111,119,1095.8,9.872072072
E33035209,364,20,41,43,27,7,1,0,2,91,132,1408.5,9.989361702
E33035210,293,14,20,33,22,7,2,1,2,105,87,1132.8,11.21584158
E33035211,350,25,19,24,16,11,3,3,2,115,132,1193.9,11.59126214
E33035212,286,72,54,52,7,6,3,4,2,31,55,1493.5,7.4675
E33035213,574,69,93,93,71,14,1,9,18,112,94,6165.6,16.75434783
E33035214,383,33,25,13,5,2,0,0,1,149,155,381.4,4.827848101
E33035215,379,43,46,32,26,3,2,3,3,84,137,1814.1,11.48164557
E33035216,333,43,19,24,13,8,1,1,8,89,127,1431.2,12.23247863
E33035217,397,57,49,30,16,3,0,1,5,98,138,1556.7,9.668944099
E33035218,395,40,48,19,11,3,1,1,0,91,181,604.8,4.917073171
E33035219,492,57,33,25,4,1,2,1,2,127,240,981.4,7.8512
E33035220,327,58,39,24,11,5,0,0,2,56,132,901.8,6.487769784
E33035221,316,50,29,47,16,3,2,8,3,60,98,1405.1,8.893037975
E33035222,262,27,34,41,42,12,3,4,10,37,52,2887.8,16.69248555
E33035223,401,25,24,49,36,8,4,3,3,97,152,1844.9,12.1375
E33035224,488,46,61,83,77,15,11,7,9,61,118,3909,12.65048544
E33035225,342,47,34,48,38,6,1,6,5,49,108,1884.2,10.18486486
E33035226,385,48,38,48,38,13,7,3,15,52,123,3221.2,15.33904762
E33035227,471,39,82,77,89,16,16,16,11,51,74,5257.4,15.19479769
E33035228,468,106,70,84,78,14,3,13,7,45,48,4419,11.784
E33035229,661,73,82,142,172,30,10,28,21,40,63,10428,18.68817204
E33035230,383,43,33,54,43,3,9,4,5,77,112,2033.4,10.4814433
E33035231,757,95,122,153,167,38,22,15,57,35,53,15125.4,22.60896861
E33035232,358,35,36,35,40,7,4,5,6,67,123,2432.5,14.47916667
E33035233,350,37,42,45,14,3,5,2,2,67,133,1738.4,11.58933333
E33035234,320,31,20,29,21,1,0,6,5,99,108,1644.6,14.5539823
E33035235,316,21,18,37,43,10,2,6,0,66,113,1503.7,10.97591241
E33035236,466,33,37,32,24,2,1,4,2,151,180,1154.3,8.55037037
E33035237,350,69,71,94,38,4,5,4,4,18,43,2478,8.574394464
E33035238,651,106,156,121,55,12,8,10,10,88,85,4810.8,10.06443515
E33035239,363,20,13,33,23,2,1,6,4,134,127,1325.1,12.99117647
E33035240,391,64,41,31,8,1,0,1,3,129,113,1175,7.88590604
E33035241,428,65,55,75,50,11,9,8,5,55,95,3119.2,11.22014388
E33035242,733,98,102,125,87,10,8,10,5,149,139,4043.8,9.087191011
E33035243,310,23,23,22,13,1,0,4,3,138,83,861.4,9.678651685
E33035244,445,37,77,97,50,11,5,7,8,75,78,3006.6,10.29657534
E33035245,393,53,70,79,23,8,2,6,1,80,71,1755.6,7.254545455
E33035246,623,97,137,131,71,15,7,4,6,90,65,4045.4,8.644017094
E33035247,376,32,33,32,17,5,5,0,3,111,138,1293.8,10.18740157
E33035248,434,34,37,13,9,2,0,0,2,184,153,782.6,8.068041237
E33035249,867,121,199,197,143,25,4,10,12,77,79,6655.1,9.360196906
E33035250,385,81,62,60,37,5,0,3,3,75,59,1940.4,7.730677291
E33035251,392,69,81,50,17,3,2,6,3,75,86,1600.9,6.93030303
E33035252,536,78,125,134,53,19,2,1,6,70,48,3295.5,7.883971292
E33035253,224,31,63,30,15,3,1,1,4,45,31,1506.4,10.17837838
E33035254,375,50,62,48,37,13,5,5,24,85,46,6002.8,24.60163934
E33035255,301,55,74,54,31,8,3,2,3,55,16,1712.8,7.446956522
E33035256,419,73,64,56,21,1,5,3,1,87,108,1596.1,7.125446429
E33035257,490,43,89,64,70,12,5,9,13,94,91,4256.8,13.95672131
E33035258,731,133,121,93,46,12,1,0,6,144,175,2989.7,7.256553398
E33035259,327,68,38,29,14,2,0,0,2,67,107,817.2,5.341176471
E33035260,426,39,53,43,20,8,5,4,5,101,148,1841.7,10.40508475
E33035261,483,30,43,66,70,14,4,10,9,124,113,3276,13.31707317
E33035262,382,22,25,16,8,0,1,0,3,140,167,750.5,10.00666667
E33035263,599,81,170,97,75,21,11,14,15,45,70,5352,11.05785124
E33035264,438,59,81,93,55,14,7,3,7,51,68,3029.9,9.498119122
E33035265,1216,154,353,282,164,57,46,43,51,27,39,15505.8,13.48330435
E33035266,2900,509,897,762,472,79,42,40,47,17,35,27493.4,9.653581461
E33035267,535,60,77,106,74,23,12,16,14,62,91,5865.2,15.3539267
E33035268,308,20,18,20,29,6,3,8,11,92,101,3947.7,34.32782609
E33035269,289,50,39,52,30,8,2,0,7,45,56,1820.2,9.681914894
E33035270,406,117,91,64,45,6,1,3,4,29,46,2139.2,6.462839879
E33035271,603,106,177,146,56,16,7,3,10,27,55,4124,7.915547025
E33035272,261,38,44,42,22,3,0,5,8,47,52,1790.7,11.0537037
E33035273,314,45,41,36,15,2,3,2,0,94,76,860.5,5.975694444
E33035274,595,50,53,46,29,6,8,6,6,152,239,2763,13.54411765
E33035275,351,48,41,30,18,2,1,0,0,102,109,693.8,4.955714286
E33035276,558,101,78,52,33,6,6,3,3,130,146,2213.5,7.84929078
E33035277,437,62,50,37,22,2,1,2,9,123,129,1951.8,10.55027027
E33035278,376,36,53,52,23,5,3,1,2,100,101,1560.9,8.919428571
E33035279,346,38,25,21,13,1,0,0,3,111,134,749.1,7.416831683
E33035280,535,88,76,59,48,8,6,5,3,107,135,2492.1,8.505460751
E33035281,456,70,86,68,51,20,17,9,3,55,77,3560.7,10.98981481
E33035282,261,72,35,30,16,1,1,0,0,66,40,650.1,4.194193548
E33035283,512,73,71,88,96,11,14,1,6,64,88,3634.8,10.09666667
E33035284,423,25,48,57,46,20,18,28,64,56,61,10134.2,33.11830065
E33035285,282,27,39,36,22,5,0,2,2,89,60,1092.9,8.217293233
E33035286,344,29,64,72,46,5,2,0,1,47,78,1686.6,7.701369863
E33035287,362,50,65,42,30,2,1,2,0,61,109,1172.8,6.108333333
E33035288,296,25,27,40,23,14,1,2,4,76,84,1847.3,13.58308824
E33035289,380,69,66,57,49,10,4,4,9,56,56,3009.9,11.23097015
E33035290,490,79,99,109,40,10,6,1,5,65,76,2967.2,8.502005731
E33035291,459,70,113,95,44,3,1,1,2,51,79,2251.6,6.843768997
E33035292,356,54,53,30,18,3,5,2,7,69,115,1669.4,9.705813953
E33035293,477,84,84,61,41,9,1,1,10,73,113,2802.3,9.629896907
E33035294,318,54,69,32,18,2,4,0,1,68,70,1007,5.594444444
E33035295,995,24,50,344,304,59,19,16,37,67,75,16127.1,18.9063306
E33035296,414,78,49,38,38,5,3,2,6,97,98,2771.9,12.65707763
E33035297,583,100,124,138,82,17,12,11,15,34,50,5079.2,10.17875752
E33035298,309,46,41,24,6,0,2,0,0,107,83,469,3.941176471
E33035299,407,77,102,62,28,1,1,0,3,69,64,1802.4,6.57810219
E33035300,412,59,78,74,25,9,1,1,5,76,84,2034.4,8.073015873
E33035301,558,120,134,96,67,8,7,6,4,46,70,3461,7.830316742
E33035302,404,77,111,42,29,9,4,2,7,57,66,2585.1,9.199644128
E33035303,361,51,65,52,37,5,1,0,2,62,86,1699.6,7.979342723
E33035304,385,60,51,21,20,2,1,3,2,65,160,1319.8,8.24875
E33035305,408,79,71,50,24,9,2,3,6,78,86,2173.7,8.908606557
E33035306,371,33,58,45,24,2,4,2,1,102,100,1262.7,7.471597633
E33035307,344,48,46,42,37,9,0,0,0,84,78,1249.2,6.863736264
E33035308,372,31,16,13,12,1,0,0,3,161,135,1301.1,17.11973684
E33035309,294,75,65,19,41,0,0,0,0,62,32,883.9,4.4195
E33035310,420,37,28,31,20,0,2,1,6,130,165,1210.2,9.6816
E33035311,449,70,74,79,19,1,1,0,6,81,118,2521.1,10.0844
E33035312,363,73,34,43,7,1,2,1,1,76,125,762.3,4.705555556
E33035313,717,146,84,103,42,4,8,4,5,135,186,3088.1,7.798232323
E33035314,836,76,96,111,69,20,25,6,12,178,243,4933.3,11.88746988
E33035315,358,49,43,29,19,2,1,3,4,95,113,1477.5,9.85
E33035316,333,44,45,13,7,1,0,0,5,96,122,1163.2,10.11478261
E33035317,563,64,58,26,21,0,4,9,3,165,213,1627.7,8.798378378
E33035318,260,66,59,34,12,2,0,0,0,48,39,659,3.809248555
E33035319,336,55,33,18,6,2,3,0,5,100,114,1502.6,12.31639344
E33035320,636,123,144,148,89,11,16,20,12,26,47,6146.2,10.91687389
E33035321,297,31,35,27,18,1,0,3,2,97,83,938.3,8.01965812
E33035322,315,23,24,42,43,11,1,7,6,73,85,2486.5,15.83757962
E33035323,477,48,41,50,26,5,4,2,6,97,198,2143.7,11.77857143
E33035324,320,41,30,24,4,1,1,4,1,101,113,765.1,7.217924528
E33035325,279,48,31,16,17,4,0,2,6,76,79,1863.3,15.0266129
E33035326,368,77,73,44,18,0,0,3,6,76,71,2514.4,11.37737557
E33035327,291,62,41,33,16,0,1,0,0,58,80,672.6,4.396078431
E33035328,417,96,91,43,44,9,2,6,13,45,68,3784.1,12.44769737
E33035329,357,52,60,40,11,1,1,0,0,95,97,716.7,4.343636364
E33035330,325,40,37,32,9,2,0,1,2,98,104,1044.7,8.493495935
E33035331,413,46,70,53,34,4,2,4,3,78,119,1762.4,8.159259259
E33035332,484,98,157,88,44,8,4,4,13,25,43,4798.7,11.53533654
E33035333,524,96,91,73,33,3,0,1,8,86,133,2521.9,8.26852459
E33035334,729,241,205,64,42,4,1,7,6,63,96,2785.2,4.886315789
E33035335,332,61,97,52,18,6,4,2,0,32,60,1355.1,5.64625
E33035336,309,43,59,32,22,8,3,1,0,59,82,1100.3,6.549404762
E33035337,559,80,88,90,54,14,21,2,3,74,133,3292.6,9.353977273
E33035338,332,49,50,43,36,4,4,3,2,66,75,1545,8.089005236
E33035339,310,48,45,37,9,2,1,2,3,63,100,1214,8.258503401
E33035340,394,102,83,53,15,1,1,1,6,49,83,1615,6.164122137
E33035341,400,43,24,27,7,8,1,4,3,96,187,968.5,8.277777778
E33035342,638,77,108,100,66,9,15,3,6,107,147,3624.1,9.437760417
E33035343,404,35,51,41,30,6,1,1,1,100,138,1363.3,8.212650602
E33035344,240,55,43,29,22,5,0,1,3,42,40,1082.3,6.85
E33035345,370,59,64,40,18,4,1,1,4,85,94,1494.9,7.826701571
E33035346,473,86,84,53,15,7,4,6,7,87,124,2407.5,9.188931298
E33035347,643,64,124,148,97,30,11,17,7,66,79,6345.6,12.74216867
E33035348,274,42,57,32,34,8,2,3,3,34,59,1703.3,9.410497238
E33035349,373,74,85,39,19,6,2,1,2,48,97,1505.8,6.604385965
E33035350,429,59,107,90,33,5,1,3,4,37,90,2471.4,8.183443709
E33035351,354,43,57,53,47,6,6,17,8,53,64,3970,16.75105485
E33035352,320,41,21,29,14,2,1,0,3,101,108,1069,9.630630631
E33035353,277,44,47,54,20,7,0,2,6,52,45,1574.4,8.746666667
E33035354,349,48,39,14,6,2,2,3,2,97,136,862.5,7.435344828
E33035355,637,79,83,111,95,100,11,10,12,50,86,7317.7,14.60618762
E33035356,562,57,113,122,102,17,6,12,8,69,56,4694.1,10.7416476
E33035357,508,53,87,92,55,8,4,2,3,142,62,2572,8.460526316
E33035358,367,28,37,30,19,7,1,0,2,156,87,1062.9,8.571774194
E33035359,826,79,177,219,126,51,12,29,37,49,47,12151.8,16.64630137
E33035360,715,61,151,167,107,39,9,13,43,57,68,13999.6,23.72813559
E33035361,242,17,22,17,9,2,2,5,2,121,45,1043.6,13.73157895
E33035362,643,50,172,195,83,11,4,6,11,89,22,6079.9,11.42838346
E33035363,255,22,43,51,32,6,0,3,1,80,17,1347.8,8.530379747
E33035364,657,79,187,132,75,32,11,7,17,99,18,6272.1,11.615
E33035365,618,92,173,145,54,21,2,7,12,91,21,4811.7,9.509288538
E33035366,241,17,30,40,27,9,0,2,2,72,42,1489.6,11.72913386
E33035367,247,40,36,22,13,2,7,1,2,80,44,1200.3,9.758536585
