GeographyCode,WP403EW0001,WP403EW0002,WP403EW0003,WP403EW0004,WP403EW0005,WP403EW0006,WP403EW0007,WP403EW0008,WP403EW0009,WP403EW0010,WP403EW0011,WP403EW0012,WP403EW0013,WP403EW0014
E33042835,667,422,156,266,5,74,47,27,158,121,6,15,16,8
E33042836,555,381,100,281,8,51,20,31,113,81,19,3,10,2
E33042837,715,412,128,284,11,94,52,42,188,173,1,9,5,10
E33042838,637,330,95,235,16,120,78,42,168,155,5,3,5,3
E33042839,260,158,63,95,2,33,20,13,63,62,0,0,1,4
E33042840,373,237,77,160,3,34,21,13,94,89,1,3,1,5
E33042841,437,338,78,260,5,31,24,7,62,59,0,1,2,1
E33042842,371,282,91,191,6,17,10,7,65,58,0,3,4,1
E33042843,302,188,65,123,7,27,14,13,76,67,1,5,3,4
E33042844,325,231,75,156,3,33,23,10,55,45,4,5,1,3
E33042845,576,442,94,348,7,21,17,4,103,97,0,4,2,3
E33042846,260,179,56,123,0,10,6,4,69,64,0,5,0,2
E33042847,507,316,74,242,4,43,21,22,137,128,4,1,4,7
E33042848,292,242,84,158,1,14,10,4,32,28,0,4,0,3
E33042849,293,229,84,145,2,10,4,6,49,43,2,2,2,3
E33042850,474,345,127,218,6,42,26,16,76,56,6,9,5,5
E33042851,408,316,108,208,4,42,16,26,42,39,1,2,0,4
E33042852,288,214,57,157,1,31,20,11,41,35,1,4,1,1
E33042853,494,334,106,228,3,40,30,10,107,100,3,3,1,10
E33042854,230,140,56,84,1,13,9,4,69,48,15,4,2,7
E33042855,284,212,77,135,5,27,19,8,32,28,0,3,1,8
E33042856,370,271,94,177,3,29,18,11,59,53,2,1,3,8
E33042857,292,182,54,128,2,25,15,10,72,61,8,2,1,11
E33042858,452,226,70,156,2,34,16,18,182,155,15,5,7,8
E33042859,287,174,44,130,1,77,57,20,33,29,1,3,0,2
E33042860,290,200,52,148,3,64,56,8,23,22,0,1,0,0
E33042861,438,325,68,257,10,56,34,22,46,44,0,2,0,1
E33042862,276,182,56,126,6,36,13,23,48,42,0,5,1,4
E33042863,430,316,51,265,9,30,12,18,72,67,2,3,0,3
E33042864,376,269,72,197,3,24,9,15,79,73,1,3,2,1
E33042865,328,184,40,144,8,30,16,14,106,104,1,1,0,0
E33042866,410,268,63,205,4,60,33,27,76,73,0,3,0,2
E33042867,666,391,84,307,5,105,75,30,163,135,23,4,1,2
E33042868,333,232,83,149,3,28,13,15,69,66,0,2,1,1
E33042869,443,295,81,214,8,53,23,30,87,83,1,3,0,0
E33042870,392,319,96,223,5,21,13,8,47,44,0,3,0,0
E33042871,596,457,143,314,10,38,12,26,88,82,1,4,1,3
E33042872,617,430,135,295,4,70,34,36,105,102,1,2,0,8
E33042873,528,375,90,285,5,42,25,17,105,98,1,6,0,1
E33042874,488,326,68,258,3,80,61,19,74,69,0,4,1,5
E33042875,481,291,60,231,17,71,39,32,102,101,0,0,1,0
E33042876,335,236,56,180,4,37,26,11,56,50,2,2,2,2
E33042877,362,220,57,163,2,36,23,13,102,85,0,3,14,2
E33042878,663,456,126,330,14,73,40,33,118,115,1,1,1,2
E33042879,489,348,86,262,3,33,22,11,100,74,0,11,15,5
E33042880,376,264,61,203,2,42,20,22,59,55,3,1,0,9
E33042881,392,238,53,185,9,45,32,13,97,94,0,3,0,3
E33042882,278,182,50,132,3,38,28,10,55,51,1,3,0,0
E33042883,376,258,54,204,2,64,57,7,49,45,1,2,1,3
E33042884,310,247,69,178,0,16,10,6,46,39,0,7,0,1
E33042885,408,355,79,276,0,13,7,6,38,32,1,4,1,2
E33042886,813,608,149,459,7,103,47,56,92,85,0,7,0,3
E33042887,342,284,89,195,1,12,8,4,44,39,3,2,0,1
E33042888,601,451,122,329,6,51,32,19,88,79,2,4,3,5
E33042889,277,191,39,152,2,37,25,12,47,42,0,5,0,0
E33042890,410,273,77,196,10,47,31,16,79,73,0,6,0,1
E33042891,2608,1954,514,1440,37,234,123,111,363,344,3,12,4,20
E33042892,403,258,57,201,9,63,35,28,72,66,0,6,0,1
E33042893,411,285,58,227,1,79,58,21,43,38,0,5,0,3
E33042894,246,176,53,123,4,33,15,18,31,28,0,3,0,2
E33042895,353,293,73,220,3,20,5,15,37,36,0,0,1,0
E33042896,329,275,76,199,1,24,17,7,26,26,0,0,0,3
E33042897,333,286,98,188,1,17,6,11,27,25,0,2,0,2
E33042898,308,243,84,159,1,19,10,9,43,34,5,2,2,2
E33042899,245,201,54,147,3,8,7,1,32,30,0,2,0,1
E33042900,482,369,110,259,7,47,25,22,58,53,0,3,2,1
E33042901,542,426,113,313,6,37,20,17,63,61,0,2,0,10
E33042902,531,384,102,282,12,38,24,14,92,88,2,2,0,5
E33042903,503,395,122,273,4,41,27,14,58,50,4,2,2,5
E33042904,511,382,101,281,4,73,58,15,48,33,1,14,0,4
E33042905,639,426,105,321,5,86,49,37,116,106,3,6,1,6
E33042906,275,237,84,153,1,6,4,2,28,25,0,1,2,3
E33042907,617,466,151,315,4,35,17,18,108,97,3,8,0,4
E33042908,223,143,52,91,1,10,9,1,60,59,0,1,0,9
E33042909,629,444,145,299,5,77,49,28,97,91,2,4,0,6
E33042910,973,751,215,536,6,73,40,33,139,131,1,6,1,4
E33042911,317,242,95,147,3,39,20,19,30,25,3,0,2,3
E33042912,498,366,140,226,6,53,25,28,66,58,4,4,0,7
E33042913,305,208,78,130,1,38,18,20,52,45,1,3,3,6
E33042914,282,191,79,112,1,13,7,6,66,43,19,3,1,11
E33042915,601,449,167,282,2,42,27,15,95,71,15,5,4,13
E33042916,262,198,78,120,0,21,11,10,39,35,2,1,1,4
E33042917,277,202,66,136,0,17,13,4,55,48,0,6,1,3
E33042918,674,481,158,323,1,47,33,14,137,121,5,10,1,8
E33042919,682,512,158,354,4,45,22,23,103,85,4,14,0,18
E33042920,490,339,114,225,1,37,33,4,109,101,2,4,2,4
E33042921,223,162,44,118,0,17,13,4,42,38,0,4,0,2
E33042922,370,249,88,161,0,63,37,26,53,45,1,5,2,5
E33042923,380,289,97,192,4,41,25,16,45,39,1,5,0,1
E33042924,249,177,43,134,0,31,23,8,40,36,0,4,0,1
E33042925,520,375,122,253,6,31,21,10,100,85,2,12,1,8
E33042926,525,380,115,265,2,40,30,10,98,91,2,3,2,5
E33042927,422,297,81,216,4,45,31,14,67,62,2,2,1,9
E33042928,245,191,89,102,0,11,7,4,42,39,0,1,2,1
E33042929,255,199,72,127,1,11,5,6,43,40,0,3,0,1
E33042930,367,254,91,163,2,22,8,14,83,78,1,4,0,6
E33042931,233,127,35,92,2,9,6,3,95,91,1,0,3,0
E33042932,249,180,55,125,1,9,6,3,57,56,0,1,0,2
E33042933,813,601,223,378,4,64,45,19,135,117,5,12,1,9
E33042934,548,393,139,254,4,45,31,14,87,73,3,9,2,19
E33042935,358,242,86,156,3,37,28,9,68,54,5,8,1,8
E33042936,379,291,77,214,0,27,22,5,56,43,0,10,3,5
E33042937,338,230,65,165,2,65,42,23,35,29,1,3,2,6
E33042938,299,176,55,121,3,43,34,9,73,67,3,2,1,4
E33042939,485,336,114,222,4,51,42,9,91,83,1,5,2,3
E33042940,324,210,50,160,4,56,38,18,49,47,1,1,0,5
E33042941,315,238,66,172,1,18,13,5,55,49,2,3,1,3
E33042942,554,402,125,277,0,33,25,8,113,105,1,5,2,6
E33042943,412,272,82,190,5,62,45,17,69,59,1,7,2,4
E33042944,262,182,72,110,1,32,22,10,44,42,0,2,0,3
E33042945,506,387,158,229,2,30,17,13,79,72,2,3,2,8
E33042946,412,317,110,207,3,29,20,9,59,43,3,7,6,4
E33042947,373,269,114,155,0,21,11,10,77,69,1,7,0,6
E33042948,401,308,112,196,3,31,23,8,49,39,3,7,0,10
E33042949,254,201,71,130,0,11,9,2,41,34,0,7,0,1
E33042950,229,170,54,116,0,16,11,5,30,23,3,4,0,13
E33042951,299,224,77,147,3,11,5,6,54,50,2,1,1,7
E33042952,249,193,74,119,6,8,3,5,36,25,5,5,1,6
E33042953,714,463,132,331,6,88,45,43,155,141,3,8,3,2
E33042954,436,277,77,200,3,41,29,12,112,102,2,3,5,3
E33042955,322,266,82,184,2,18,6,12,34,28,1,4,1,2
E33042956,712,536,132,404,10,55,23,32,107,96,2,6,3,4
E33042957,245,161,44,117,0,33,14,19,46,41,1,3,1,5
E33042958,305,260,82,178,3,5,4,1,35,28,0,5,2,2
E33042959,274,216,61,155,0,12,8,4,42,36,0,4,2,4
E33042960,289,210,57,153,2,28,21,7,48,43,0,3,2,1
E33042961,292,178,47,131,2,35,15,20,70,61,2,7,0,7
E33042962,453,294,82,212,4,88,68,20,64,59,1,3,1,3
E33042963,351,231,63,168,0,49,29,20,69,64,1,4,0,2
E33042964,330,241,75,166,2,31,17,14,53,43,4,4,2,3
E33042965,413,297,70,227,9,39,34,5,63,59,1,3,0,5
E33042966,532,394,90,304,4,35,28,7,92,72,4,13,3,7
E33042967,292,186,62,124,2,19,11,8,82,71,1,3,7,3
E33042968,427,287,77,210,5,49,22,27,86,78,0,8,0,0
E33042969,238,129,39,90,1,29,19,10,78,72,1,4,1,1
E33042970,506,345,92,253,4,45,30,15,106,98,2,5,1,6
E33042971,369,245,84,161,5,20,11,9,78,42,24,5,7,21
E33042972,314,189,72,117,0,27,12,15,91,57,9,4,21,7
E33042973,427,286,88,198,2,31,23,8,102,92,3,7,0,6
E33042974,278,219,51,168,0,9,3,6,49,41,0,5,3,1
E33042975,224,153,52,101,2,21,12,9,45,40,0,4,1,3
E33042976,788,621,123,498,5,36,18,18,121,110,2,8,1,5
E33042977,270,176,68,108,2,27,16,11,62,54,0,7,1,3
E33042978,451,320,92,228,1,42,27,15,86,77,0,8,1,2
E33042979,297,195,47,148,1,24,13,11,76,69,2,5,0,1
E33042980,2370,1754,495,1259,19,143,86,57,445,399,7,39,0,9
E33042981,470,366,105,261,2,23,7,16,75,66,3,6,0,4
E33042982,327,261,105,156,3,11,4,7,43,38,1,4,0,9
E33042983,369,283,117,166,2,22,11,11,56,45,3,7,1,6
E33042984,343,242,82,160,4,32,23,9,64,60,0,4,0,1
E33042985,309,168,48,120,3,80,69,11,54,48,1,4,1,4
E33042986,291,200,36,164,5,30,25,5,51,47,0,4,0,5
E33042987,397,217,84,133,4,60,39,21,113,110,0,2,1,3
E33042988,514,326,84,242,2,68,48,20,106,99,0,5,2,12
E33042989,253,144,48,96,2,25,17,8,80,73,0,3,4,2
E33042990,335,249,78,171,1,22,18,4,59,56,1,2,0,4
E33042991,588,398,95,303,6,53,29,24,129,121,0,5,3,2
E33042992,255,134,46,88,2,18,14,4,99,94,0,5,0,2
E33042993,291,218,72,146,4,13,9,4,54,50,1,3,0,2
E33042994,276,167,70,97,1,28,22,6,77,73,1,1,2,3
E33042995,399,279,89,190,1,36,23,13,81,71,0,8,2,2
E33042996,325,222,78,144,1,42,33,9,57,50,0,7,0,3
E33042997,398,310,55,255,2,40,27,13,44,41,1,2,0,2
E33042998,611,492,146,346,2,45,29,16,68,62,2,4,0,4
E33042999,559,389,121,268,7,66,52,14,95,92,1,1,1,2
E33043000,398,230,57,173,6,35,28,7,124,119,0,4,1,3
E33043001,331,224,64,160,2,51,41,10,53,50,0,2,1,1
E33043002,275,176,65,111,1,37,32,5,53,49,1,2,1,8
E33043003,289,219,65,154,6,17,11,6,47,44,1,2,0,0
E33043004,492,318,94,224,2,42,27,15,123,108,10,4,1,7
E33043005,356,273,95,178,1,26,14,12,53,49,0,2,2,3
E33043006,407,299,92,207,1,20,14,6,83,71,3,9,0,4
E33043007,410,305,71,234,5,31,19,12,64,57,4,2,1,5
E33043008,451,359,101,258,0,32,24,8,60,50,0,8,2,0
E33043009,298,226,58,168,8,14,8,6,47,40,0,6,1,3
E33043010,451,268,64,204,13,55,32,23,114,105,0,5,4,1
E33043011,289,197,65,132,5,33,27,6,52,50,0,2,0,2
E33043012,339,251,79,172,5,35,23,12,44,41,1,2,0,4
E33043013,307,219,67,152,3,55,50,5,28,25,0,3,0,2
E33043014,458,342,87,255,5,44,27,17,66,59,0,3,4,1
E33043015,905,613,186,427,8,172,143,29,104,88,4,7,5,8
E33043016,784,633,180,453,6,65,58,7,76,70,0,5,1,4
E33043017,404,352,109,243,2,15,10,5,35,34,0,1,0,0
E33043018,531,393,136,257,3,68,52,16,63,52,1,10,0,4
E33043019,230,174,50,124,3,37,29,8,15,14,0,1,0,1
E33043020,361,249,79,170,3,56,39,17,51,51,0,0,0,2
E33043021,365,294,90,204,5,37,28,9,28,24,0,2,2,1
E33043022,411,321,111,210,3,25,17,8,60,53,0,4,3,2
E33043023,260,225,74,151,2,6,6,0,23,19,0,4,0,4
E33043024,307,245,76,169,1,22,13,9,38,24,5,3,6,1
E33043025,424,344,91,253,2,35,22,13,40,32,3,3,2,3
E33043026,893,613,156,457,6,164,129,35,102,90,1,9,2,8
E33043027,385,333,104,229,1,12,9,3,35,31,0,4,0,4
E33043028,288,235,87,148,1,10,7,3,39,36,2,1,0,3
E33043029,401,328,105,223,6,26,20,6,40,40,0,0,0,1
E33043030,318,256,92,164,1,13,8,5,46,38,3,5,0,2
E33043031,421,336,89,247,3,32,25,7,44,38,1,4,1,6
E33043032,291,230,75,155,2,18,12,6,37,26,5,3,3,4
E33043033,372,336,116,220,2,11,9,2,13,9,0,3,1,10
E33043034,466,371,95,276,6,17,11,6,68,56,6,6,0,4
E33043035,251,205,53,152,1,11,6,5,32,30,1,1,0,2
E33043036,335,261,81,180,8,25,8,17,33,32,0,1,0,8
E33043037,531,452,133,319,9,13,3,10,55,49,0,5,1,2
E33043038,676,545,147,398,3,43,13,30,78,68,3,5,2,7
E33043039,404,301,97,204,1,18,4,14,79,70,1,7,1,5
E33043040,438,334,98,236,8,29,8,21,61,54,2,4,1,6
E33043041,344,263,67,196,1,24,2,22,54,44,2,7,1,2
E33043042,563,407,113,294,1,37,7,30,118,99,8,3,8,0
E33043043,450,357,92,265,8,18,2,16,62,54,4,4,0,5
E33043044,297,254,74,180,2,8,0,8,33,27,0,6,0,0
E33043045,353,300,90,210,2,15,4,11,34,28,2,4,0,2
E33043046,455,363,104,259,3,24,5,19,61,58,1,1,1,4
E33043047,299,192,45,147,3,35,17,18,69,66,2,0,1,0
E33043048,352,257,73,184,7,29,4,25,59,52,1,5,1,0
E33043049,631,238,53,185,8,78,11,67,299,64,107,10,118,8
E33043050,1972,1531,383,1148,28,93,21,72,312,287,3,21,1,8
E33043051,261,191,50,141,2,14,3,11,51,49,0,2,0,3
E33043052,370,246,48,198,3,29,6,23,89,83,3,3,0,3
E33043053,360,274,87,187,3,35,10,25,43,35,3,2,3,5
E33043054,393,274,67,207,8,28,4,24,79,69,0,2,8,4
E33043055,279,198,55,143,4,24,5,19,50,46,0,3,1,3
E33043056,313,281,65,216,3,5,1,4,24,22,2,0,0,0
E33043057,307,234,69,165,6,10,2,8,57,54,0,3,0,0
E33043058,279,236,66,170,3,10,3,7,29,27,0,2,0,1
E33043059,561,442,111,331,1,27,5,22,83,73,1,7,2,8
E33043060,483,390,120,270,6,34,6,28,53,50,0,2,1,0
E33043061,447,365,102,263,5,23,7,16,53,46,0,6,1,1
E33043062,366,268,66,202,9,19,1,18,69,61,6,1,1,1
E33043063,329,220,74,146,3,25,4,21,78,74,2,2,0,3
E33043064,364,253,68,185,11,17,10,7,83,75,1,7,0,0
E33043065,418,271,76,195,3,35,5,30,105,93,6,6,0,4
E33043066,509,309,77,232,9,87,25,62,103,98,4,1,0,1
E33043067,257,176,42,134,6,17,4,13,57,52,0,5,0,1
E33043068,284,215,58,157,4,20,6,14,44,41,0,3,0,1
E33043069,430,263,64,199,4,67,13,54,94,82,0,11,1,2
E33043070,336,211,65,146,5,40,5,35,75,70,3,1,1,5
E33043071,345,303,98,205,0,10,3,7,30,30,0,0,0,2
E33043072,537,448,100,348,2,17,4,13,68,63,0,5,0,2
E33043073,536,416,129,287,2,37,6,31,80,71,0,5,4,1
E33043074,340,265,59,206,3,9,5,4,56,51,2,3,0,7
E33043075,626,458,98,360,15,55,12,43,94,81,4,8,1,4
E33043076,329,243,88,155,2,27,6,21,53,46,2,2,3,4
E33043077,261,174,53,121,1,19,4,15,61,50,3,6,2,6
E33043078,337,243,62,181,4,45,9,36,43,36,3,3,1,2
E33043079,364,264,89,175,5,40,11,29,51,44,1,6,0,4
E33043080,618,442,87,355,7,71,17,54,93,84,0,8,1,5
E33043081,321,225,47,178,2,25,6,19,67,66,0,1,0,2
E33043082,310,164,37,127,4,74,10,64,67,57,2,6,2,1
E33043083,322,228,60,168,3,32,2,30,55,48,0,5,2,4
E33043084,326,235,56,179,4,60,13,47,23,17,0,4,2,4
E33043085,319,276,81,195,4,12,1,11,23,20,1,2,0,4
E33043086,469,357,78,279,5,65,14,51,39,33,0,6,0,3
E33043087,353,293,74,219,7,28,8,20,24,19,0,4,1,1
E33043088,310,235,74,161,3,21,4,17,50,45,2,2,1,1
E33043089,380,319,89,230,6,17,5,12,36,28,3,5,0,2
E33043090,531,397,108,289,7,48,20,28,74,71,0,3,0,5
E33043091,236,157,54,103,1,15,2,13,56,55,0,0,1,7
E33043092,251,203,56,147,2,20,3,17,22,20,0,1,1,4
E33043093,385,281,80,201,7,23,7,16,69,66,0,2,1,5
E33043094,231,199,75,124,0,10,4,6,20,18,1,0,1,2
E33043095,597,398,121,277,11,71,25,46,111,95,5,9,2,6
E33043096,215,167,51,116,3,12,1,11,21,18,0,3,0,12
E33043097,323,253,73,180,2,22,5,17,44,42,0,2,0,2
E33043098,524,421,95,326,10,42,14,28,50,40,1,9,0,1
E33043099,254,202,50,152,1,16,2,14,30,26,0,4,0,5
E33043100,572,495,114,381,4,22,6,16,48,46,0,2,0,3
E33043101,583,422,104,318,7,59,13,46,87,82,0,5,0,8
E33043102,519,431,132,299,1,36,10,26,42,40,1,1,0,9
E33043103,541,424,115,309,9,34,9,25,72,56,3,12,1,2
E33043104,285,213,55,158,4,50,12,38,16,15,0,0,1,2
E33043105,540,385,99,286,7,95,22,73,50,46,1,2,1,3
E33043106,311,170,32,138,9,83,15,68,48,41,4,2,1,1
E33043107,304,193,58,135,5,71,11,60,32,27,3,2,0,3
E33043108,281,140,41,99,5,107,28,79,29,28,1,0,0,0
E33043109,289,204,49,155,2,40,11,29,36,32,0,4,0,7
E33043110,369,275,93,182,3,30,8,22,58,47,2,3,6,3
E33043111,273,213,76,137,6,19,3,16,32,31,0,1,0,3
E33043112,308,265,87,178,1,8,3,5,28,26,0,2,0,6
E33043113,719,536,185,351,4,64,8,56,106,96,6,3,1,9
E33043114,322,243,80,163,8,29,2,27,40,38,1,1,0,2
E33043115,469,338,86,252,5,37,4,33,84,75,4,3,2,5
E33043116,376,294,98,196,1,26,6,20,53,40,9,2,2,2
E33043117,348,264,90,174,7,18,4,14,54,44,8,2,0,5
E33043118,2726,2219,387,1832,48,162,31,131,278,238,7,27,6,19
E33043119,303,245,47,198,8,25,5,20,23,23,0,0,0,2
E33043120,472,384,155,229,2,10,2,8,60,52,3,5,0,16
E33043121,586,446,172,274,6,52,14,38,71,63,2,4,2,11
E33043122,339,273,83,190,5,20,3,17,39,36,0,3,0,2
E33043123,338,258,55,203,2,15,0,15,61,57,2,2,0,2
E33043124,660,515,126,389,9,45,9,36,80,74,0,4,2,11
E33043125,388,298,67,231,5,40,19,21,43,41,0,1,1,2
E33043126,440,363,114,249,3,27,5,22,42,36,2,2,2,5
E33043127,255,218,89,129,0,8,3,5,24,22,0,2,0,5
E33043128,431,322,116,206,2,38,14,24,67,57,3,7,0,2
E33043129,259,204,62,142,1,18,5,13,31,27,0,4,0,5
E33043130,622,387,141,246,5,64,26,38,162,138,14,8,2,4
E33043131,254,194,86,108,2,15,6,9,38,32,4,2,0,5
E33043132,299,236,81,155,3,22,11,11,34,32,2,0,0,4
E33043133,398,254,85,169,1,32,2,30,76,58,15,2,1,35
E33043134,323,258,73,185,1,22,7,15,40,35,1,2,2,2
E33043135,280,187,64,123,3,39,9,30,48,40,4,3,1,3
E33043136,347,260,98,162,3,26,10,16,49,39,3,5,2,9
E33043137,290,218,85,133,2,19,6,13,47,40,5,2,0,4
E33043138,269,194,61,133,3,28,4,24,34,26,5,3,0,10
E33043139,351,210,70,140,3,21,8,13,108,98,7,2,1,9
E33043140,309,221,91,130,1,19,5,14,60,57,0,3,0,8
E33043141,393,306,106,200,5,25,5,20,54,48,1,5,0,3
E33043142,255,223,56,167,0,4,1,3,27,25,0,2,0,1
E33043143,558,394,118,276,9,54,10,44,95,92,1,2,0,6
E33043144,287,217,80,137,2,14,4,10,51,44,4,3,0,3
E33043145,249,203,62,141,5,19,3,16,21,19,0,1,1,1
E33043146,301,247,87,160,5,18,9,9,30,25,0,5,0,1
E33043147,353,252,83,169,5,54,11,43,34,24,4,5,1,8
E33043148,321,273,87,186,5,14,4,10,24,21,1,2,0,5
E33043149,417,304,89,215,5,63,16,47,42,37,1,4,0,3
E33043150,329,247,61,186,6,40,12,28,35,30,3,2,0,1
E33043151,776,488,151,337,10,193,42,151,83,76,0,6,1,2
E33043152,471,299,66,233,17,101,24,77,53,51,0,2,0,1
E33043153,832,592,184,408,19,133,36,97,85,79,0,6,0,3
E33043154,395,257,71,186,10,106,22,84,19,18,0,1,0,3
E33043155,658,560,151,409,7,51,16,35,38,33,1,4,0,2
E33043156,328,258,74,184,1,24,6,18,44,42,0,2,0,1
E33043157,445,357,114,243,5,35,10,25,47,39,4,4,0,1
E33043158,451,315,102,213,8,65,17,48,56,49,0,7,0,7
E33043159,735,620,212,408,6,40,13,27,61,51,1,6,3,8
E33043160,298,231,66,165,2,37,11,26,26,20,4,1,1,2
E33043161,412,307,66,241,16,43,11,32,42,37,1,2,2,4
E33043162,265,211,67,144,4,21,2,19,25,24,0,0,1,4
E33043163,249,192,50,142,8,25,6,19,21,18,1,2,0,3
E33043164,283,200,75,125,5,21,6,15,50,44,2,3,1,7
E33043165,355,238,91,147,4,57,19,38,49,41,2,3,3,7
E33043166,267,234,79,155,1,13,3,10,16,16,0,0,0,3
E33043167,274,231,52,179,2,14,7,7,25,22,2,1,0,2
E33043168,322,257,89,168,8,14,2,12,40,35,2,2,1,3
E33043169,309,241,64,177,9,21,6,15,38,36,2,0,0,0
E33043170,586,457,148,309,7,47,16,31,66,58,6,1,1,9
E33043171,569,436,114,322,9,44,14,30,77,62,12,3,0,3
E33043172,524,347,121,226,24,76,10,66,73,57,2,6,8,4
E33043173,328,273,104,169,4,16,4,12,30,27,0,2,1,5
E33043174,333,256,83,173,2,31,3,28,40,37,0,3,0,4
E33043175,786,499,152,347,27,120,22,98,134,115,4,13,2,6
E33043176,250,169,61,108,7,21,7,14,50,46,3,1,0,3
E33043177,344,271,95,176,5,25,4,21,41,36,0,5,0,2
E33043178,606,425,164,261,7,60,3,57,104,90,3,11,0,10
E33043179,1057,798,277,521,13,51,10,41,190,166,11,11,2,5
E33043180,746,560,173,387,13,61,14,47,102,90,5,6,1,10
E33043181,513,383,153,230,17,59,6,53,48,47,0,1,0,6
E33043182,1064,773,247,526,20,132,24,108,132,118,3,11,0,7
E33043183,392,334,133,201,4,13,0,13,35,30,3,1,1,6
E33043184,281,220,89,131,2,20,2,18,35,26,7,1,1,4
E33043185,431,269,92,177,21,51,10,41,83,79,0,4,0,7
E33043186,370,264,84,180,3,28,2,26,72,67,1,4,0,3
E33043187,335,250,87,163,5,37,4,33,41,38,1,1,1,2
E33043188,538,388,141,247,12,58,12,46,77,71,1,4,1,3
E33043189,306,186,52,134,9,56,6,50,50,48,0,2,0,5
E33043190,276,183,59,124,7,31,0,31,50,49,0,1,0,5
E33043191,252,159,56,103,7,50,7,43,33,25,0,4,4,3
E33043192,331,262,89,173,1,17,1,16,47,44,1,2,0,4
E33043193,214,147,63,84,6,24,1,23,33,31,0,1,1,4
E33043194,336,267,91,176,4,31,6,25,30,29,0,1,0,4
E33043195,344,242,102,140,9,39,11,28,43,40,0,3,0,11
E33043196,298,212,94,118,3,25,3,22,52,47,4,1,0,6
E33043197,297,206,79,127,2,17,1,16,62,44,14,2,2,10
E33043198,427,297,98,199,5,39,3,36,68,64,1,1,2,18
E33043199,1122,866,264,602,14,68,22,46,170,153,8,8,1,4
E33043200,400,299,125,174,6,43,0,43,40,37,2,0,1,12
E33043201,270,193,74,119,2,15,2,13,58,58,0,0,0,2
E33043202,385,255,111,144,6,31,6,25,81,63,11,7,0,12
E33043203,574,369,138,231,8,49,4,45,106,73,30,1,2,42
E33043204,482,335,118,217,11,48,3,45,77,59,14,4,0,11
E33043205,364,276,117,159,7,21,0,21,43,39,3,1,0,17
E33043206,381,282,95,187,9,20,2,18,67,61,0,5,1,3
E33043207,266,184,81,103,0,26,2,24,42,34,6,0,2,14
E33043208,623,470,149,321,16,41,10,31,90,79,1,9,1,6
E33043209,263,212,67,145,5,9,0,9,36,31,2,2,1,1
E33043210,355,278,93,185,4,18,3,15,48,42,1,5,0,7
E33043211,707,521,134,387,16,70,17,53,91,83,3,4,1,9
E33043212,545,407,131,276,1,57,13,44,69,62,3,4,0,11
E33043213,497,372,128,244,9,49,14,35,59,47,5,2,5,8
E33043214,314,241,97,144,5,19,4,15,44,38,3,0,3,5
E33043215,263,199,88,111,1,13,6,7,40,37,1,2,0,10
E33043216,591,420,138,282,8,43,7,36,107,95,6,3,3,13
E33043217,385,315,94,221,4,10,2,8,54,50,2,1,1,2
E33043218,412,257,69,188,14,79,10,69,61,59,1,1,0,1
E33043219,494,352,103,249,8,61,15,46,65,64,0,1,0,8
E33043220,327,233,74,159,5,46,9,37,41,39,0,2,0,2
E33043221,323,204,65,139,14,67,13,54,33,28,4,1,0,5
E33043222,307,249,86,163,7,19,5,14,29,27,0,0,2,3
E33043223,510,369,95,274,8,46,17,29,81,78,0,3,0,6
E33043224,470,292,103,189,16,86,25,61,74,67,0,4,3,2
E33043225,256,178,73,105,6,26,1,25,29,25,1,2,1,17
E33043226,507,353,131,222,7,39,16,23,82,72,4,5,1,26
E33043227,254,180,65,115,2,32,2,30,36,33,0,1,2,4
E33043228,321,237,119,118,4,20,4,16,53,49,0,3,1,7
E33043229,417,300,103,197,2,43,3,40,63,59,0,2,2,9
E33043230,277,200,75,125,4,21,2,19,49,40,4,5,0,3
E33043231,266,181,73,108,2,25,1,24,52,51,1,0,0,6
E33043232,530,426,175,251,1,11,7,4,82,71,3,5,3,10
E33043233,317,244,80,164,3,15,12,3,48,40,2,4,2,7
E33043234,399,324,134,190,2,9,8,1,59,49,1,4,5,5
E33043235,566,448,183,265,6,21,11,10,79,67,4,7,1,12
E33043236,359,220,43,177,3,43,12,31,90,70,2,5,13,3
E33043237,420,281,61,220,1,25,12,13,111,93,2,14,2,2
E33043238,451,330,107,223,7,34,22,12,78,67,4,5,2,2
E33043239,292,218,63,155,4,14,4,10,53,46,1,4,2,3
E33043240,327,196,49,147,7,53,44,9,68,66,0,0,2,3
E33043241,283,187,46,141,6,27,16,11,62,56,0,5,1,1
E33043242,283,211,79,132,0,25,18,7,45,39,0,6,0,2
E33043243,723,485,129,356,7,86,54,32,141,127,0,13,1,4
E33043244,294,231,83,148,1,21,12,9,39,37,0,2,0,2
E33043245,287,196,70,126,3,21,7,14,66,63,1,2,0,1
E33043246,283,164,39,125,0,20,9,11,95,92,1,1,1,4
E33043247,321,191,62,129,2,48,35,13,76,71,1,4,0,4
E33043248,460,299,72,227,3,40,20,20,107,97,2,6,2,11
E33043249,786,563,160,403,7,61,47,14,145,129,1,10,5,10
E33043250,576,343,82,261,7,50,19,31,169,103,29,16,21,7
E33043251,287,199,49,150,1,29,20,9,56,44,5,3,4,2
E33043252,288,170,55,115,4,39,28,11,75,71,0,2,2,0
E33043253,665,440,128,312,3,47,32,15,174,159,1,14,0,1
E33043254,495,393,117,276,4,16,10,6,79,72,2,3,2,3
