GeographyCode,WP703EW0001,WP703EW0002,WP703EW0003,WP703EW0004,WP703EW0005,WP703EW0006,WP703EW0007,WP703EW0008,WP703EW0009,WP703EW0010,WP703EW0011,WP703EW0012
E33047135,372,6,1,27,86,0,5,110,21,38,78,0
E33047136,650,3,1,48,106,0,12,242,38,34,164,2
E33047137,336,4,0,27,61,0,5,97,20,43,78,1
E33047138,257,3,0,26,25,1,3,109,4,22,63,1
E33047139,257,0,0,6,88,1,1,73,16,20,52,0
E33047140,668,1,0,39,55,1,8,398,27,44,93,2
E33047141,374,0,0,5,65,1,0,122,13,23,143,2
E33047142,511,0,1,45,97,1,9,188,18,38,112,2
E33047143,773,0,0,9,322,0,4,160,39,39,196,4
E33047144,370,0,0,4,161,0,1,74,29,12,88,1
E33047145,592,0,0,43,87,1,8,175,25,79,169,5
E33047146,602,6,2,33,91,1,7,165,18,79,199,1
E33047147,526,5,1,36,110,0,11,154,24,51,134,0
E33047148,242,1,2,19,36,0,6,84,5,41,48,0
E33047149,287,4,0,7,60,0,6,91,5,33,80,1
E33047150,243,0,0,24,27,2,1,103,10,19,57,0
E33047151,204,5,0,11,37,0,0,59,4,28,60,0
E33047152,589,2,0,64,90,1,5,195,18,64,150,0
E33047153,358,1,0,23,51,0,0,128,14,32,109,0
E33047154,467,5,0,50,46,1,7,190,21,27,119,1
E33047155,266,7,0,8,26,0,3,160,14,20,27,1
E33047156,237,5,0,11,32,0,5,84,8,38,49,5
E33047157,561,8,0,21,92,4,6,204,28,95,103,0
E33047158,210,1,1,8,22,0,2,67,10,24,74,1
E33047159,482,8,0,6,33,0,8,282,19,68,58,0
E33047160,2707,9,1,181,352,1,40,1203,147,218,550,5
E33047161,1118,2,1,20,176,0,18,555,65,86,193,2
E33047162,816,1,0,21,248,0,8,246,47,51,192,2
E33047163,795,0,2,34,152,2,6,374,41,32,152,0
E33047164,517,0,0,92,83,0,12,185,17,20,108,0
E33047165,573,2,0,118,90,0,12,153,33,31,132,2
E33047166,319,0,1,40,28,0,7,136,19,21,66,1
E33047167,521,0,1,45,44,1,5,232,18,34,140,1
E33047168,325,2,0,24,83,0,4,97,20,15,79,1
E33047169,312,7,0,38,54,0,6,114,16,23,54,0
E33047170,846,0,0,99,128,1,14,287,38,58,216,5
E33047171,365,4,0,2,17,0,2,259,9,34,36,2
E33047172,824,6,0,10,57,3,5,556,31,70,84,2
E33047173,529,1,0,23,82,1,9,191,22,86,112,2
E33047174,411,0,0,19,70,0,5,132,23,35,126,1
E33047175,295,13,0,16,56,0,1,81,9,34,84,1
E33047176,361,10,0,7,39,0,5,209,7,35,48,1
E33047177,695,2,0,45,108,0,16,284,29,75,135,1
E33047178,317,66,1,2,8,1,2,191,15,2,24,5
E33047179,710,113,0,11,31,2,7,394,44,9,97,2
E33047180,313,95,0,0,7,4,2,159,13,1,31,1
E33047181,472,78,0,1,6,1,2,299,18,6,60,1
E33047182,508,53,0,3,16,0,3,322,18,22,70,1
E33047183,451,188,0,4,7,2,1,191,10,8,37,3
E33047184,418,120,0,6,14,0,1,175,17,15,67,3
E33047185,371,128,0,3,11,0,2,148,8,6,65,0
E33047186,532,105,0,5,23,2,5,249,19,46,78,0
E33047187,295,81,0,1,16,1,6,122,9,6,52,1
E33047188,336,131,0,2,7,2,1,144,9,5,33,2
E33047189,409,100,0,7,19,1,2,172,20,9,76,3
E33047190,281,131,0,6,5,1,0,97,10,4,26,1
E33047191,246,94,0,6,7,0,1,77,7,11,39,4
E33047192,380,151,1,9,4,3,2,155,6,20,29,0
E33047193,514,76,0,6,29,0,4,242,16,20,119,2
E33047194,370,66,0,27,18,0,1,111,22,28,96,1
E33047195,425,22,0,65,35,1,8,143,12,26,113,0
E33047196,568,75,0,28,34,0,7,211,28,35,147,3
E33047197,279,104,5,13,4,2,0,93,3,4,49,2
E33047198,452,50,0,45,25,0,3,170,10,13,135,1
E33047199,339,47,0,26,30,1,5,143,14,9,64,0
E33047200,303,81,0,9,14,0,2,119,11,11,53,3
E33047201,254,100,3,9,14,1,2,74,7,8,34,2
E33047202,220,52,0,13,7,0,6,97,9,7,29,0
E33047203,295,66,0,5,11,0,2,174,9,4,23,1
E33047204,493,81,0,5,9,1,6,293,22,20,54,2
E33047205,863,72,1,11,47,3,6,571,29,26,96,1
E33047206,412,104,0,9,9,1,0,161,14,16,92,6
E33047207,405,96,1,11,25,2,0,148,13,12,96,1
E33047208,282,51,0,8,4,0,2,148,8,10,51,0
E33047209,624,46,2,60,51,0,10,262,30,24,137,2
E33047210,567,110,0,7,35,0,6,288,28,13,78,2
E33047211,442,29,0,11,15,1,10,266,12,23,69,6
E33047212,375,141,0,6,4,0,4,158,12,15,33,2
E33047213,486,102,0,5,10,0,7,261,24,14,58,5
E33047214,460,125,0,6,4,0,3,273,10,5,34,0
E33047215,318,100,0,9,4,0,2,156,8,10,29,0
E33047216,269,73,0,2,5,1,3,162,14,2,6,1
E33047217,326,126,0,9,5,1,1,147,8,5,23,1
E33047218,273,108,0,5,11,0,1,126,5,1,15,1
E33047219,317,99,0,3,4,0,2,166,16,13,13,1
E33047220,342,135,0,2,14,0,1,138,10,3,36,3
E33047221,474,51,2,4,21,2,12,291,12,10,66,3
E33047222,536,43,0,9,38,2,3,310,24,7,96,4
E33047223,289,15,0,4,13,1,0,206,11,4,34,1
E33047224,298,69,0,4,5,2,1,159,13,8,36,1
E33047225,254,69,0,10,15,2,2,104,13,6,31,2
E33047226,287,86,1,17,11,0,1,100,7,16,44,4
E33047227,718,22,0,35,47,0,7,380,45,14,168,0
E33047228,391,99,0,17,28,1,3,148,16,15,61,3
E33047229,320,31,0,15,6,0,2,186,15,12,51,2
E33047230,224,49,0,2,22,2,2,101,16,5,24,1
E33047231,310,65,0,14,20,0,2,127,19,4,55,4
E33047232,249,46,0,3,13,1,1,110,9,12,54,0
E33047233,302,88,0,6,13,1,0,139,16,2,36,1
E33047234,283,73,1,12,10,2,0,115,8,6,56,0
E33047235,313,44,0,3,9,1,3,193,15,6,37,2
E33047236,433,29,0,9,12,0,4,295,17,7,58,2
E33047237,395,29,0,3,19,0,8,165,27,4,140,0
E33047238,228,46,0,2,18,0,0,109,7,4,40,2
E33047239,302,79,0,2,10,2,3,142,11,6,46,1
E33047240,281,63,1,8,7,3,5,138,22,3,29,2
E33047241,717,166,1,8,27,3,3,358,45,10,94,2
E33047242,429,70,0,3,3,0,8,310,17,9,7,2
E33047243,483,99,0,1,23,1,5,304,29,8,12,1
E33047244,276,83,0,2,5,0,4,142,13,2,24,1
E33047245,282,94,0,3,7,1,0,127,13,7,29,1
E33047246,283,82,0,4,2,0,0,142,7,5,39,2
E33047247,235,68,0,1,7,2,1,113,16,4,22,1
E33047248,253,88,0,0,8,0,2,121,7,3,23,1
E33047249,299,68,0,1,2,0,5,182,14,5,21,1
E33047250,363,184,0,11,10,1,0,119,11,3,19,5
E33047251,281,100,0,6,6,1,5,123,22,3,14,1
E33047252,282,85,0,7,17,1,0,114,7,1,50,0
E33047253,255,55,0,4,9,0,0,114,10,7,53,3
E33047254,554,117,0,7,20,1,5,308,26,10,56,4
E33047255,295,65,1,3,7,1,3,169,12,1,33,0
E33047256,339,40,0,2,4,0,4,240,10,17,22,0
E33047257,271,55,0,3,15,2,2,140,7,2,43,2
E33047258,283,61,0,3,6,4,0,168,10,3,28,0
E33047259,359,52,1,4,14,2,0,224,28,3,30,1
E33047260,288,85,1,4,6,3,2,156,11,1,18,1
E33047261,310,44,1,1,5,0,3,220,16,4,15,1
E33047262,279,76,0,0,7,2,4,154,14,2,18,2
E33047263,387,133,0,1,7,3,2,207,11,3,18,2
E33047264,271,84,0,1,5,0,2,136,15,1,26,1
E33047265,509,100,1,1,17,0,2,304,26,7,49,2
E33047266,370,88,0,0,6,0,3,240,14,2,16,1
E33047267,456,101,0,1,6,0,3,294,29,6,15,1
E33047268,320,119,0,4,5,0,3,151,10,5,19,4
E33047269,234,92,0,0,2,0,2,109,8,5,16,0
E33047270,322,80,1,2,3,0,4,196,6,2,28,0
E33047271,399,72,0,4,2,0,3,261,23,6,25,3
E33047272,251,101,0,2,4,0,1,111,7,1,23,1
E33047273,399,72,0,0,5,0,4,277,17,2,22,0
E33047274,438,70,0,2,6,0,1,284,15,1,57,2
E33047275,335,115,0,3,7,0,3,167,25,1,10,4
E33047276,382,121,2,1,5,1,1,235,6,3,6,1
E33047277,400,92,0,0,3,0,5,274,13,1,10,2
E33047278,436,134,0,4,11,5,4,216,24,5,32,1
E33047279,385,89,0,2,3,3,3,213,9,1,59,3
E33047280,675,122,0,5,33,2,7,377,39,9,76,5
E33047281,393,91,0,3,15,0,4,217,26,4,33,0
E33047282,287,45,0,0,2,0,3,209,14,9,4,1
E33047283,327,70,0,0,7,1,6,196,22,3,21,1
E33047284,424,39,0,0,17,0,4,309,23,3,28,1
E33047285,444,82,0,0,5,0,7,306,15,5,24,0
E33047286,673,51,0,3,11,0,4,474,31,20,75,4
E33047287,265,70,1,0,5,1,1,153,20,1,13,0
E33047288,320,104,0,1,0,0,1,184,16,1,9,4
E33047289,481,69,0,0,3,1,8,298,23,23,55,1
E33047290,532,52,0,2,13,1,4,330,31,8,91,0
E33047291,438,38,0,0,4,0,7,278,19,18,74,0
E33047292,357,108,0,0,5,3,2,180,24,2,30,3
E33047293,481,110,0,1,13,1,4,286,21,3,41,1
E33047294,281,22,0,0,7,0,0,199,11,3,36,3
E33047295,430,79,2,1,13,0,1,248,15,2,65,4
E33047296,364,82,0,0,17,2,1,201,20,9,31,1
E33047297,322,41,0,0,26,0,1,205,15,7,25,2
E33047298,227,50,0,2,5,2,5,120,7,4,32,0
E33047299,343,55,0,3,22,3,1,188,12,11,47,1
E33047300,492,88,0,2,31,1,8,276,25,20,38,3
E33047301,417,41,0,1,36,2,4,224,21,11,75,2
E33047302,350,88,0,7,15,2,5,160,16,6,50,1
E33047303,393,11,0,3,19,0,0,285,23,16,36,0
E33047304,327,51,0,0,19,0,6,200,16,11,23,1
E33047305,371,49,0,3,24,1,2,232,21,9,29,1
E33047306,785,74,0,2,50,6,3,492,38,30,87,3
E33047307,238,28,0,1,17,0,1,104,11,10,65,1
E33047308,346,25,0,1,23,0,1,230,21,10,34,1
E33047309,361,18,0,0,18,2,2,238,13,13,56,1
E33047310,357,52,0,2,18,0,1,224,17,7,32,4
E33047311,313,46,0,3,18,1,0,164,29,9,41,2
E33047312,269,72,0,1,22,0,0,123,8,9,34,0
E33047313,5096,43,1,18,294,3,50,3401,239,337,702,8
E33047314,263,21,1,3,30,1,1,132,13,12,49,0
E33047315,482,45,0,0,27,2,10,311,24,37,24,2
E33047316,283,35,0,2,17,0,3,159,8,16,41,2
E33047317,327,73,0,4,22,1,2,147,21,14,42,1
E33047318,411,37,0,5,32,3,2,249,17,20,43,3
E33047319,557,90,0,2,39,3,4,292,22,24,75,6
E33047320,296,63,1,1,8,1,0,193,5,5,17,2
E33047321,475,72,0,1,20,0,18,309,7,16,30,2
E33047322,319,36,0,2,8,1,4,187,13,16,51,1
E33047323,435,33,0,3,21,1,9,272,20,26,48,2
E33047324,655,51,0,5,33,0,6,433,26,16,83,2
E33047325,328,67,0,2,20,1,0,161,16,10,49,2
E33047326,448,67,0,5,26,0,2,250,18,24,56,0
E33047327,442,134,0,2,18,0,1,227,21,6,32,1
E33047328,360,95,0,3,14,3,5,192,14,4,27,3
E33047329,448,36,0,5,25,0,0,223,30,10,119,0
E33047330,274,81,0,4,9,6,2,127,13,2,27,3
E33047331,325,71,0,2,11,1,2,160,21,8,48,1
E33047332,444,46,0,5,22,1,7,285,26,8,41,3
E33047333,285,46,0,2,11,0,3,165,13,8,36,1
E33047334,576,23,0,1,54,0,5,358,44,18,73,0
E33047335,309,107,0,3,13,1,0,144,11,7,21,2
E33047336,318,48,0,0,15,0,2,173,13,18,48,1
E33047337,283,119,0,6,13,1,0,118,5,4,17,0
E33047338,273,80,0,6,6,0,4,123,16,7,31,0
E33047339,409,89,0,1,27,1,1,217,14,19,40,0
E33047340,274,82,0,2,9,0,2,119,15,13,29,3
E33047341,347,88,0,1,15,1,3,189,12,17,18,3
E33047342,331,57,1,3,29,1,6,160,21,19,33,1
E33047343,214,29,0,1,8,2,0,111,6,12,43,2
E33047344,278,117,0,1,7,2,2,125,5,3,16,0
E33047345,307,108,1,2,14,1,3,124,11,15,24,4
E33047346,469,97,0,5,24,0,3,212,36,16,75,1
E33047347,307,45,0,1,17,1,3,189,8,14,29,0
E33047348,343,79,1,7,19,8,2,180,11,9,25,2
E33047349,361,51,0,3,22,2,0,215,13,8,46,1
E33047350,252,64,0,1,18,4,0,125,13,5,22,0
E33047351,270,40,0,1,17,0,4,155,7,14,32,0
E33047352,307,33,0,5,27,2,0,154,13,28,42,3
E33047353,480,46,0,3,44,1,5,290,20,27,42,2
E33047354,343,78,0,0,22,2,1,179,19,1,41,0
E33047355,624,36,0,1,42,2,1,348,26,32,134,2
E33047356,701,37,0,9,50,0,11,450,19,55,68,2
E33047357,272,18,0,0,27,4,6,174,11,6,26,0
E33047358,499,60,1,1,35,4,1,305,16,19,55,2
E33047359,425,67,0,3,27,6,6,197,20,31,64,4
E33047360,288,111,0,3,7,0,2,128,20,6,10,1
E33047361,1406,79,0,139,47,2,23,864,47,107,95,3
E33047362,379,134,1,8,19,1,1,153,14,14,34,0
E33047363,422,115,2,7,10,0,1,233,13,12,29,0
E33047364,220,77,0,3,8,0,3,90,12,7,19,1
E33047365,461,122,0,2,43,0,4,183,37,23,45,2
E33047366,178,51,1,4,10,3,0,73,3,10,23,0
E33047367,428,42,0,1,23,3,5,232,18,21,83,0
E33047368,467,124,4,2,23,0,5,180,15,23,90,1
E33047369,450,157,0,5,21,2,4,173,7,21,56,4
E33047370,301,116,0,2,14,1,2,127,5,17,14,3
E33047371,901,120,0,9,52,2,13,498,30,63,110,4
E33047372,274,118,2,1,6,0,0,122,5,6,12,2
E33047373,303,106,1,2,12,1,0,138,1,9,30,3
E33047374,647,98,0,7,42,1,5,253,37,55,147,2
E33047375,313,161,0,3,1,0,2,97,10,12,26,1
E33047376,267,74,0,2,11,0,6,117,5,13,33,6
E33047377,561,94,0,2,40,0,3,263,34,28,97,0
E33047378,630,80,0,9,74,0,4,348,25,17,72,1
E33047379,603,49,0,1,28,0,8,392,32,39,50,4
E33047380,524,114,0,1,13,5,6,294,18,16,53,4
E33047381,403,35,0,4,21,0,4,261,25,15,36,2
E33047382,284,62,0,0,14,3,2,154,12,11,23,3
E33047383,477,45,0,5,12,1,4,329,21,17,41,2
E33047384,303,63,0,2,8,2,6,161,11,18,31,1
E33047385,361,69,0,1,12,4,2,196,18,15,34,10
E33047386,472,78,2,10,26,0,1,234,15,23,80,3
E33047387,276,89,1,4,9,0,1,95,7,26,43,1
E33047388,309,155,1,1,9,0,1,92,5,13,29,3
E33047389,259,115,0,3,7,0,2,91,5,12,20,4
E33047390,399,73,0,4,18,1,9,211,11,50,20,2
E33047391,390,50,0,5,36,2,3,135,15,22,122,0
E33047392,646,69,2,3,42,1,4,272,25,38,183,7
E33047393,411,32,0,1,9,3,15,250,13,31,56,1
E33047394,228,21,0,1,10,6,5,125,15,17,28,0
E33047395,469,70,1,0,23,5,5,293,18,14,40,0
E33047396,375,43,0,1,7,0,3,211,28,21,59,2
E33047397,602,14,0,0,13,0,18,456,26,28,45,2
E33047398,512,36,0,0,18,0,3,334,22,34,64,1
E33047399,273,86,2,3,11,0,0,117,7,17,29,1
E33047400,283,32,1,7,33,3,4,121,11,16,55,0
E33047401,323,37,0,12,21,1,1,147,7,27,70,0
E33047402,637,44,1,14,47,1,5,342,22,49,111,1
E33047403,428,63,1,8,25,0,4,191,14,37,83,2
E33047404,234,77,2,1,12,0,1,87,5,19,30,0
E33047405,235,61,0,9,13,0,1,80,7,8,56,0
E33047406,231,51,0,1,11,0,0,133,3,7,25,0
E33047407,374,39,0,6,20,0,2,204,12,21,68,2
E33047408,307,54,0,6,22,3,1,136,13,21,48,3
E33047409,253,33,1,1,17,6,1,125,10,19,40,0
E33047410,487,40,1,5,25,2,5,283,22,46,58,0
E33047411,467,56,0,7,35,0,7,206,18,59,77,2
E33047412,278,54,0,2,15,0,4,122,19,27,35,0
E33047413,370,153,0,10,23,2,1,94,19,26,39,3
E33047414,375,47,1,5,26,0,4,136,8,62,84,2
E33047415,309,16,0,5,29,1,2,157,7,29,62,1
E33047416,290,57,1,4,13,1,1,123,15,23,51,1
E33047417,349,87,1,10,22,2,2,136,8,27,52,2
E33047418,435,64,0,6,53,4,8,140,13,54,93,0
E33047419,394,62,1,10,16,0,0,168,21,30,83,3
E33047420,298,104,1,2,11,0,1,122,4,14,36,3
E33047421,343,106,1,10,14,2,9,103,13,25,58,2
E33047422,344,20,0,3,67,4,4,127,19,21,77,2
E33047423,462,65,0,19,61,0,1,155,13,26,120,2
E33047424,461,67,2,9,22,1,3,218,8,41,86,4
E33047425,583,28,1,29,33,0,9,287,20,39,136,1
E33047426,501,27,1,20,23,0,5,250,7,35,130,3
E33047427,558,53,0,10,47,1,6,283,24,23,109,2
E33047428,295,65,0,9,11,1,1,143,9,17,37,2
E33047429,350,34,0,9,39,0,2,111,13,42,98,2
E33047430,338,126,0,6,18,0,1,130,3,13,38,3
E33047431,298,27,0,17,22,0,1,124,4,32,71,0
E33047432,309,27,0,29,10,0,2,102,11,47,81,0
E33047433,356,43,3,5,20,0,4,163,10,29,79,0
E33047434,315,69,0,3,7,3,1,155,26,4,47,0
E33047435,585,104,0,2,36,1,3,322,35,12,68,2
E33047436,326,75,0,0,10,1,4,177,11,14,32,2
E33047437,327,46,0,6,10,0,2,161,17,19,65,1
E33047438,427,129,1,1,32,9,1,203,18,11,21,1
E33047439,558,90,0,0,27,1,3,296,26,15,99,1
E33047440,348,68,0,5,25,2,2,153,17,15,61,0
E33047441,308,31,1,5,14,4,0,180,16,12,44,1
E33047442,252,18,0,1,21,0,2,139,11,4,56,0
E33047443,411,21,0,0,9,1,6,317,8,21,28,0
E33047444,539,48,0,3,19,2,3,368,17,20,54,5
E33047445,241,30,2,4,10,0,6,138,10,8,32,1
E33047446,261,32,0,1,11,1,3,170,22,10,10,1
E33047447,305,39,0,6,25,0,3,158,23,6,43,2
E33047448,290,9,0,3,19,0,6,192,10,21,29,1
E33047449,297,80,0,6,24,0,2,95,12,22,54,2
E33047450,361,44,0,1,13,0,4,213,12,26,45,3
E33047451,292,25,0,3,7,0,4,184,8,20,40,1
E33047452,285,41,1,3,19,1,1,155,7,12,45,0
E33047453,690,92,1,10,48,0,4,288,20,45,180,2
E33047454,302,38,10,6,26,0,5,148,10,18,40,1
E33047455,517,43,0,3,43,0,13,282,23,24,86,0
E33047456,398,51,0,12,19,0,1,166,11,22,113,3
E33047457,600,29,0,18,90,0,3,292,22,44,98,4
E33047458,956,12,0,34,147,0,10,319,41,89,304,0
E33047459,484,30,2,13,74,1,8,133,23,52,146,2
E33047460,699,15,1,52,121,2,24,267,23,40,150,4
E33047461,237,32,0,3,12,1,3,105,8,23,45,5
E33047462,1588,26,1,160,250,2,20,634,43,164,283,5
E33047463,4843,16,1,83,1170,4,81,1846,313,381,941,7
E33047464,1232,30,2,59,64,3,21,485,35,169,363,1
E33047465,728,30,1,14,28,2,9,365,18,121,137,3
E33047466,299,25,5,2,40,0,3,123,15,23,62,1
E33047467,479,118,0,1,5,0,7,296,13,20,14,5
E33047468,451,122,0,2,11,2,1,248,28,5,28,4
E33047469,289,105,0,8,21,0,7,93,8,16,30,1
E33047470,345,142,1,8,6,2,1,110,10,19,43,3
E33047471,292,82,0,2,6,2,7,118,2,22,47,4
E33047472,306,60,1,5,31,6,4,113,23,15,46,2
E33047473,354,93,1,10,21,0,0,128,8,23,69,1
E33047474,283,50,0,1,16,0,2,148,16,4,45,1
E33047475,388,58,0,1,15,1,8,208,28,14,54,1
E33047476,535,28,3,9,29,0,9,352,34,28,40,3
E33047477,821,28,0,1,10,0,15,641,36,29,60,1
E33047478,344,48,1,2,17,0,7,191,13,11,54,0
E33047479,739,92,2,7,30,11,5,464,35,30,61,2
E33047480,343,39,0,2,19,3,5,201,25,13,36,0
E33047481,274,99,0,5,15,1,3,106,11,9,24,1
E33047482,324,121,0,5,17,1,1,101,6,13,57,2
E33047483,712,37,1,5,45,0,3,409,25,78,107,2
E33047484,560,26,0,4,27,1,6,370,36,29,58,3
E33047485,324,46,0,0,20,0,1,157,11,10,75,4
E33047486,784,62,0,10,54,1,6,406,32,66,145,2
E33047487,323,27,1,5,19,0,3,177,11,13,64,3
E33047488,251,36,0,0,5,2,2,114,15,9,68,0
E33047489,337,40,0,3,6,1,1,230,13,16,27,0
E33047490,325,90,2,3,9,1,1,145,7,10,54,3
E33047491,693,263,2,18,25,3,4,271,20,16,66,5
E33047492,415,135,0,1,9,2,6,181,15,10,53,3
E33047493,376,71,0,1,16,1,8,233,10,14,19,3
E33047494,278,61,0,1,16,2,3,137,12,4,42,0
E33047495,246,25,0,2,5,0,3,162,14,7,28,0
E33047496,273,37,0,4,14,2,4,145,16,22,29,0
E33047497,280,62,1,3,15,1,1,135,11,7,43,1
E33047498,657,39,0,6,58,2,7,352,37,19,136,1
E33047499,304,26,0,5,49,0,5,150,13,7,49,0
E33047500,586,26,0,10,85,4,6,237,39,55,121,3
E33047501,310,18,0,4,27,4,3,161,17,15,60,1
E33047502,351,37,0,2,28,2,1,181,14,10,75,1
E33047503,275,29,0,0,7,0,0,180,23,10,25,1
E33047504,367,87,0,4,13,3,0,194,26,10,26,4
E33047505,329,84,0,7,8,2,2,126,16,11,69,4
E33047506,321,99,0,5,15,0,6,136,13,17,29,1
E33047507,310,111,0,2,15,2,2,117,11,11,38,1
E33047508,288,84,0,3,6,1,2,142,20,10,17,3
E33047509,488,23,0,5,15,1,12,350,28,14,39,1
E33047510,630,24,0,3,15,0,5,509,17,22,33,2
E33047511,311,25,0,2,6,1,2,232,24,12,7,0
E33047512,296,128,0,3,10,1,2,111,11,3,26,1
E33047513,295,61,1,2,16,1,2,177,12,5,18,0
E33047514,309,91,0,1,10,0,0,164,13,6,22,2
E33047515,356,41,0,3,27,1,1,171,27,7,77,1
E33047516,315,83,0,2,20,3,3,145,7,6,45,1
E33047517,617,72,0,3,43,0,4,415,23,22,34,1
E33047518,266,63,0,1,16,0,1,131,9,9,36,0
E33047519,616,36,0,1,35,1,5,364,47,14,111,2
E33047520,594,13,0,2,31,1,13,431,28,24,49,2
E33047521,362,76,0,0,19,1,6,201,15,15,27,2
E33047522,297,51,0,1,8,1,2,165,22,5,41,1
E33047523,588,117,0,3,38,5,1,335,26,22,39,2
E33047524,378,28,0,1,28,1,4,220,26,8,58,4
E33047525,591,14,0,2,52,1,10,404,44,20,42,2
E33047526,460,34,0,1,18,0,15,309,22,17,43,1
E33047527,349,32,1,4,10,1,1,228,20,6,43,3
E33047528,327,40,0,1,6,0,2,214,12,2,50,0
E33047529,467,85,0,1,12,2,5,284,12,13,51,2
E33047530,508,40,0,5,32,0,8,350,22,12,38,1
E33047531,256,27,1,0,11,1,3,178,17,5,12,1
E33047532,656,33,2,1,46,1,11,406,47,27,79,3
E33047533,473,67,0,1,25,3,2,294,22,10,48,1
E33047534,349,60,0,0,16,7,3,193,25,3,42,0
E33047535,548,56,0,1,14,3,6,379,30,14,44,1
E33047536,486,21,0,0,26,0,3,269,38,13,114,2
E33047537,383,28,0,2,22,3,2,243,19,15,47,2
E33047538,433,107,0,0,17,0,3,223,28,5,47,3
E33047539,504,13,0,4,14,0,6,367,43,13,42,2
E33047540,376,14,0,3,19,1,4,251,15,16,51,2
E33047541,344,120,0,0,8,1,1,175,14,5,20,0
E33047542,352,90,0,5,13,0,2,186,17,7,30,2
E33047543,299,80,0,0,4,0,1,153,14,0,45,2
E33047544,448,54,0,0,16,0,1,247,33,2,94,1
E33047545,290,50,0,2,20,0,3,160,14,8,32,1
E33047546,733,137,0,0,41,2,7,395,48,14,85,4
E33047547,639,106,0,0,38,1,6,335,36,6,110,1
E33047548,735,185,0,7,18,2,2,401,48,7,63,2
E33047549,326,80,0,0,2,3,0,199,15,2,22,3
E33047550,571,66,0,0,55,4,2,291,37,11,103,2
E33047551,337,39,0,0,25,0,1,187,18,3,59,5
E33047552,289,124,0,1,0,0,7,129,12,4,11,1
E33047553,318,117,0,4,3,0,3,171,11,4,3,2
E33047554,292,71,0,0,4,0,1,179,13,2,21,1
E33047555,561,19,1,1,16,1,7,343,30,20,122,1
E33047556,545,130,1,1,11,1,2,284,22,5,85,3
E33047557,342,22,0,0,8,0,0,254,8,9,40,1
E33047558,296,168,0,3,5,0,3,95,10,3,9,0
E33047559,268,83,0,2,3,1,1,136,15,6,17,4
E33047560,1704,155,0,0,10,2,28,1321,34,25,123,6
E33047561,487,74,0,3,7,0,7,330,7,12,46,1
E33047562,262,127,1,1,1,1,1,105,5,3,16,1
E33047563,446,65,0,6,5,1,1,320,15,8,23,2
E33047564,298,49,2,0,4,2,0,192,13,5,31,0
E33047565,406,89,0,3,4,1,4,262,8,11,23,1
E33047566,338,51,1,4,8,0,4,209,8,11,40,2
E33047567,825,58,1,3,16,0,3,645,31,15,53,0
E33047568,572,40,0,4,19,1,4,431,27,19,24,3
E33047569,274,68,0,3,3,0,2,167,7,3,20,1
E33047570,294,98,0,0,18,0,4,130,15,14,14,1
E33047571,482,61,0,5,5,0,7,358,19,16,9,2
E33047572,438,32,0,2,3,0,4,323,18,19,36,1
E33047573,318,107,0,3,3,0,2,150,21,4,26,2
E33047574,407,67,0,1,4,0,1,277,19,10,26,2
E33047575,314,97,2,0,3,7,1,145,26,5,25,3
E33047576,220,50,0,2,3,0,0,99,16,3,47,0
E33047577,385,48,0,0,2,0,2,265,19,10,39,0
E33047578,301,67,0,3,9,0,1,163,11,8,34,5
E33047579,531,68,0,1,5,1,6,388,18,12,31,1
E33047580,270,91,0,3,1,0,0,135,9,6,23,2
E33047581,263,37,1,0,5,0,4,170,18,6,22,0
E33047582,223,90,0,3,3,0,0,110,8,2,6,1
E33047583,327,55,0,0,7,0,2,202,25,12,24,0
E33047584,274,93,0,1,5,1,0,128,6,12,28,0
E33047585,1118,134,0,4,9,1,29,818,56,52,13,2
E33047586,451,79,1,7,25,0,0,316,10,5,7,1
E33047587,246,96,0,0,3,2,3,120,10,1,11,0
E33047588,660,73,0,13,12,0,17,440,41,19,44,1
E33047589,360,75,0,0,9,0,2,222,10,16,26,0
E33047590,333,72,0,0,5,1,0,185,20,7,43,0
E33047591,328,70,0,2,5,0,3,165,19,11,52,1
E33047592,370,74,0,0,2,0,1,231,19,13,30,0
E33047593,241,40,0,0,4,1,2,134,6,11,43,0
E33047594,295,39,0,0,3,1,1,179,22,13,36,1
E33047595,262,53,0,2,1,0,2,157,6,11,30,0
E33047596,332,61,0,1,5,0,4,174,12,13,61,1
E33047597,318,65,0,3,5,1,3,199,11,7,21,3
E33047598,358,87,0,4,6,0,2,215,14,6,22,2
E33047599,622,75,0,8,139,0,4,265,36,14,78,3
E33047600,609,48,0,1,12,3,10,426,36,16,57,0
E33047601,323,83,1,2,6,0,2,176,7,11,35,0
E33047602,310,91,0,3,2,0,2,178,7,4,22,1
E33047603,503,132,0,7,21,0,7,236,22,11,65,2
E33047604,320,121,0,2,4,1,2,147,7,3,33,0
E33047605,852,119,1,5,12,1,4,524,32,24,126,4
E33047606,523,153,0,2,2,0,4,287,14,30,29,2
E33047607,542,102,0,3,4,1,3,290,16,18,102,3
E33047608,339,136,0,2,2,0,1,149,13,5,29,2
E33047609,287,127,1,7,4,1,1,115,3,7,19,2
E33047610,349,63,0,0,4,0,1,253,10,9,6,3
E33047611,329,62,0,1,5,0,5,185,22,10,37,2
E33047612,427,88,0,2,9,0,2,295,20,4,6,1
