GeographyCode,WP613EW0001,WP613EW0002,WP613EW0003,WP613EW0004,WP613EW0005
E33038416,229,43,70,71,45
E33038417,807,107,220,223,257
E33038418,359,86,129,85,59
E33038419,203,72,75,25,31
E33038420,519,206,181,68,64
E33038421,500,157,201,82,60
E33038422,263,76,103,46,38
E33038423,357,78,107,70,102
E33038424,315,94,115,54,52
E33038425,286,50,71,122,43
E33038426,378,71,133,95,79
E33038427,292,32,82,89,89
E33038428,256,35,65,81,75
E33038429,410,48,122,132,108
E33038430,196,52,55,66,23
E33038431,382,126,115,74,67
E33038432,677,117,259,135,166
E33038433,290,46,125,76,43
E33038434,703,217,286,137,63
E33038435,646,122,429,54,41
E33038436,1076,205,505,188,178
E33038437,213,32,53,40,88
E33038438,570,190,138,146,96
E33038439,620,97,420,49,54
E33038440,669,78,197,234,160
E33038441,1317,409,540,225,143
E33038442,257,38,94,70,55
E33038443,210,62,60,54,34
E33038444,233,39,93,55,46
E33038445,186,34,63,48,41
E33038446,1328,405,420,362,141
E33038447,1422,127,690,442,163
E33038448,223,36,62,78,47
E33038449,226,29,75,67,55
E33038450,422,57,108,131,126
E33038451,600,107,201,187,105
E33038452,407,102,137,90,78
E33038453,250,35,62,84,69
E33038454,729,83,170,242,234
E33038455,848,94,181,308,265
E33038456,383,57,105,124,97
E33038457,219,21,59,78,61
E33038458,432,41,115,119,157
E33038459,195,23,57,69,46
E33038460,1664,202,445,477,540
E33038461,239,25,81,79,54
E33038462,461,64,134,184,79
E33038463,206,30,60,62,54
E33038464,194,30,90,50,24
E33038465,543,97,272,102,72
E33038466,311,25,117,83,86
E33038467,321,28,90,132,71
E33038468,450,91,201,84,74
E33038469,413,51,127,120,115
E33038470,793,86,203,227,277
E33038471,1224,129,352,292,451
E33038472,245,26,59,112,48
E33038473,428,51,88,121,168
E33038474,603,65,204,163,171
E33038475,926,101,613,146,66
E33038476,209,66,78,41,24
E33038477,238,97,80,40,21
E33038478,573,181,220,102,70
E33038479,390,67,155,92,76
E33038480,214,40,102,31,41
E33038481,260,20,74,74,92
E33038482,257,43,94,53,67
E33038483,307,41,103,68,95
E33038484,288,49,104,67,68
E33038485,753,162,362,136,93
E33038486,355,70,118,83,84
E33038487,384,87,104,140,53
E33038488,573,126,192,125,130
E33038489,792,114,217,207,254
E33038490,334,33,163,72,66
E33038491,1614,206,527,395,486
E33038492,410,96,94,152,68
E33038493,279,26,91,95,67
E33038494,515,109,171,94,141
E33038495,269,38,80,65,86
E33038496,379,148,118,67,46
E33038497,901,92,235,222,352
E33038498,481,54,133,124,170
E33038499,739,135,175,230,199
E33038500,2202,485,847,514,356
E33038501,736,191,226,179,140
E33038502,362,35,128,89,110
E33038503,714,226,282,118,88
E33038504,990,111,260,338,281
E33038505,205,65,68,40,32
E33038506,361,50,228,51,32
E33038507,465,80,141,147,97
E33038508,202,20,64,69,49
E33038509,951,179,268,251,253
E33038510,610,72,233,161,144
E33038511,462,71,166,106,119
E33038512,245,81,72,64,28
E33038513,218,50,74,38,56
E33038514,394,106,144,84,60
E33038515,1041,208,254,363,216
E33038516,341,96,117,73,55
E33038517,284,63,104,77,40
E33038518,682,304,196,133,49
E33038519,1044,335,443,159,107
E33038520,501,146,205,101,49
E33038521,1032,81,272,333,346
E33038522,267,42,93,90,42
E33038523,226,50,84,64,28
E33038524,396,61,124,110,101
E33038525,498,160,186,90,62
E33038526,685,83,222,184,196
E33038527,395,57,142,109,87
E33038528,688,171,268,163,86
E33038529,778,65,178,301,234
E33038530,387,83,134,93,77
E33038531,272,68,129,47,28
E33038532,561,163,171,142,85
E33038533,745,231,255,147,112
E33038534,392,140,124,77,51
E33038535,369,156,127,46,40
E33038536,223,101,82,26,14
E33038537,329,129,126,43,31
E33038538,467,223,162,58,24
E33038539,225,71,103,31,20
E33038540,313,121,112,62,18
E33038541,407,168,140,52,47
E33038542,262,120,52,61,29
E33038543,219,41,69,53,56
E33038544,347,69,122,85,71
E33038545,952,202,248,157,345
E33038546,289,95,115,45,34
E33038547,469,205,159,67,38
E33038548,202,57,86,40,19
E33038549,205,63,84,23,35
E33038550,206,59,83,33,31
E33038551,1114,407,343,167,197
E33038552,462,171,177,65,49
E33038553,1416,283,428,298,407
E33038554,1442,324,700,242,176
E33038555,243,45,92,50,56
E33038556,657,205,248,128,76
E33038557,256,75,98,45,38
E33038558,360,107,175,48,30
E33038559,229,65,85,39,40
E33038560,244,82,92,39,31
E33038561,927,270,331,171,155
E33038562,196,19,28,124,25
E33038563,265,36,53,132,44
E33038564,225,56,85,48,36
E33038565,554,168,209,112,65
E33038566,616,112,261,144,99
E33038567,399,166,91,67,75
E33038568,525,80,314,78,53
E33038569,553,215,189,93,56
E33038570,207,70,74,31,32
E33038571,428,57,152,115,104
E33038572,645,64,157,144,280
E33038573,235,89,59,55,32
E33038574,435,133,120,108,74
E33038575,1038,268,291,182,297
E33038576,842,171,241,191,239
E33038577,346,75,109,61,101
E33038578,519,132,171,88,128
E33038579,318,51,76,85,106
E33038580,220,41,68,55,56
E33038581,929,155,285,226,263
E33038582,357,52,112,84,109
E33038583,631,83,186,164,198
E33038584,201,58,79,29,35
E33038585,269,27,76,87,79
E33038586,324,82,92,94,56
E33038587,257,58,68,45,86
E33038588,258,75,100,39,44
E33038589,216,64,77,45,30
E33038590,212,42,60,58,52
E33038591,194,27,61,61,45
E33038592,203,29,90,43,41
E33038593,958,130,275,213,340
E33038594,551,72,128,150,201
E33038595,261,42,73,71,75
E33038596,399,50,93,140,116
E33038597,427,113,146,100,68
E33038598,306,52,98,82,74
E33038599,621,98,220,199,104
E33038600,204,29,73,50,52
E33038601,271,35,63,120,53
E33038602,1239,214,341,322,362
E33038603,828,219,266,220,123
E33038604,434,60,125,87,162
E33038605,362,82,114,87,79
E33038606,298,70,73,75,80
E33038607,289,59,107,61,62
E33038608,297,39,92,90,76
E33038609,256,88,80,45,43
E33038610,269,48,91,75,55
E33038611,2047,491,661,435,460
E33038612,519,121,227,100,71
E33038613,301,94,96,77,34
E33038614,279,76,88,46,69
E33038615,543,119,218,120,86
E33038616,489,121,137,145,86
E33038617,304,39,122,96,47
E33038618,785,352,269,118,46
E33038619,467,122,254,59,32
E33038620,529,185,170,125,49
E33038621,269,66,65,107,31
E33038622,311,79,102,76,54
E33038623,250,98,72,56,24
E33038624,601,53,116,322,110
E33038625,603,71,164,152,216
E33038626,356,156,71,77,52
E33038627,179,106,35,15,23
E33038628,382,192,105,44,41
E33038629,371,215,58,58,40
E33038630,183,90,59,13,21
E33038631,343,140,158,32,13
E33038632,242,77,81,41,43
E33038633,719,452,189,46,32
E33038634,327,102,102,61,62
E33038635,185,69,53,27,36
E33038636,504,81,146,111,166
E33038637,550,216,121,113,100
E33038638,199,63,53,36,47
E33038639,643,149,200,122,172
E33038640,457,177,161,49,70
E33038641,200,54,67,44,35
E33038642,336,98,120,57,61
E33038643,285,76,110,35,64
E33038644,381,65,115,84,117
E33038645,448,150,155,64,79
E33038646,713,165,251,172,125
E33038647,184,96,36,30,22
E33038648,329,122,104,36,67
E33038649,274,91,58,60,65
E33038650,577,87,168,113,209
E33038651,213,106,64,25,18
E33038652,263,91,104,35,33
E33038653,222,64,69,54,35
E33038654,305,161,109,24,11
E33038655,253,111,70,41,31
E33038656,747,317,286,73,71
E33038657,840,389,287,90,74
E33038658,1507,989,360,90,68
E33038659,344,119,141,44,40
E33038660,1838,855,659,193,131
E33038661,717,367,264,55,31
E33038662,361,141,140,48,32
E33038663,762,322,238,101,101
E33038664,1266,428,504,197,137
E33038665,6955,2816,2397,995,747
E33038666,874,346,349,107,72
E33038667,562,252,122,104,84
E33038668,947,277,442,144,84
E33038669,380,137,151,49,43
E33038670,254,116,48,47,43
E33038671,997,367,286,179,165
E33038672,1762,992,538,152,80
E33038673,390,148,108,91,43
E33038674,401,199,105,69,28
E33038675,728,386,235,64,43
E33038676,701,212,267,129,93
E33038677,659,424,154,52,29
E33038678,1312,559,360,188,205
E33038679,289,56,51,108,74
E33038680,585,60,136,271,118
E33038681,416,152,107,72,85
E33038682,202,25,80,44,53
E33038683,676,154,277,151,94
E33038684,3566,493,642,911,1520
E33038685,306,84,89,72,61
E33038686,2140,724,687,322,407
E33038687,1069,558,308,120,83
E33038688,214,112,46,36,20
E33038689,306,177,87,27,15
E33038690,634,437,134,36,27
E33038691,651,358,192,53,48
E33038692,423,153,136,66,68
E33038693,409,243,80,55,31
E33038694,344,95,118,59,72
E33038695,442,212,125,56,49
E33038696,365,104,124,64,73
E33038697,218,102,62,34,20
E33038698,512,253,156,69,34
E33038699,305,142,95,34,34
E33038700,300,147,65,56,32
E33038701,260,57,77,63,63
E33038702,789,207,263,182,137
E33038703,954,586,207,112,49
E33038704,244,52,77,78,37
E33038705,724,126,205,190,203
E33038706,303,35,85,79,104
E33038707,213,34,65,66,48
E33038708,191,36,66,58,31
E33038709,435,159,94,100,82
E33038710,310,89,92,69,60
E33038711,245,67,74,53,51
E33038712,192,22,44,61,65
E33038713,716,66,152,201,297
E33038714,309,66,109,80,54
E33038715,431,159,131,72,69
E33038716,280,99,113,42,26
E33038717,558,172,152,121,113
E33038718,242,83,90,38,31
E33038719,371,128,132,55,56
E33038720,334,174,112,24,24
E33038721,762,287,317,98,60
E33038722,365,103,82,90,90
E33038723,504,185,137,98,84
E33038724,1605,750,498,239,118
E33038725,387,147,68,100,72
E33038726,389,108,126,88,67
E33038727,891,247,383,134,127
E33038728,648,146,359,91,52
E33038729,200,51,69,56,24
E33038730,219,59,68,52,40
E33038731,293,96,102,49,46
E33038732,243,66,100,43,34
E33038733,320,177,65,61,17
E33038734,393,100,122,96,75
E33038735,201,46,67,51,37
E33038736,207,67,63,44,33
E33038737,511,128,183,101,99
E33038738,321,86,130,82,23
E33038739,196,54,63,41,38
E33038740,243,61,81,59,42
E33038741,217,45,76,56,40
E33038742,302,80,97,66,59
E33038743,644,247,135,102,160
E33038744,241,80,71,42,48
E33038745,220,50,95,41,34
E33038746,419,77,139,95,108
E33038747,239,75,86,49,29
E33038748,196,46,71,44,35
E33038749,1138,540,346,144,108
E33038750,227,89,75,45,18
E33038751,1181,412,357,219,193
E33038752,439,122,162,97,58
E33038753,731,232,244,142,113
E33038754,208,58,46,45,59
E33038755,209,59,87,33,30
E33038756,216,40,63,65,48
E33038757,389,252,85,32,20
E33038758,1013,191,514,183,125
E33038759,227,59,58,86,24
E33038760,382,89,120,97,76
E33038761,364,111,105,88,60
E33038762,639,294,181,94,70
E33038763,481,84,136,157,104
E33038764,626,182,196,165,83
E33038765,457,240,125,58,34
E33038766,495,261,147,55,32
E33038767,399,238,108,33,20
E33038768,1661,882,405,203,171
E33038769,232,52,48,60,72
E33038770,2126,1190,556,205,175
E33038771,453,211,123,69,50
E33038772,246,68,74,56,48
E33038773,199,78,49,46,26
E33038774,235,108,73,28,26
E33038775,470,270,130,46,24
E33038776,503,265,150,56,32
E33038777,1546,703,473,184,186
E33038778,640,329,170,71,70
E33038779,621,247,207,89,78
E33038780,647,94,147,221,185
E33038781,319,89,93,96,41
E33038782,264,109,59,73,23
E33038783,216,66,69,47,34
E33038784,188,44,77,47,20
E33038785,597,94,150,208,145
E33038786,562,64,130,205,163
E33038787,312,126,79,63,44
E33038788,932,225,310,232,165
E33038789,203,86,62,33,22
E33038790,195,46,56,64,29
E33038791,347,165,109,47,26
E33038792,284,102,103,52,27
E33038793,100,15,38,24,23
E33038794,219,53,77,44,45
E33038795,641,223,168,181,69
E33038796,340,89,97,107,47
E33038797,849,140,246,247,216
E33038798,239,50,90,53,46
E33038799,403,89,132,101,81
E33038800,264,51,102,61,50
E33038801,610,97,168,159,186
E33038802,221,41,58,88,34
E33038803,217,76,79,43,19
E33038804,195,71,72,31,21
E33038805,264,57,73,76,58
E33038806,268,42,60,73,93
E33038807,269,58,103,48,60
E33038808,375,107,131,73,64
E33038809,191,38,58,57,38
E33038810,321,42,89,113,77
E33038811,226,23,58,90,55
E33038812,861,241,230,157,233
E33038813,294,89,85,55,65
E33038814,487,226,157,66,38
E33038815,275,76,80,65,54
E33038816,429,98,179,102,50
E33038817,304,114,99,41,50
E33038818,763,423,197,81,62
E33038819,271,122,66,48,35
E33038820,363,112,125,69,57
E33038821,547,210,218,78,41
E33038822,394,137,118,89,50
E33038823,320,139,96,40,45
E33038824,294,165,85,26,18
E33038825,209,70,103,22,14
E33038826,785,429,198,101,57
E33038827,221,26,67,81,47
E33038828,230,47,89,63,31
E33038829,432,114,142,95,81
E33038830,883,174,266,271,172
E33038831,2138,1142,691,186,119
E33038832,264,59,126,36,43
E33038833,205,36,65,39,65
E33038834,1122,607,372,78,65
E33038835,772,117,216,179,260
E33038836,1038,151,299,251,337
E33038837,840,231,276,191,142
E33038838,361,89,127,65,80
E33038839,214,59,81,41,33
E33038840,378,132,129,75,42
E33038841,612,177,198,134,103
E33038842,289,153,76,40,20
E33038843,443,218,107,66,52
E33038844,606,224,237,75,70
E33038845,330,123,125,48,34
E33038846,243,57,99,39,48
E33038847,334,102,151,58,23
E33038848,419,58,146,139,76
E33038849,326,120,101,62,43
E33038850,266,55,120,48,43
E33038851,689,238,224,155,72
E33038852,878,192,295,163,228
E33038853,348,173,102,51,22
E33038854,484,226,189,51,18
E33038855,250,62,100,60,28
E33038856,684,265,277,90,52
E33038857,229,41,59,89,40
E33038858,1744,968,432,197,147
E33038859,459,214,151,61,33
E33038860,695,324,195,115,61
E33038861,280,110,102,29,39
E33038862,480,202,172,67,39
E33038863,379,109,172,66,32
E33038864,276,126,90,37,23
E33038865,296,77,86,53,80
E33038866,281,51,68,124,38
E33038867,306,143,113,28,22
E33038868,555,78,154,205,118
E33038869,1249,479,547,159,64
E33038870,362,130,171,39,22
E33038871,311,101,141,29,40
E33038872,334,175,110,27,22
E33038873,406,79,142,94,91
E33038874,223,109,66,31,17
E33038875,484,149,175,76,84
E33038876,327,96,144,49,38
E33038877,530,296,173,35,26
E33038878,278,134,96,21,27
E33038879,1196,423,452,180,141
E33038880,501,142,188,93,78
E33038881,385,124,130,68,63
E33038882,578,192,211,100,75
E33038883,206,107,54,28,17
E33038884,892,230,350,149,163
E33038885,232,60,85,48,39
E33038886,419,151,158,69,41
E33038887,685,148,243,127,167
E33038888,373,126,135,69,43
E33038889,440,215,142,52,31
E33038890,427,95,172,72,88
E33038891,199,107,49,24,19
E33038892,459,168,163,69,59
E33038893,176,59,56,41,20
E33038894,354,100,117,83,54
E33038895,514,201,129,120,64
E33038896,690,186,210,191,103
E33038897,215,80,79,35,21
E33038898,209,90,40,49,30
E33038899,799,321,278,134,66
E33038900,1875,383,1213,189,90
E33038901,256,144,68,24,20
E33038902,276,117,52,76,31
E33038903,596,157,213,127,99
E33038904,222,56,87,38,41
E33038905,381,37,168,122,54
E33038906,486,92,159,143,92
E33038907,900,145,300,259,196
E33038908,335,191,114,16,14
E33038909,454,245,111,69,29
E33038910,382,153,103,70,56
E33038911,191,73,51,38,29
E33038912,830,149,253,214,214
E33038913,233,81,63,72,17
E33038914,270,67,87,56,60
E33038915,241,81,90,42,28
E33038916,783,346,312,74,51
E33038917,355,182,92,56,25
E33038918,370,83,108,127,52
E33038919,225,54,72,68,31
E33038920,284,119,118,28,19
E33038921,557,204,221,91,41
E33038922,332,93,145,60,34
E33038923,187,58,58,46,25
E33038924,230,82,82,42,24
E33038925,982,337,317,168,160
E33038926,1863,1125,505,125,108
E33038927,536,206,164,86,80
E33038928,321,158,87,52,24
E33038929,1165,426,387,224,128
E33038930,258,54,83,82,39
E33038931,553,175,212,84,82
E33038932,389,64,110,92,123
E33038933,248,77,89,53,29
E33038934,214,100,62,31,21
E33038935,461,250,151,45,15
E33038936,433,201,158,52,22
E33038937,197,43,67,56,31
E33038938,190,62,57,45,26
E33038939,950,443,357,93,57
E33038940,933,202,366,260,105
E33038941,214,60,98,32,24
E33038942,431,105,175,83,68
E33038943,321,75,108,82,56
E33038944,3391,1002,1329,641,419
E33038945,633,102,234,217,80
E33038946,469,84,156,113,116
E33038947,369,163,128,47,31
E33038948,278,87,97,45,49
E33038949,249,71,107,49,22
E33038950,436,111,143,135,47
E33038951,667,139,232,167,129
E33038952,1040,519,362,100,59
E33038953,215,56,79,46,34
E33038954,572,167,207,119,79
E33038955,236,49,85,67,35
E33038956,528,179,222,79,48
E33038957,260,52,103,62,43
E33038958,244,47,77,99,21
E33038959,1353,448,526,207,172
E33038960,219,29,80,50,60
E33038961,471,278,115,53,25
E33038962,517,231,214,40,32
E33038963,726,306,287,74,59
E33038964,409,150,174,47,38
E33038965,202,44,82,48,28
E33038966,589,261,176,83,69
E33038967,466,188,198,43,37
E33038968,564,160,277,72,55
E33038969,281,74,102,47,58
E33038970,207,32,100,40,35
E33038971,216,54,67,46,49
E33038972,402,154,158,55,35
E33038973,329,83,93,75,78
E33038974,365,125,128,60,52
E33038975,553,180,230,89,54
E33038976,232,70,81,47,34
E33038977,305,86,113,63,43
E33038978,350,202,95,35,18
E33038979,314,103,102,55,54
E33038980,308,162,109,29,8
E33038981,1510,897,395,142,76
E33038982,665,248,259,104,54
E33038983,610,128,232,151,99
E33038984,907,346,302,163,96
E33038985,1432,866,390,111,65
E33038986,200,49,44,83,24
E33038987,391,171,167,29,24
E33038988,518,159,235,80,44
E33038989,255,47,62,87,59
E33038990,417,49,130,95,143
E33038991,880,332,279,159,110
E33038992,686,254,307,68,57
E33038993,229,69,98,39,23
E33038994,200,88,74,23,15
E33038995,433,179,137,84,33
E33038996,510,219,162,72,57
E33038997,826,292,218,153,163
E33038998,501,209,187,68,37
E33038999,214,16,51,112,35
E33039000,1490,788,440,151,111
E33039001,640,310,236,55,39
E33039002,1912,1210,487,138,77
E33039003,873,191,252,205,225
E33039004,318,72,120,57,69
E33039005,381,152,113,69,47
E33039006,360,82,146,84,48
E33039007,409,185,131,54,39
E33039008,301,121,82,60,38
E33039009,767,263,291,144,69
E33039010,345,66,124,103,52
E33039011,1156,601,380,120,55
E33039012,533,134,236,95,68
E33039013,3008,961,1219,486,342
E33039014,1104,491,418,128,67
E33039015,629,183,238,145,63
E33039016,468,98,162,126,82
E33039017,819,177,335,218,89
E33039018,3333,2167,739,287,140
E33039019,246,49,85,64,48
E33039020,214,39,78,50,47
E33039021,289,88,119,49,33
E33039022,212,32,54,63,63
E33039023,458,215,128,61,54
E33039024,576,70,205,148,153
E33039025,244,82,89,29,44
E33039026,356,58,169,66,63
E33039027,335,106,155,43,31
E33039028,678,129,250,140,159
E33039029,290,104,101,45,40
E33039030,291,60,110,68,53
E33039031,200,47,67,40,46
E33039032,335,62,114,79,80
E33039033,220,46,76,45,53
E33039034,357,203,101,33,20
E33039035,874,501,219,104,50
E33039036,501,142,180,103,76
E33039037,99,24,30,36,9
E33039038,353,113,117,53,70
E33039039,539,201,175,93,70
E33039040,277,122,67,62,26
E33039041,403,123,111,104,65
E33039042,213,94,73,32,14
E33039043,589,157,201,182,49
E33039044,380,73,118,129,60
E33039045,279,109,93,40,37
E33039046,318,71,118,89,40
E33039047,283,88,101,60,34
E33039048,1033,476,355,124,78
E33039049,186,69,79,23,15
E33039050,302,52,102,76,72
E33039051,1354,738,401,143,72
E33039052,4552,1441,1734,851,526
E33039053,726,139,231,237,119
E33039054,396,96,150,97,53
E33039055,630,175,207,144,104
E33039056,365,45,81,137,102
E33039057,295,103,97,53,42
E33039058,360,105,149,77,29
E33039059,541,138,173,129,101
E33039060,767,179,228,203,157
E33039061,689,248,229,141,71
E33039062,242,72,68,75,27
E33039063,293,66,100,74,53
E33039064,490,143,178,103,66
E33039065,1210,352,300,325,233
E33039066,368,101,127,80,60
E33039067,232,58,75,56,43
E33039068,395,84,126,101,84
E33039069,593,127,220,139,107
E33039070,311,107,107,54,43
E33039071,313,55,140,90,28
E33039072,353,102,132,73,46
E33039073,422,118,144,92,68
E33039074,240,68,72,65,35
E33039075,276,43,74,79,80
E33039076,193,61,63,31,38
E33039077,199,60,62,48,29
E33039078,261,59,69,64,69
E33039079,370,217,80,46,27
E33039080,409,168,154,46,41
E33039081,632,304,163,108,57
E33039082,448,145,166,74,63
E33039083,194,45,64,44,41
E33039084,259,80,114,45,20
E33039085,482,205,174,65,38
E33039086,343,108,121,57,57
E33039087,133,12,28,67,26
E33039088,196,61,76,43,16
E33039089,405,168,157,53,27
E33039090,380,107,136,67,70
E33039091,233,58,111,41,23
E33039092,712,210,248,140,114
E33039093,412,76,138,125,73
E33039094,330,85,117,70,58
E33039095,303,104,105,54,40
E33039096,235,110,47,50,28
E33039097,676,115,184,161,216
E33039098,510,112,176,143,79
E33039099,300,152,63,50,35
E33039100,610,259,203,87,61
E33039101,345,98,70,107,70
E33039102,304,125,98,58,23
E33039103,315,119,97,62,37
E33039104,247,56,84,52,55
E33039105,261,108,86,45,22
E33039106,432,118,123,90,101
E33039107,226,59,79,53,35
E33039108,210,78,76,35,21
E33039109,145,29,53,32,31
E33039110,219,77,68,40,34
E33039111,264,99,71,53,41
E33039112,439,129,82,102,126
E33039113,310,91,102,64,53
E33039114,362,111,144,58,49
E33039115,300,98,80,83,39
E33039116,226,62,71,64,29
E33039117,390,51,108,165,66
E33039118,325,84,111,67,63
E33039119,750,112,217,181,240
E33039120,205,75,74,34,22
E33039121,435,74,107,110,144
E33039122,322,88,116,50,68
E33039123,531,217,214,56,44
E33039124,989,197,329,198,265
E33039125,609,228,214,94,73
E33039126,1143,650,341,90,62
E33039127,401,144,164,65,28
E33039128,202,67,73,27,35
E33039129,191,35,79,46,31
E33039130,384,131,146,61,46
E33039131,318,172,76,30,40
E33039132,537,221,145,65,106
E33039133,390,143,125,57,65
E33039134,528,195,215,60,58
E33039135,707,322,265,66,54
E33039136,279,109,80,32,58
E33039137,423,192,138,57,36
E33039138,1367,939,289,94,45
E33039139,192,62,49,41,40
E33039140,256,34,72,75,75
E33039141,1322,310,406,282,324
E33039142,277,90,99,35,53
E33039143,891,198,294,209,190
E33039144,351,111,158,54,28
E33039145,273,134,76,36,27
E33039146,215,50,88,49,28
E33039147,360,81,120,95,64
E33039148,309,96,105,75,33
E33039149,201,32,54,70,45
E33039150,347,59,135,85,68
E33039151,294,54,99,84,57
E33039152,270,43,94,66,67
E33039153,322,57,132,70,63
E33039154,208,24,68,71,45
E33039155,1176,490,371,193,122
E33039156,696,162,222,180,132
E33039157,292,49,104,75,64
E33039158,296,51,83,110,52
E33039159,918,168,256,323,171
E33039160,376,48,188,77,63
E33039161,338,64,109,92,73
E33039162,654,183,272,124,75
E33039163,190,48,54,49,39
E33039164,209,63,84,37,25
E33039165,346,58,132,73,83
E33039166,505,133,189,107,76
E33039167,193,29,58,60,46
E33039168,220,38,73,46,63
E33039169,280,64,76,60,80
E33039170,343,61,106,49,127
E33039171,262,54,75,69,64
E33039172,317,72,111,81,53
E33039173,578,67,144,173,194
E33039174,252,37,53,113,49
E33039175,389,50,127,88,124
E33039176,265,11,99,67,88
E33039177,239,39,56,57,87
E33039178,813,229,277,178,129
E33039179,485,74,106,87,218
E33039180,496,80,146,135,135
E33039181,213,36,82,57,38
E33039182,218,40,73,47,58
E33039183,634,94,195,235,110
E33039184,683,98,224,237,124
E33039185,303,78,84,96,45
E33039186,457,37,134,110,176
E33039187,767,137,269,165,196
E33039188,241,64,90,36,51
E33039189,203,67,72,41,23
E33039190,232,68,94,32,38
E33039191,474,150,237,55,32
E33039192,640,307,193,74,66
E33039193,324,132,132,29,31
E33039194,1238,498,481,156,103
E33039195,297,120,117,33,27
E33039196,1061,452,294,193,122
E33039197,206,43,65,50,48
E33039198,232,69,81,50,32
E33039199,290,134,92,36,28
E33039200,212,91,79,31,11
E33039201,452,99,152,85,116
E33039202,397,104,149,83,61
E33039203,479,99,181,95,104
E33039204,342,57,124,85,76
E33039205,503,105,202,93,103
E33039206,340,56,104,68,112
E33039207,794,255,298,136,105
E33039208,343,82,118,101,42
E33039209,232,40,86,51,55
E33039210,596,165,227,112,92
E33039211,954,144,256,285,269
E33039212,612,259,175,124,54
E33039213,255,42,68,111,34
E33039214,230,96,68,41,25
E33039215,335,48,142,76,69
E33039216,616,86,206,159,165
E33039217,302,111,70,78,43
E33039218,192,76,84,23,9
E33039219,534,109,135,123,167
E33039220,233,39,57,76,61
E33039221,335,80,102,103,50
E33039222,197,90,46,46,15
E33039223,398,139,143,74,42
E33039224,349,101,96,96,56
E33039225,227,73,66,51,37
E33039226,572,161,167,143,101
E33039227,378,57,78,84,159
E33039228,562,195,175,108,84
E33039229,183,43,53,60,27
E33039230,301,80,105,67,49
E33039231,303,82,101,78,42
E33039232,687,141,155,115,276
E33039233,546,115,172,102,157
E33039234,280,73,95,49,63
E33039235,309,94,87,93,35
E33039236,730,296,265,102,67
E33039237,331,48,120,114,49
E33039238,441,110,165,67,99
E33039239,319,29,159,93,38
E33039240,492,125,218,94,55
E33039241,3663,561,1486,995,621
E33039242,441,76,125,168,72
E33039243,1041,131,437,300,173
E33039244,3258,602,1661,701,294
E33039245,326,79,136,71,40
E33039246,234,19,68,59,88
E33039247,694,280,281,73,60
E33039248,6712,969,2315,2210,1218
E33039249,394,85,136,113,60
E33039250,484,117,194,91,82
E33039251,1645,180,606,449,410
E33039252,1006,131,173,520,182
E33039253,613,288,213,81,31
E33039254,590,106,200,136,148
E33039255,3969,1150,1740,809,270
E33039256,322,57,111,83,71
E33039257,371,134,103,76,58
E33039258,180,19,80,38,43
E33039259,326,58,81,54,133
E33039260,432,149,173,84,26
E33039261,227,36,90,51,50
E33039262,1916,1115,481,215,105
E33039263,1179,306,516,214,143
E33039264,629,173,265,121,70
E33039265,373,78,115,97,83
E33039266,840,392,282,81,85
E33039267,260,84,104,59,13
E33039268,241,53,95,39,54
E33039269,1179,293,502,264,120
E33039270,773,252,198,153,170
E33039271,526,266,164,54,42
E33039272,711,202,266,165,78
E33039273,285,62,105,60,58
E33039274,450,76,134,175,65
E33039275,604,100,183,167,154
E33039276,421,131,140,101,49
E33039277,336,57,115,72,92
E33039278,778,322,299,77,80
E33039279,621,105,209,146,161
E33039280,388,193,138,43,14
E33039281,271,37,111,53,70
E33039282,335,62,100,87,86
E33039283,891,147,297,198,249
E33039284,818,245,367,151,55
E33039285,886,207,338,221,120
E33039286,1014,479,285,128,122
E33039287,322,54,136,85,47
E33039288,1670,355,697,418,200
E33039289,270,34,96,84,56
E33039290,308,57,131,73,47
E33039291,248,68,110,41,29
E33039292,540,54,113,327,46
E33039293,319,90,136,62,31
E33039294,206,66,81,29,30
E33039295,466,239,130,57,40
E33039296,780,182,254,135,209
E33039297,583,95,197,150,141
E33039298,323,88,98,98,39
E33039299,242,46,60,87,49
E33039300,706,113,208,145,240
E33039301,271,100,58,66,47
E33039302,269,43,80,76,70
E33039303,240,67,53,86,34
E33039304,354,98,119,85,52
E33039305,470,176,231,36,27
E33039306,222,48,78,52,44
E33039307,215,39,69,55,52
E33039308,219,83,96,26,14
E33039309,259,63,100,59,37
E33039310,274,78,101,53,42
E33039311,251,96,90,39,26
E33039312,724,141,229,148,206
E33039313,199,59,74,41,25
E33039314,553,113,180,118,142
E33039315,342,120,100,59,63
E33039316,1162,407,382,177,196
E33039317,726,174,335,136,81
E33039318,303,81,130,53,39
E33039319,1160,367,452,226,115
E33039320,1067,494,410,123,40
E33039321,673,293,239,92,49
E33039322,431,111,145,77,98
E33039323,206,78,92,20,16
E33039324,284,147,51,44,42
E33039325,233,69,74,61,29
E33039326,320,60,114,95,51
E33039327,268,87,91,64,26
E33039328,352,103,93,113,43
E33039329,379,71,87,124,97
E33039330,312,71,108,83,50
E33039331,521,140,162,111,108
E33039332,424,146,135,79,64
E33039333,364,118,138,70,38
E33039334,501,129,152,157,63
E33039335,213,64,53,65,31
E33039336,432,100,149,119,64
E33039337,347,90,139,76,42
E33039338,275,65,120,51,39
