GeographyCode,WP206WA0001,WP206WA0002,WP206WA0003,WP206WA0004,WP206WA0005,WP206WA0006,WP206WA0007,WP206WA0008
W35001486,724,546,157,113,107,88,124,8
W35001487,384,261,115,81,72,56,85,1
W35001488,467,324,125,88,83,57,102,0
W35001489,478,395,63,46,43,26,56,0
W35001490,290,249,34,18,19,14,21,3
W35001491,276,216,45,36,33,26,41,4
W35001492,469,362,95,61,66,52,73,3
W35001493,379,310,57,29,27,23,33,6
W35001494,280,217,57,41,41,32,46,0
W35001495,262,217,37,28,23,19,32,0
W35001496,365,307,51,34,32,25,38,2
W35001497,332,281,41,22,25,14,31,4
W35001498,425,362,44,24,25,22,33,13
W35001499,309,249,51,20,24,19,29,3
W35001500,318,261,46,33,26,23,35,1
W35001501,309,262,39,28,28,22,31,3
W35001502,439,369,64,37,41,31,43,1
W35001503,616,544,65,41,36,25,46,2
W35001504,562,486,60,49,44,36,54,1
W35001505,260,212,42,23,21,16,27,0
W35001506,463,379,68,48,46,36,55,3
W35001507,349,302,33,26,26,19,31,4
W35001508,313,271,32,23,20,15,26,3
W35001509,326,248,69,38,37,30,42,1
W35001510,260,205,43,33,33,26,39,0
W35001511,320,247,36,29,28,22,33,29
W35001512,313,243,58,43,47,39,55,1
W35001513,348,310,30,17,15,8,20,4
W35001514,365,302,55,38,37,31,43,4
W35001515,239,214,22,16,13,11,16,1
W35001516,341,304,30,22,16,11,25,0
W35001517,362,301,38,30,32,28,37,14
W35001518,291,245,37,26,23,17,30,2
W35001519,245,206,27,16,14,12,19,6
W35001520,465,399,54,36,36,26,43,2
W35001521,618,525,76,54,50,35,65,3
W35001522,337,285,45,25,30,20,31,0
W35001523,254,200,45,28,32,23,37,0
W35001524,397,333,51,40,32,27,43,6
W35001525,315,265,39,27,26,21,34,4
W35001526,482,401,64,44,43,32,52,6
W35001527,242,204,27,22,24,16,27,2
W35001528,403,346,48,35,34,32,37,2
W35001529,341,296,36,8,14,5,14,6
W35001530,430,384,34,21,27,18,29,6
W35001531,343,269,48,30,31,26,35,21
W35001532,493,421,61,42,49,30,52,2
W35001533,410,350,54,32,27,24,35,1
W35001534,360,304,51,39,34,28,41,2
W35001535,289,248,31,22,22,14,25,5
W35001536,313,254,51,33,30,23,36,0
W35001537,315,259,47,28,29,20,37,0
W35001538,370,299,61,45,40,34,48,4
W35001539,570,481,73,47,47,40,56,4
W35001540,788,422,332,311,275,246,314,0
W35001541,268,72,188,156,151,136,162,0
W35001542,526,163,329,300,268,246,306,2
W35001543,534,154,329,333,319,295,341,4
W35001544,362,143,195,188,186,174,194,3
W35001545,269,107,141,134,131,117,138,0
W35001546,349,143,176,131,127,107,147,5
W35001547,249,98,126,95,91,75,104,14
W35001548,285,130,140,121,122,101,128,1
W35001549,318,146,151,129,116,97,138,2
W35001550,452,160,268,247,230,211,252,0
W35001551,291,109,163,144,136,120,150,0
W35001552,379,140,213,198,178,170,202,0
W35001553,308,81,210,201,183,171,203,0
W35001554,323,136,162,150,133,120,152,0
W35001555,478,153,287,259,237,218,271,5
W35001556,348,156,179,153,131,109,155,0
W35001557,661,198,427,345,322,274,365,4
W35001558,478,173,275,241,218,181,249,4
W35001559,242,87,137,131,122,113,132,6
W35001560,383,139,230,175,164,130,186,0
W35001561,295,108,165,154,142,131,161,0
W35001562,265,87,161,152,138,119,156,1
W35001563,356,123,215,206,196,178,208,0
W35001564,316,117,183,142,135,119,150,0
W35001565,307,111,183,167,149,128,171,0
W35001566,286,110,146,135,124,103,149,1
W35001567,314,125,171,156,144,134,162,0
W35001568,438,137,280,240,220,206,245,0
W35001569,501,184,281,233,230,199,251,2
W35001570,332,143,164,117,105,88,131,0
W35001571,303,115,177,158,146,136,162,1
W35001572,642,268,315,243,228,188,260,27
W35001573,281,100,166,149,138,127,152,1
W35001574,390,140,221,179,167,147,190,0
W35001575,597,285,285,224,196,174,232,2
W35001576,319,112,186,142,132,111,151,0
W35001577,272,116,136,109,89,75,116,2
W35001578,297,116,161,133,126,105,142,0
W35001579,588,248,306,228,202,171,241,0
W35001580,321,133,168,135,134,116,145,0
W35001581,524,195,289,248,225,187,256,0
W35001582,307,118,160,125,112,90,133,5
W35001583,386,112,240,231,203,174,240,1
W35001584,286,77,189,169,153,129,178,0
W35001585,261,76,164,143,128,108,148,0
W35001586,374,138,212,186,164,136,193,0
W35001587,665,224,408,333,273,239,343,1
W35001588,374,126,231,181,159,134,189,0
W35001589,380,161,193,158,133,112,167,4
W35001590,989,471,470,371,315,251,390,2
W35001591,352,88,220,214,182,159,222,2
W35001592,303,125,162,120,113,87,130,5
W35001593,550,206,305,264,247,219,274,9
W35001594,291,105,165,142,127,105,151,0
W35001595,279,73,193,168,157,141,173,0
W35001596,336,118,196,159,138,110,166,2
W35001597,356,132,192,166,152,128,180,7
W35001598,352,89,239,184,150,134,197,0
W35001599,270,89,164,127,104,82,137,0
W35001600,351,128,204,158,148,125,166,1
W35001601,355,100,235,196,187,173,212,0
W35001602,534,185,305,281,247,214,292,6
W35001603,252,75,161,153,130,107,158,0
W35001604,821,318,435,363,341,294,386,19
W35001605,382,112,243,226,208,183,231,2
W35001606,271,71,176,164,157,135,171,0
W35001607,1945,1105,758,605,544,473,628,16
W35001608,258,69,178,164,151,130,167,0
W35001609,535,136,352,353,309,290,356,3
W35001610,335,145,159,151,137,120,159,4
W35001611,470,187,255,223,205,171,231,1
W35001612,259,56,185,174,167,153,180,1
W35001613,247,114,112,92,76,64,97,2
W35001614,301,97,185,160,135,117,163,0
W35001615,483,275,176,131,122,105,149,2
W35001616,368,151,194,145,132,117,156,1
W35001617,276,110,148,123,109,93,127,1
W35001618,243,103,129,99,87,71,104,2
W35001619,309,124,164,126,115,93,137,0
W35001620,332,170,146,103,104,86,113,0
W35001621,286,143,128,90,80,72,96,0
W35001622,276,136,127,97,89,75,103,2
W35001623,265,154,99,70,69,58,80,1
W35001624,266,144,110,70,70,55,77,3
W35001625,325,182,129,65,63,50,77,0
W35001626,1860,1030,738,488,450,365,540,23
W35001627,272,151,106,63,55,42,70,9
W35001628,296,128,151,107,96,86,111,0
W35001629,299,168,110,83,79,62,92,4
W35001630,246,125,111,65,64,51,78,2
W35001631,452,232,203,122,121,99,142,2
W35001632,604,319,258,216,213,194,229,1
W35001633,324,131,180,133,127,117,142,0
W35001634,289,156,120,82,70,63,87,0
W35001635,305,185,111,74,63,47,80,0
W35001636,945,446,451,347,339,289,376,1
W35001637,346,197,132,89,89,73,101,0
W35001638,410,218,170,106,106,77,123,0
W35001639,295,129,143,110,98,89,115,8
W35001640,507,253,235,155,144,113,173,0
W35001641,499,301,181,128,126,99,146,0
W35001642,625,367,238,162,142,119,170,1
W35001643,231,113,108,68,62,43,80,0
W35001644,264,129,125,77,72,61,88,0
W35001645,334,180,138,87,80,63,99,0
W35001646,1168,685,447,301,281,248,328,1
W35001647,470,282,169,97,103,79,117,3
W35001648,265,152,103,61,59,41,70,0
W35001649,299,194,85,52,47,35,60,9
W35001650,376,250,112,65,59,43,73,2
W35001651,233,152,70,52,43,37,57,1
W35001652,649,401,214,137,127,110,154,0
W35001653,298,202,85,52,48,38,56,4
W35001654,286,154,121,89,85,69,96,0
W35001655,361,216,131,84,79,66,94,3
W35001656,527,337,169,110,99,86,121,2
W35001657,286,177,94,67,65,51,74,0
W35001658,659,479,153,95,96,78,113,2
W35001659,411,295,98,63,59,46,74,4
W35001660,289,141,137,104,96,78,109,0
W35001661,707,516,170,121,121,91,139,1
W35001662,4454,3348,956,617,637,488,731,19
W35001663,334,264,59,35,40,28,46,1
W35001664,300,227,66,41,41,34,49,0
W35001665,742,576,141,93,89,69,105,5
W35001666,347,249,87,59,61,48,70,0
W35001667,430,322,101,58,59,50,66,0
W35001668,438,348,83,50,46,32,56,1
W35001669,265,205,53,26,30,16,36,0
W35001670,265,215,43,29,26,20,32,0
W35001671,335,256,75,47,52,42,54,0
W35001672,294,220,62,35,32,27,41,2
W35001673,302,242,55,32,30,22,35,0
W35001674,399,310,84,40,42,27,53,0
W35001675,704,556,131,76,89,71,99,0
W35001676,310,250,54,38,36,26,43,0
W35001677,413,326,74,46,49,36,57,1
W35001678,472,389,74,40,43,33,53,1
W35001679,310,230,73,36,40,35,48,0
W35001680,283,211,61,40,44,32,50,0
W35001681,572,407,145,92,103,76,114,0
W35001682,331,279,43,31,30,23,37,0
W35001683,466,353,95,73,77,59,87,0
W35001684,272,211,57,35,35,26,41,0
W35001685,837,694,125,77,77,59,89,3
W35001686,521,424,79,44,50,34,56,5
W35001687,325,258,63,46,39,35,53,0
W35001688,304,259,37,28,24,19,31,1
W35001689,260,227,28,17,18,12,21,0
W35001690,264,230,26,12,17,11,18,0
W35001691,356,286,63,36,40,32,45,0
W35001692,305,263,37,24,19,18,26,1
W35001693,614,517,83,57,59,46,69,0
W35001694,489,389,79,45,47,38,56,8
W35001695,241,202,33,24,22,19,28,0
W35001696,301,244,48,41,37,27,46,0
W35001697,402,347,45,30,28,23,36,0
W35001698,688,558,100,77,84,63,93,1
W35001699,381,246,119,112,112,99,119,2
W35001700,405,257,131,106,115,97,122,0
W35001701,467,362,93,59,58,45,68,0
W35001702,367,295,64,32,38,28,39,0
W35001703,338,272,62,36,35,27,41,0
W35001704,321,268,43,30,32,25,37,0
W35001705,768,649,109,61,64,52,71,1
W35001706,576,484,76,50,52,36,62,7
W35001707,448,388,51,28,32,22,36,4
W35001708,272,237,31,22,18,14,23,1
W35001709,260,225,31,17,17,14,19,0
W35001710,370,311,49,28,23,15,34,2
W35001711,326,293,28,13,17,14,18,1
W35001712,463,367,87,60,59,43,70,1
W35001713,964,801,129,82,86,61,106,5
W35001714,339,296,38,19,20,12,25,2
W35001715,268,230,30,19,22,14,24,4
W35001716,326,268,51,24,21,17,27,1
W35001717,317,272,38,22,25,16,28,2
W35001718,624,552,63,41,42,31,46,0
W35001719,266,238,20,12,15,11,18,0
W35001720,386,313,59,35,37,27,41,3
W35001721,489,392,86,50,55,38,60,1
W35001722,498,388,91,57,58,38,71,1
W35001723,266,210,50,24,23,16,31,1
W35001724,217,189,21,17,17,15,19,0
W35001725,603,500,79,38,46,32,49,11
W35001726,320,135,41,33,34,29,36,137
W35001727,299,257,36,22,24,12,28,0
W35001728,382,297,72,39,36,23,47,1
W35001729,604,514,74,42,47,33,60,0
W35001730,605,518,74,44,49,38,54,1
W35001731,319,281,28,11,17,9,21,0
W35001732,240,206,29,14,16,12,16,2
W35001733,513,440,63,41,41,27,47,0
W35001734,160,135,19,6,11,6,11,3
W35001735,290,247,33,19,19,16,22,2
W35001736,562,446,54,38,46,28,51,46
W35001737,894,702,164,126,135,118,145,9
W35001738,1311,1032,241,161,178,147,191,4
W35001739,253,202,44,28,34,27,37,0
W35001740,280,242,32,12,15,11,17,1
W35001741,284,237,40,25,25,19,32,1
W35001742,355,292,54,37,34,27,42,2
W35001743,916,742,154,95,89,67,108,0
W35001744,292,242,39,28,25,21,35,1
W35001745,618,519,87,43,55,36,59,3
W35001746,285,216,58,37,34,27,45,1
W35001747,765,614,129,76,82,64,97,6
W35001748,357,306,47,25,28,21,30,0
W35001749,412,327,73,49,49,40,58,2
W35001750,594,482,88,60,74,49,82,4
W35001751,552,419,111,71,73,50,87,4
W35001752,604,490,102,74,69,58,83,1
W35001753,387,323,36,17,29,18,31,20
W35001754,431,348,57,34,38,28,45,18
W35001755,478,398,65,44,47,40,55,0
W35001756,362,298,50,30,38,27,40,2
W35001757,594,506,67,41,49,34,54,11
W35001758,453,375,67,46,48,34,55,1
W35001759,506,228,81,61,58,52,65,189
W35001760,237,194,33,21,16,12,24,6
W35001761,263,193,55,44,41,35,48,9
W35001762,289,234,25,27,41,12,44,1
W35001763,537,436,78,53,49,37,61,12
W35001764,527,430,80,46,53,36,61,3
W35001765,424,355,56,33,41,28,45,4
W35001766,355,299,50,30,30,27,32,0
W35001767,280,231,43,21,26,20,27,3
W35001768,476,399,67,39,42,33,51,0
W35001769,308,243,52,29,26,18,35,5
W35001770,381,309,52,39,46,26,51,5
W35001771,282,229,47,33,37,32,40,2
W35001772,405,350,45,28,29,18,35,5
W35001773,315,268,43,25,24,17,30,0
W35001774,420,334,53,30,35,23,40,22
W35001775,316,274,36,14,15,11,18,1
W35001776,312,255,48,36,34,28,42,3
W35001777,206,178,24,11,12,10,14,0
W35001778,233,194,32,23,21,17,26,2
W35001779,282,237,38,23,19,16,24,4
W35001780,292,260,28,12,18,13,20,2
W35001781,245,207,23,14,12,9,17,11
W35001782,259,216,34,17,18,9,25,2
W35001783,229,188,33,18,22,17,25,2
W35001784,419,360,50,28,27,19,32,3
W35001785,352,227,109,66,56,35,75,3
W35001786,324,245,70,52,50,39,58,2
W35001787,389,273,104,65,71,54,79,0
W35001788,270,197,55,48,42,28,55,0
W35001789,276,196,67,53,49,37,62,3
W35001790,291,208,74,40,51,41,55,0
W35001791,449,306,125,90,98,80,103,1
W35001792,306,202,93,62,54,46,67,2
W35001793,302,166,115,92,91,73,104,0
W35001794,446,283,144,102,90,75,111,4
W35001795,330,207,113,77,78,62,87,0
W35001796,549,331,198,139,129,104,151,1
W35001797,281,167,103,70,62,54,76,1
W35001798,253,156,88,54,52,41,66,0
W35001799,244,187,49,35,39,33,44,1
W35001800,516,433,69,46,48,36,58,1
W35001801,407,338,56,40,43,33,48,1
W35001802,282,222,47,26,30,25,33,7
W35001803,252,198,42,25,22,15,30,5
W35001804,329,265,53,32,43,28,45,0
W35001805,366,279,76,47,52,39,56,0
W35001806,285,223,55,34,33,25,39,1
W35001807,287,226,46,32,45,31,46,1
W35001808,245,206,34,18,20,11,26,0
W35001809,277,222,42,29,31,18,36,1
W35001810,283,234,40,24,33,16,36,3
W35001811,251,201,41,35,32,28,38,0
W35001812,478,379,86,56,64,42,72,0
W35001813,309,251,49,34,29,22,39,0
W35001814,321,268,43,29,29,23,36,2
W35001815,358,289,54,36,40,28,48,1
W35001816,314,271,33,17,21,13,26,1
W35001817,280,226,44,24,30,18,32,1
W35001818,253,218,23,21,22,17,27,2
W35001819,397,337,51,31,30,23,38,1
W35001820,399,322,70,39,43,29,49,0
W35001821,336,275,47,31,37,29,41,2
W35001822,574,471,85,54,62,41,71,0
W35001823,264,208,37,30,41,28,45,0
W35001824,511,415,87,38,39,31,48,1
W35001825,321,273,40,24,27,15,32,0
W35001826,212,166,38,26,30,24,34,1
W35001827,380,327,45,32,36,32,39,0
W35001828,416,346,61,42,51,38,56,0
W35001829,1287,1042,207,142,153,119,176,2
W35001830,624,534,75,43,44,28,57,0
W35001831,474,377,85,50,46,38,58,0
W35001832,265,206,53,34,35,28,39,0
W35001833,340,299,31,13,18,11,23,3
W35001834,441,356,62,39,54,38,61,0
W35001835,311,275,32,23,26,21,27,0
W35001836,605,498,94,68,63,53,74,1
W35001837,270,220,41,22,24,17,26,1
W35001838,317,276,34,16,25,14,26,2
W35001839,283,249,27,18,19,14,21,1
W35001840,385,323,46,32,34,25,40,4
W35001841,310,261,39,31,31,27,36,1
W35001842,302,256,33,20,25,19,29,1
W35001843,367,299,57,41,46,37,53,1
W35001844,476,416,47,30,34,23,41,0
W35001845,261,205,50,22,26,20,28,0
W35001846,273,236,31,19,20,17,23,0
W35001847,265,226,32,19,26,18,26,0
W35001848,608,498,90,66,72,49,80,1
W35001849,339,285,41,17,26,15,31,1
W35001850,511,441,61,34,36,30,42,2
W35001851,267,219,40,21,33,18,35,0
W35001852,394,330,53,35,46,34,47,1
W35001853,324,280,40,26,28,22,35,0
W35001854,249,220,25,11,17,12,17,0
W35001855,247,208,31,19,25,17,28,0
W35001856,544,428,90,58,76,54,82,3
W35001857,550,452,71,51,69,47,76,0
W35001858,563,478,70,45,52,38,58,1
W35001859,534,459,59,41,51,29,59,1
W35001860,448,393,42,28,36,23,40,2
W35001861,355,321,21,16,17,13,23,2
W35001862,432,350,61,45,52,40,56,7
W35001863,371,308,53,32,41,29,46,0
W35001864,463,396,46,27,38,21,39,10
W35001865,272,235,31,15,21,11,25,0
W35001866,402,316,65,42,62,40,65,0
W35001867,247,189,47,44,45,39,50,0
W35001868,367,283,73,54,62,48,69,0
W35001869,260,230,24,14,18,12,21,0
W35001870,596,494,77,60,77,53,82,4
W35001871,339,290,35,29,35,19,43,0
W35001872,288,243,34,25,30,20,33,0
W35001873,260,220,33,21,20,17,27,0
W35001874,247,214,22,17,27,21,28,0
W35001875,295,255,29,20,26,16,28,0
W35001876,541,463,59,39,51,38,54,4
W35001877,1185,977,170,124,140,116,150,6
W35001878,274,240,27,18,23,15,24,1
W35001879,301,258,33,23,29,19,33,0
W35001880,893,751,114,73,85,60,94,6
W35001881,337,290,36,24,33,21,35,3
W35001882,375,319,42,24,30,22,34,3
W35001883,428,350,64,43,50,42,55,0
W35001884,618,497,101,66,74,56,85,2
W35001885,761,649,90,60,66,45,73,6
W35001886,312,277,27,15,22,12,24,1
W35001887,365,272,82,64,64,56,73,0
W35001888,406,369,29,18,22,18,24,2
W35001889,2848,2391,368,227,286,195,311,22
W35001890,952,815,109,65,78,46,90,0
W35001891,470,413,43,33,35,29,42,7
W35001892,307,263,38,29,28,20,33,0
W35001893,744,630,88,55,71,46,76,1
W35001894,1045,852,159,111,132,94,147,1
W35001895,373,325,42,22,25,19,29,0
W35001896,1051,886,135,97,109,79,123,2
W35001897,393,342,40,30,35,24,38,0
W35001898,412,347,44,32,38,27,42,10
W35001899,790,676,89,56,75,48,80,1
W35001900,315,273,34,16,21,12,24,0
W35001901,774,656,90,59,77,58,83,3
W35001902,306,267,34,20,22,17,23,0
W35001903,268,212,45,36,37,25,44,1
W35001904,254,225,22,12,16,13,18,0
W35001905,309,272,27,15,22,11,26,0
W35001906,437,377,50,28,36,26,40,0
W35001907,322,249,61,36,45,31,48,0
W35001908,318,270,37,29,32,22,36,0
W35001909,318,267,34,21,34,22,37,2
W35001910,232,188,35,21,27,21,30,2
W35001911,339,279,46,28,35,25,37,3
W35001912,341,298,34,21,29,21,29,3
W35001913,317,261,46,29,35,23,40,0
W35001914,344,292,44,27,30,23,34,2
W35001915,344,302,31,22,27,18,31,1
W35001916,365,310,36,29,35,23,43,2
W35001917,304,240,58,35,47,34,51,0
W35001918,319,267,40,23,27,18,31,4
W35001919,457,390,57,35,44,30,49,0
W35001920,680,589,69,42,51,40,59,8
W35001921,455,369,71,46,55,38,61,0
W35001922,339,284,43,31,34,25,39,1
W35001923,309,263,43,29,31,26,33,1
W35001924,513,420,68,58,65,49,73,8
W35001925,275,231,36,18,26,18,29,0
W35001926,397,307,82,67,63,57,72,3
W35001927,327,283,38,22,24,17,27,2
W35001928,406,331,61,42,48,39,53,3
W35001929,306,255,42,30,33,24,33,7
W35001930,239,186,46,28,35,24,39,2
W35001931,320,264,48,37,41,34,44,1
W35001932,256,226,23,21,20,15,25,1
W35001933,391,325,48,33,37,27,42,7
W35001934,668,566,75,64,64,50,73,12
W35001935,659,537,101,88,93,82,99,2
W35001936,264,229,27,15,19,11,23,0
W35001937,277,253,23,16,14,11,17,1
W35001938,300,252,41,19,25,16,27,3
W35001939,554,480,54,41,49,39,55,5
W35001940,240,199,33,24,28,22,30,1
W35001941,370,323,42,32,28,25,36,1
W35001942,540,496,35,21,27,17,29,1
W35001943,471,386,72,42,52,39,54,2
W35001944,323,284,33,22,23,18,25,0
W35001945,474,420,49,28,32,24,33,1
W35001946,250,225,19,13,16,10,18,2
W35001947,328,280,31,26,34,23,38,1
W35001948,366,328,29,22,24,20,27,4
W35001949,495,439,40,23,35,24,35,5
W35001950,305,263,35,20,19,14,24,1
W35001951,280,235,42,28,31,24,32,0
W35001952,288,251,31,28,28,21,31,0
W35001953,383,335,44,31,33,30,36,0
W35001954,349,298,46,36,40,31,42,1
W35001955,348,286,54,28,39,29,39,0
W35001956,292,242,43,37,40,33,44,0
W35001957,531,477,44,27,28,21,36,3
W35001958,450,399,34,27,34,27,35,7
W35001959,262,236,16,13,15,10,17,5
W35001960,255,220,28,22,20,16,25,0
W35001961,401,365,34,24,22,20,26,0
W35001962,331,278,44,33,34,28,38,2
W35001963,362,335,23,12,15,12,17,0
W35001964,269,239,24,15,14,10,19,1
W35001965,492,434,45,29,38,23,41,2
W35001966,412,379,30,20,23,13,24,0
W35001967,255,217,30,18,25,18,26,0
W35001968,717,543,155,127,128,111,141,0
W35001969,334,278,43,33,36,29,39,2
W35001970,329,270,53,27,31,25,34,1
W35001971,796,685,93,59,67,54,75,2
W35001972,348,309,31,21,20,13,25,2
W35001973,254,217,30,21,19,16,24,1
W35001974,410,370,34,22,27,19,29,1
W35001975,560,471,62,40,42,33,48,18
W35001976,523,461,52,40,42,34,47,1
W35001977,277,247,23,17,15,15,19,4
W35001978,332,288,35,25,30,19,32,0
W35001979,248,220,23,16,18,14,19,0
W35001980,473,397,62,45,48,31,57,3
W35001981,340,302,31,22,20,14,25,1
W35001982,443,372,59,37,44,31,48,3
W35001983,409,348,53,42,43,32,46,1
W35001984,525,467,48,33,37,29,40,2
W35001985,326,280,40,28,31,25,34,2
W35001986,2164,1742,121,85,85,73,98,285
W35001987,283,238,24,18,24,18,26,10
W35001988,392,336,38,28,30,26,34,9
W35001989,345,300,37,25,28,22,30,2
W35001990,291,241,38,25,31,22,32,5
W35001991,1705,1438,162,92,106,78,116,79
W35001992,468,408,38,26,28,22,34,13
W35001993,505,432,62,38,42,35,45,0
W35001994,282,236,42,26,27,18,30,1
W35001995,396,292,91,85,84,75,88,1
W35001996,286,235,44,33,33,26,38,0
W35001997,358,312,28,18,20,16,23,14
W35001998,763,640,93,54,71,51,76,10
W35001999,348,271,62,34,48,37,49,1
W35002000,250,201,37,30,34,27,37,2
W35002001,245,210,26,18,20,13,25,0
W35002002,442,327,88,65,63,45,75,9
W35002003,348,242,97,85,92,81,95,0
W35002004,478,410,50,28,39,29,43,5
W35002005,606,532,53,38,45,28,52,0
W35002006,309,236,32,18,20,15,23,37
W35002007,333,282,42,27,29,24,34,0
W35002008,407,328,67,41,45,35,52,1
W35002009,284,253,24,14,20,12,21,0
W35002010,364,294,54,32,44,28,46,0
W35002011,383,279,80,69,83,66,89,0
W35002012,257,205,38,25,31,21,39,3
W35002013,431,364,54,35,42,28,47,1
W35002014,345,261,66,34,47,27,57,0
W35002015,587,499,71,44,54,39,60,0
W35002016,292,251,32,21,25,18,28,0
W35002017,306,255,43,32,37,32,39,0
W35002018,664,561,78,43,55,32,63,0
W35002019,308,255,46,27,31,21,36,0
W35002020,521,451,54,38,46,32,49,2
W35002021,497,432,51,34,38,24,46,1
W35002022,869,758,83,52,71,49,78,4
W35002023,501,417,68,42,47,27,56,1
W35002024,327,270,49,35,38,30,40,5
W35002025,304,263,30,17,25,18,27,0
W35002026,561,440,87,55,76,52,80,8
W35002027,344,294,33,23,29,18,34,4
W35002028,321,277,34,19,28,19,32,0
W35002029,394,349,37,24,27,23,31,0
W35002030,287,249,28,18,21,15,24,5
W35002031,312,249,54,39,46,33,50,0
W35002032,319,255,53,38,46,35,48,4
W35002033,326,282,35,23,31,24,33,1
W35002034,550,448,78,59,70,50,77,0
W35002035,263,213,42,27,33,24,36,0
W35002036,313,260,36,28,34,19,40,0
W35002037,282,252,27,15,18,13,20,0
W35002038,575,522,37,19,25,17,30,6
W35002039,426,293,113,95,104,82,109,1
W35002040,533,453,66,43,48,35,56,3
W35002041,460,379,61,42,56,37,58,2
W35002042,667,610,40,24,28,17,34,5
W35002043,366,298,53,43,50,38,53,3
W35002044,309,262,41,27,30,26,32,0
W35002045,347,289,44,31,36,27,41,0
W35002046,438,387,40,29,37,27,40,1
W35002047,371,314,47,27,36,23,38,0
W35002048,571,472,79,55,65,47,73,1
W35002049,848,703,114,86,103,82,112,4
W35002050,372,298,66,43,49,40,54,0
W35002051,551,479,61,41,46,36,50,1
W35002052,412,343,53,41,47,32,56,0
W35002053,499,413,79,63,66,55,70,0
W35002054,421,363,49,31,32,28,38,1
W35002055,956,820,115,71,80,61,94,2
W35002056,334,275,48,34,39,31,44,1
W35002057,563,437,111,80,88,75,98,0
W35002058,326,265,53,33,34,26,38,0
W35002059,303,270,24,19,26,19,29,2
W35002060,283,246,31,26,28,25,30,0
W35002061,348,307,32,20,29,19,30,0
W35002062,336,287,41,29,36,24,39,1
W35002063,297,259,32,17,22,18,23,1
W35002064,339,296,35,28,34,27,36,0
W35002065,411,341,58,37,50,35,55,0
W35002066,300,240,49,33,42,34,44,0
W35002067,355,279,66,55,59,50,61,0
W35002068,336,277,46,31,36,30,38,4
W35002069,350,286,51,38,45,33,50,1
W35002070,803,672,106,76,92,66,98,2
W35002071,354,245,101,90,89,88,95,0
W35002072,711,609,78,51,56,38,68,6
W35002073,262,222,36,25,28,23,29,0
W35002074,546,417,107,85,87,72,95,9
W35002075,351,276,66,41,49,40,52,0
W35002076,410,347,52,42,47,38,51,0
W35002077,377,305,57,33,39,27,45,2
W35002078,372,316,44,31,30,24,36,2
W35002079,324,255,54,49,45,36,55,0
W35002080,275,229,37,22,23,19,27,2
W35002081,2180,1699,388,286,313,246,339,35
W35002082,376,328,40,34,33,30,38,0
W35002083,268,213,42,36,43,29,47,0
W35002084,266,229,26,25,28,23,31,0
W35002085,266,239,22,16,18,13,20,0
W35002086,483,415,54,43,46,36,50,1
W35002087,301,259,31,28,32,27,35,0
W35002088,413,364,39,27,30,24,34,1
W35002089,319,271,37,26,30,19,35,0
W35002090,369,296,60,58,56,46,65,0
W35002091,332,287,38,29,32,26,34,0
W35002092,246,194,46,34,38,24,41,0
W35002093,290,226,56,43,45,38,50,2
W35002094,278,195,71,65,70,59,74,0
W35002095,736,606,95,81,86,74,100,12
W35002096,476,411,55,42,48,34,53,2
W35002097,398,321,67,41,46,36,51,2
W35002098,388,317,60,35,41,30,46,3
W35002099,1147,940,160,114,124,93,134,26
W35002100,778,649,111,90,93,81,105,4
W35002101,413,352,52,39,40,29,48,2
W35002102,368,307,45,39,45,32,49,0
W35002103,473,409,52,36,38,26,45,2
W35002104,300,239,50,35,37,28,41,2
W35002105,464,322,126,118,123,110,128,1
W35002106,344,278,55,37,46,32,48,0
W35002107,318,260,51,38,44,38,44,3
W35002108,373,312,53,39,40,33,44,1
W35002109,348,291,43,37,41,30,49,0
W35002110,347,266,65,55,62,50,66,1
W35002111,1010,725,138,96,106,86,115,129
W35002112,576,450,105,79,82,68,95,4
W35002113,758,641,82,53,61,44,67,20
W35002114,507,429,63,44,49,35,53,2
W35002115,530,429,91,66,70,59,77,0
W35002116,295,233,56,37,47,37,49,0
W35002117,407,340,57,42,45,33,50,0
W35002118,288,189,86,86,84,76,90,2
W35002119,799,673,97,62,73,59,82,12
W35002120,677,568,92,69,75,57,83,3
W35002121,251,215,35,24,26,25,26,0
W35002122,270,197,63,52,50,49,55,1
W35002123,279,231,43,32,33,26,37,0
W35002124,634,529,82,64,67,53,75,5
W35002125,274,248,21,13,18,13,19,0
W35002126,372,329,34,21,26,20,30,0
W35002127,2509,2272,181,114,131,97,151,5
W35002128,295,258,28,21,25,18,28,2
W35002129,235,205,27,23,24,17,26,0
W35002130,300,259,27,15,22,13,24,3
W35002131,384,317,58,36,36,26,49,0
W35002132,392,340,43,34,35,26,41,0
W35002133,495,396,92,52,56,45,63,0
W35002134,258,223,26,19,22,16,24,4
W35002135,1595,1326,210,164,182,148,204,7
W35002136,281,240,34,20,18,16,22,4
W35002137,368,324,39,17,16,13,21,2
W35002138,351,297,43,33,35,26,40,0
W35002139,536,455,67,39,53,36,56,0
W35002140,390,330,57,33,33,27,37,0
W35002141,300,261,33,18,17,15,22,0
W35002142,284,209,68,58,59,53,63,2
W35002143,357,324,29,22,22,19,23,1
W35002144,329,277,43,38,36,29,43,2
W35002145,616,526,72,63,66,55,76,1
W35002146,452,382,56,41,53,38,54,0
