GeographyCode,WP201EW0001,WP201EW0002,WP201EW0003,WP201EW0004,WP201EW0005,WP201EW0006,WP201EW0007,WP201EW0008,WP201EW0009,WP201EW0010,WP201EW0011,WP201EW0012,WP201EW0013,WP201EW0014,WP201EW0015,WP201EW0016,WP201EW0017,WP201EW0018,WP201EW0019
E33036844,264,155,2,0,49,0,2,5,5,12,2,0,0,17,7,2,0,2,4
E33036845,584,246,20,0,78,6,3,4,4,83,23,13,1,25,37,18,4,6,13
E33036846,2217,952,37,2,348,23,15,21,30,213,51,20,25,109,185,94,40,22,30
E33036847,386,190,7,0,72,1,1,5,10,26,8,1,8,23,11,4,0,1,18
E33036848,650,209,6,0,228,5,5,4,13,21,7,5,8,21,37,27,10,6,38
E33036849,485,111,2,1,114,5,2,8,1,12,5,4,12,20,90,48,25,0,25
E33036850,459,146,9,0,124,4,3,3,7,9,2,9,11,15,55,32,14,1,15
E33036851,299,94,13,0,37,5,1,4,4,27,6,4,7,8,55,26,0,0,8
E33036852,328,99,19,0,58,3,0,1,3,4,1,4,1,13,34,54,14,1,19
E33036853,422,128,16,0,101,5,2,6,10,4,1,3,6,19,56,38,7,2,18
E33036854,889,259,26,1,229,10,3,6,15,24,4,9,2,23,98,120,16,4,40
E33036855,436,141,22,0,84,5,2,3,3,12,3,5,3,7,52,60,11,7,16
E33036856,515,181,13,0,68,5,0,2,1,127,12,1,3,61,11,16,5,0,9
E33036857,658,157,10,0,83,1,2,1,3,170,29,8,5,146,11,12,9,4,7
E33036858,730,418,22,0,77,2,3,11,6,75,13,0,22,39,13,16,7,2,4
E33036859,381,215,9,0,51,4,2,5,1,39,5,4,3,24,2,9,3,4,1
E33036860,396,281,12,0,23,1,1,2,3,30,5,2,5,8,3,13,3,2,2
E33036861,387,205,8,1,36,2,0,10,2,49,0,1,7,34,8,7,7,1,9
E33036862,423,201,13,1,62,1,0,1,3,78,6,0,2,28,8,11,2,4,2
E33036863,355,109,9,0,26,9,2,2,4,13,11,3,13,21,71,47,8,1,6
E33036864,343,82,4,0,58,5,2,3,5,12,2,4,12,8,85,40,11,0,10
E33036865,368,162,7,0,40,5,0,4,4,13,2,2,8,17,54,31,12,2,5
E33036866,844,466,15,0,137,9,6,4,16,8,2,1,22,16,64,43,19,2,14
E33036867,354,196,10,0,26,10,0,3,3,4,0,2,6,4,43,35,7,1,4
E33036868,519,199,3,0,49,8,5,4,4,24,17,4,13,48,60,35,15,2,29
E33036869,434,222,6,0,50,5,0,1,1,28,22,5,7,34,33,10,5,1,4
E33036870,397,209,6,0,44,4,3,3,2,18,13,10,0,18,41,14,6,0,6
E33036871,415,158,3,0,47,1,1,6,2,42,47,17,5,22,40,5,5,0,14
E33036872,462,263,5,0,49,2,2,3,1,29,19,4,4,17,46,9,3,1,5
E33036873,319,59,8,6,65,0,1,4,1,66,50,14,2,12,4,7,6,4,10
E33036874,524,159,18,0,26,1,1,2,2,127,62,17,3,28,29,22,14,1,12
E33036875,632,192,11,0,60,2,0,3,0,136,76,22,12,40,25,27,9,0,17
E33036876,457,78,4,0,55,4,0,3,4,127,80,26,3,20,22,15,4,1,11
E33036877,358,77,3,0,65,0,1,3,5,68,36,23,0,10,14,13,3,1,36
E33036878,447,225,6,0,56,5,1,1,4,41,25,14,5,10,27,13,2,2,10
E33036879,295,160,7,1,36,12,1,1,3,9,3,3,1,16,19,9,8,0,6
E33036880,1098,717,30,1,119,15,2,7,5,36,5,7,10,20,49,39,17,4,15
E33036881,392,236,7,1,66,3,1,6,9,10,5,1,1,7,18,8,2,5,6
E33036882,472,196,9,0,28,6,3,3,3,10,2,15,4,15,122,37,7,2,10
E33036883,281,170,0,0,35,2,3,5,3,8,2,5,1,5,20,18,2,1,1
E33036884,1075,598,23,1,172,12,1,12,10,34,9,7,24,27,55,31,12,20,27
E33036885,2488,1326,48,1,469,7,8,17,20,182,29,17,73,75,91,39,39,12,35
E33036886,2069,1489,44,2,161,20,8,16,21,38,13,9,10,24,71,86,26,6,25
E33036887,992,480,20,0,187,13,13,10,14,41,5,20,23,43,40,38,8,6,31
E33036888,273,141,2,0,50,2,0,2,0,2,2,5,15,8,33,7,0,1,3
E33036889,746,450,22,0,77,7,4,3,23,12,4,8,5,13,59,36,6,3,14
E33036890,937,562,17,0,91,11,6,5,4,65,9,19,9,19,51,48,9,5,7
E33036891,1363,791,24,0,209,7,6,13,16,81,12,14,27,31,53,29,23,14,13
E33036892,320,167,5,0,60,1,3,2,2,10,1,5,4,10,22,12,2,1,13
E33036893,577,405,9,0,57,3,2,6,1,17,1,3,0,8,21,19,7,3,15
E33036894,1526,822,41,0,144,15,4,17,27,99,30,21,13,34,124,81,22,7,25
E33036895,326,151,14,1,55,5,4,0,7,7,4,5,1,10,30,17,12,0,3
E33036896,446,214,6,0,67,3,2,4,6,32,5,4,5,22,46,18,5,2,5
E33036897,261,134,2,0,38,4,2,1,2,9,7,6,6,11,23,8,6,1,1
E33036898,242,150,5,0,14,1,0,2,0,24,4,1,4,19,8,3,1,1,5
E33036899,292,206,6,2,17,0,0,3,2,16,3,2,6,14,10,2,1,1,1
E33036900,285,221,6,0,28,1,0,2,1,11,1,0,1,7,4,1,0,0,1
E33036901,381,281,12,0,24,1,0,3,2,15,7,1,4,14,8,3,2,3,1
E33036902,236,183,1,0,12,3,0,2,0,4,7,10,5,4,2,1,0,0,2
E33036903,280,180,2,0,25,2,3,1,0,12,1,7,0,27,9,5,1,2,3
E33036904,522,227,10,0,97,4,5,1,1,23,8,29,37,26,16,12,18,2,6
E33036905,550,193,10,0,144,10,3,2,4,20,19,59,15,13,31,10,5,5,7
E33036906,368,141,8,0,75,2,0,3,5,11,6,54,14,8,16,16,1,5,3
E33036907,708,324,16,0,71,0,1,3,7,115,22,40,7,14,32,26,11,8,11
E33036908,7122,3288,197,1,1672,34,26,90,61,606,86,78,264,171,194,113,39,98,104
E33036909,436,180,6,0,74,2,1,2,4,29,3,45,18,17,17,16,3,2,17
E33036910,336,139,7,0,79,3,2,6,6,21,3,18,3,8,25,9,0,0,7
E33036911,400,239,8,0,67,4,8,1,2,15,2,10,8,11,9,6,2,3,5
E33036912,580,252,7,0,104,4,1,7,6,59,8,38,18,25,28,10,4,1,8
E33036913,362,72,5,0,42,2,0,3,2,141,6,5,6,44,13,6,5,5,5
E33036914,425,75,11,0,62,0,0,2,0,198,20,1,1,33,4,10,0,5,3
E33036915,325,122,7,0,72,2,0,1,1,75,5,0,0,21,2,8,3,3,3
E33036916,287,81,10,1,34,3,0,2,0,109,8,2,1,21,3,6,1,1,4
E33036917,359,76,11,2,34,4,2,0,1,155,9,1,2,34,4,12,3,0,9
E33036918,380,65,11,0,83,0,0,2,2,119,4,1,1,23,7,30,22,0,10
E33036919,378,84,17,0,61,4,3,2,1,134,9,3,1,29,10,14,2,0,4
E33036920,352,162,4,2,98,0,1,1,3,6,4,0,4,9,16,13,4,1,24
E33036921,367,136,8,3,85,6,6,7,6,16,7,12,4,13,18,18,3,0,19
E33036922,350,128,7,1,87,2,1,0,2,10,3,4,2,9,35,21,13,2,23
E33036923,381,86,12,3,98,9,5,1,5,23,7,5,1,11,49,42,7,0,17
E33036924,387,98,10,0,115,4,2,10,2,30,9,6,5,8,41,20,12,1,14
E33036925,351,114,3,0,82,1,0,0,0,21,10,9,1,5,40,27,7,2,29
E33036926,348,124,5,1,96,6,2,1,4,15,3,7,1,5,25,27,5,0,21
E33036927,411,89,6,0,49,1,0,2,2,92,49,18,2,44,13,16,9,0,19
E33036928,466,182,4,0,43,2,0,2,1,72,30,5,2,34,52,24,5,0,8
E33036929,361,63,3,0,64,1,0,2,2,88,54,15,2,23,20,19,1,1,3
E33036930,368,64,4,0,50,3,0,1,1,91,64,16,1,28,18,13,5,2,7
E33036931,328,87,7,0,32,6,0,1,2,61,33,17,1,39,14,13,10,0,5
E33036932,643,226,8,0,31,4,2,2,5,124,36,25,2,73,42,34,11,0,18
E33036933,495,189,4,1,57,2,0,4,1,82,50,20,5,35,17,15,5,0,8
E33036934,343,128,0,0,23,2,2,1,1,66,37,18,5,27,8,6,1,3,15
E33036935,360,143,5,0,24,2,0,0,1,68,31,9,9,39,7,13,1,2,6
E33036936,381,188,1,0,36,0,0,5,3,67,20,19,5,27,2,3,0,1,4
E33036937,318,87,3,0,39,2,2,3,1,62,34,31,6,25,10,5,0,2,6
E33036938,363,118,5,0,27,0,0,0,1,86,42,18,3,30,8,13,2,0,10
E33036939,317,182,4,0,41,2,2,3,4,7,2,5,4,10,30,9,7,2,3
E33036940,270,171,8,0,34,0,0,1,2,4,2,0,1,13,16,12,4,1,1
E33036941,621,387,8,0,46,2,4,4,5,32,5,6,12,19,42,34,7,1,7
E33036942,353,177,16,0,36,3,3,1,2,6,2,1,6,20,38,29,7,1,5
E33036943,505,334,7,0,40,2,2,3,8,6,3,1,4,18,21,6,22,4,24
E33036944,538,360,14,0,33,4,2,4,1,21,3,4,11,12,32,24,7,1,5
E33036945,417,211,18,0,43,3,1,3,2,22,1,1,11,14,53,23,7,1,3
E33036946,555,233,13,0,90,5,5,10,7,15,4,20,28,29,45,22,14,4,11
E33036947,462,224,8,0,59,2,2,4,10,20,1,1,12,34,35,25,10,3,12
E33036948,526,359,16,0,41,6,2,6,5,11,5,1,11,5,24,21,10,0,3
E33036949,589,300,12,0,88,10,4,2,8,25,11,9,7,13,46,38,11,1,4
E33036950,1079,477,12,0,166,24,14,9,22,46,42,25,21,34,109,53,14,3,8
E33036951,599,272,7,1,73,12,2,5,7,34,7,22,14,43,55,24,10,3,8
E33036952,858,489,18,0,113,5,4,4,4,32,11,6,25,33,59,27,7,9,12
E33036953,277,165,3,0,15,3,1,2,0,14,3,3,5,17,19,11,5,4,7
E33036954,255,130,4,0,31,1,2,3,1,28,3,2,8,15,12,8,3,1,3
E33036955,292,165,2,0,36,2,0,1,4,21,6,1,7,14,17,9,2,2,3
E33036956,373,226,2,0,45,3,2,4,3,19,5,2,7,14,26,6,6,1,2
E33036957,273,172,7,0,47,1,0,1,1,4,0,2,4,12,11,5,2,1,3
E33036958,701,314,3,0,47,13,3,1,37,53,17,25,7,58,80,26,6,2,9
E33036959,335,216,7,0,44,2,1,2,2,7,1,1,12,9,15,9,1,1,5
E33036960,323,160,6,0,43,2,4,3,3,10,2,0,9,22,37,14,2,1,5
E33036961,329,161,8,2,63,3,4,4,5,10,3,6,14,15,16,7,2,2,4
E33036962,494,322,13,0,38,4,1,3,6,18,6,8,1,17,35,15,3,1,3
E33036963,446,239,13,0,32,1,2,5,16,18,6,6,13,11,55,16,8,1,4
E33036964,375,146,10,1,49,6,3,4,4,8,0,2,6,31,70,20,11,3,1
E33036965,302,190,12,0,35,3,2,6,3,3,1,5,2,8,22,4,3,1,2
E33036966,644,345,15,0,70,5,2,5,8,21,4,7,9,18,72,44,9,2,8
E33036967,319,213,9,0,31,6,1,3,4,1,0,0,5,8,16,13,1,1,7
E33036968,728,413,13,2,102,7,2,5,7,36,3,7,7,31,39,27,9,4,14
E33036969,354,270,4,1,17,4,2,3,2,5,2,0,1,7,23,8,1,0,4
E33036970,1840,1687,8,2,21,7,2,8,0,60,8,8,2,6,8,3,2,0,8
E33036971,1082,1001,7,0,31,9,1,3,2,14,0,0,2,3,4,4,0,0,1
E33036972,293,273,2,0,8,0,0,3,0,2,0,0,0,2,0,3,0,0,0
E33036973,637,589,5,0,16,2,0,1,0,15,0,1,1,1,2,2,0,0,2
E33036974,329,267,8,0,15,3,1,1,3,9,4,1,7,6,1,2,0,0,1
E33036975,389,306,2,0,16,1,0,1,2,8,1,3,17,19,2,5,0,1,5
E33036976,377,308,4,0,36,4,1,3,0,10,3,0,1,1,3,1,1,0,1
E33036977,356,279,5,1,32,2,0,0,4,6,0,3,5,11,3,0,1,0,4
E33036978,389,351,4,0,9,1,0,1,0,7,3,0,0,1,7,3,0,1,1
E33036979,844,725,7,1,38,4,0,3,3,17,1,2,4,8,13,5,4,1,8
E33036980,386,347,1,1,17,1,0,2,0,3,0,0,1,8,0,1,0,3,1
E33036981,406,340,3,1,16,0,1,2,1,18,3,0,2,1,7,1,1,1,8
E33036982,789,665,5,1,13,7,0,5,2,30,22,10,1,8,8,7,5,0,0
E33036983,492,413,7,0,19,3,1,3,5,17,3,2,4,2,8,3,0,0,2
E33036984,1152,906,10,0,65,8,4,5,6,44,9,8,15,10,33,10,2,10,7
E33036985,231,200,4,0,8,1,0,3,2,4,0,0,1,3,2,3,0,0,0
E33036986,1334,1191,10,0,26,2,3,4,4,37,2,3,5,10,19,6,1,1,10
E33036987,348,304,4,0,19,2,0,0,1,5,0,3,1,2,4,1,0,0,2
E33036988,425,394,3,0,13,1,0,4,0,4,0,0,1,3,1,1,0,0,0
E33036989,1952,1788,11,4,32,0,3,9,4,42,8,6,9,10,6,10,3,2,5
E33036990,643,578,4,0,11,4,0,2,8,10,0,2,0,7,5,2,1,2,7
E33036991,353,314,0,2,13,1,0,2,1,8,1,3,0,0,4,1,0,0,3
E33036992,480,397,4,0,30,2,0,1,3,15,0,7,4,5,5,3,1,0,3
E33036993,390,335,2,0,22,0,1,2,0,14,1,3,5,2,3,0,0,0,0
E33036994,356,314,2,2,10,1,1,3,1,6,1,5,0,4,3,1,0,0,2
E33036995,288,240,3,0,4,0,0,4,2,13,3,4,5,1,6,1,0,0,2
E33036996,292,234,1,1,7,0,0,0,3,7,8,0,0,2,21,5,3,0,0
E33036997,742,625,10,2,42,2,1,4,4,34,4,0,1,6,3,2,0,0,2
E33036998,953,858,6,0,18,4,2,6,6,20,12,0,1,3,4,3,0,0,10
E33036999,408,377,3,0,12,0,0,1,1,4,1,0,0,2,1,1,1,1,3
E33037000,220,200,2,1,3,2,2,0,0,2,0,0,0,0,5,2,0,0,1
E33037001,274,251,1,0,3,3,0,1,0,8,2,0,0,2,1,1,1,0,0
E33037002,262,238,1,0,6,1,0,1,0,4,1,0,0,4,3,1,2,0,0
E33037003,154,125,1,1,5,0,0,1,0,3,5,12,0,0,0,0,0,0,1
E33037004,504,478,1,2,7,3,0,0,0,6,0,1,0,2,0,1,0,3,0
E33037005,650,535,6,0,24,1,1,5,2,49,1,0,2,4,13,1,1,1,4
E33037006,229,207,0,0,5,1,0,0,0,6,1,3,0,0,5,0,0,1,0
E33037007,529,474,1,0,21,2,1,4,1,12,1,0,3,3,2,0,4,0,0
E33037008,243,209,1,0,16,1,0,0,1,12,0,0,0,2,0,0,0,0,1
E33037009,393,372,2,1,10,0,0,0,0,3,0,1,0,1,1,1,0,0,1
E33037010,727,670,3,0,23,2,0,2,0,7,1,0,6,5,3,0,1,0,4
E33037011,491,421,1,2,18,1,0,5,1,17,1,1,1,3,7,4,0,4,4
E33037012,324,274,4,0,8,0,1,1,0,21,6,2,0,4,1,0,0,0,2
E33037013,593,534,3,0,15,3,0,3,0,17,3,3,2,3,3,1,1,0,2
E33037014,538,440,4,4,35,0,0,1,3,35,0,0,2,5,4,0,1,4,0
E33037015,359,331,1,0,7,4,0,3,3,4,0,0,0,2,1,2,1,0,0
E33037016,1367,1165,5,0,128,5,0,1,4,26,1,4,0,13,6,5,0,1,3
E33037017,702,593,3,2,60,0,1,2,0,19,4,4,1,3,6,1,0,0,3
E33037018,249,225,3,0,6,0,0,1,1,7,2,0,0,0,1,1,0,1,1
E33037019,412,379,2,0,14,0,0,2,0,2,1,1,3,1,3,1,2,0,1
E33037020,735,662,7,1,25,1,3,0,0,14,1,0,0,9,4,6,2,0,0
E33037021,264,222,2,0,13,4,2,4,1,2,1,0,2,9,0,1,0,0,1
E33037022,867,714,12,0,67,1,0,3,5,21,3,0,15,7,10,5,0,1,3
E33037023,643,526,6,0,34,2,1,3,6,22,7,0,9,6,10,2,1,4,4
E33037024,250,199,2,0,15,2,1,5,1,8,3,1,2,4,1,5,0,0,1
E33037025,835,750,5,0,24,2,1,3,1,20,0,1,3,7,8,6,1,1,2
E33037026,1391,990,12,3,50,8,6,5,9,26,5,0,8,37,193,24,6,0,9
E33037027,1169,994,17,1,69,4,1,3,1,35,6,1,5,12,8,5,2,2,3
E33037028,276,210,3,0,14,0,2,2,3,16,5,0,2,7,4,5,0,1,2
E33037029,3703,3162,34,2,236,15,5,14,8,63,14,2,13,39,42,33,10,2,9
E33037030,967,790,16,0,41,3,1,4,3,35,22,1,5,28,3,9,0,0,6
E33037031,686,497,12,0,62,3,0,5,3,51,8,0,9,14,10,4,1,0,7
E33037032,416,343,9,0,42,1,1,3,2,7,0,1,0,2,1,1,3,0,0
E33037033,333,263,2,0,27,0,0,2,1,8,7,0,2,1,16,2,1,0,1
E33037034,328,296,3,1,12,0,0,2,0,4,2,0,1,2,0,4,1,0,0
E33037035,881,728,10,0,49,2,2,5,2,36,9,5,4,8,8,6,1,0,6
E33037036,1288,1028,15,0,89,4,3,8,4,68,19,3,7,15,9,5,1,3,7
E33037037,616,473,14,0,50,4,1,3,4,19,5,0,5,18,12,3,1,3,1
E33037038,526,482,3,0,25,3,0,0,0,6,0,0,0,4,1,1,0,0,1
E33037039,361,335,1,0,12,1,0,0,0,3,1,2,0,1,1,1,2,1,0
E33037040,254,232,1,0,12,0,0,0,1,3,0,0,2,2,0,0,1,0,0
E33037041,233,216,1,0,7,0,0,0,0,2,0,0,0,1,3,1,0,1,1
E33037042,372,330,3,0,17,0,1,0,1,7,1,0,0,3,7,1,0,0,1
E33037043,394,328,6,0,42,1,0,0,0,0,1,0,1,2,6,6,0,0,1
E33037044,1343,1135,7,1,56,10,2,3,6,27,19,2,6,21,20,21,6,1,0
E33037045,399,369,3,0,13,2,0,3,1,2,0,0,0,3,0,3,0,0,0
E33037046,256,203,1,0,34,0,0,0,2,2,1,0,1,4,5,2,0,0,1
E33037047,425,368,4,0,32,2,0,1,2,7,1,1,0,2,2,3,0,0,0
E33037048,377,307,2,0,41,0,2,4,1,2,1,0,3,1,11,1,0,0,1
E33037049,790,728,3,1,18,1,1,3,0,6,0,1,2,7,8,5,4,0,2
E33037050,829,667,5,0,53,0,0,3,2,51,8,3,8,9,12,3,1,0,4
E33037051,536,450,4,0,37,0,1,3,1,16,10,0,4,3,4,2,1,0,0
E33037052,314,291,1,1,10,2,0,1,2,1,0,0,3,0,1,0,0,0,1
E33037053,985,808,9,2,111,4,1,2,2,13,6,5,1,9,5,2,1,0,4
E33037054,903,829,7,0,36,2,1,5,2,5,1,3,1,4,5,1,0,0,1
E33037055,229,183,4,0,10,2,1,1,1,22,1,0,2,0,0,1,0,0,1
E33037056,491,461,2,1,9,1,1,2,1,2,1,0,3,1,3,1,0,2,0
E33037057,469,425,4,0,20,1,1,2,2,2,0,0,2,4,4,0,1,0,1
E33037058,309,279,0,0,11,0,0,3,5,1,0,1,1,6,0,0,1,0,1
E33037059,705,641,5,0,34,1,0,1,1,8,2,0,6,1,2,1,0,0,2
E33037060,496,447,7,0,25,2,0,1,1,3,0,1,4,1,1,2,0,0,1
E33037061,346,277,22,0,19,0,1,0,3,19,1,0,0,3,0,0,0,0,1
E33037062,205,180,3,1,7,0,0,2,0,8,0,0,1,2,0,0,0,0,1
E33037063,617,505,1,0,57,2,0,1,2,17,3,2,2,19,4,0,0,0,2
E33037064,487,457,2,1,15,1,0,0,3,3,1,0,1,1,1,1,0,0,0
E33037065,299,262,2,0,13,0,1,2,2,3,1,7,0,3,2,1,0,0,0
E33037066,581,495,2,0,31,6,0,2,2,4,4,4,6,14,3,5,1,1,1
E33037067,4273,3424,43,0,297,15,6,23,16,227,54,6,30,39,41,16,8,13,15
E33037068,725,600,6,0,62,4,2,5,2,14,6,0,3,7,6,5,0,0,3
E33037069,444,398,0,0,13,3,0,2,1,5,2,6,8,0,3,2,0,0,1
E33037070,211,163,7,0,4,0,0,2,0,5,1,4,21,1,1,1,0,0,1
E33037071,288,262,5,0,14,1,0,0,0,1,0,1,0,1,0,1,0,1,1
E33037072,311,275,1,0,21,1,2,0,1,2,0,0,0,1,0,2,1,1,3
E33037073,450,413,2,0,11,4,0,2,0,6,4,1,0,3,2,2,0,0,0
E33037074,524,486,3,0,10,3,0,1,0,7,1,1,1,0,2,7,0,1,1
E33037075,669,585,2,0,47,1,2,1,3,1,2,0,1,3,10,8,1,0,2
E33037076,590,463,7,0,55,2,0,1,2,20,5,1,0,4,12,13,1,1,3
E33037077,2164,1726,26,1,149,4,3,13,13,117,25,4,12,23,21,15,3,1,8
E33037078,683,536,9,1,62,2,0,3,5,23,3,0,10,10,12,4,2,0,1
E33037079,423,361,6,0,18,1,1,1,2,16,3,1,1,4,3,3,0,0,2
E33037080,333,288,1,0,18,1,0,0,0,5,0,1,0,8,4,4,2,0,1
E33037081,785,685,5,0,42,12,1,5,1,8,4,1,1,5,3,8,3,0,1
E33037082,911,672,13,0,58,5,3,4,4,14,4,1,10,17,84,14,2,3,3
E33037083,209,181,3,0,14,0,0,0,0,3,0,0,1,0,3,0,0,1,3
E33037084,535,455,6,1,31,3,1,4,1,15,4,7,1,2,3,0,1,0,0
E33037085,336,282,4,0,8,2,0,2,0,18,3,0,6,6,1,4,0,0,0
E33037086,707,634,9,2,31,3,0,2,2,4,3,1,4,2,5,1,1,0,3
E33037087,237,198,3,1,22,2,1,2,1,1,0,0,1,2,2,0,0,1,0
E33037088,393,365,1,0,10,1,0,2,1,3,2,1,2,3,1,1,0,0,0
E33037089,834,716,4,1,61,0,1,4,0,4,8,10,8,5,9,1,1,0,1
E33037090,366,314,3,1,10,0,1,0,1,4,1,10,8,5,5,0,0,0,3
E33037091,242,199,1,0,24,1,0,0,1,5,0,0,0,2,4,0,0,4,1
E33037092,248,227,1,0,14,1,1,1,1,0,2,0,0,0,0,0,0,0,0
E33037093,247,233,2,0,5,0,0,0,1,2,0,0,0,2,1,0,0,1,0
E33037094,281,245,3,0,15,2,1,0,1,5,2,0,1,3,2,0,0,0,1
E33037095,331,314,3,0,8,0,0,1,1,3,1,0,0,0,0,0,0,0,0
E33037096,394,359,3,0,12,1,0,5,1,0,3,1,2,1,3,2,0,0,1
E33037097,365,330,4,0,16,1,0,0,1,1,2,0,1,6,0,2,0,0,1
E33037098,446,391,2,0,38,1,1,1,1,5,1,0,1,1,1,0,0,0,2
E33037099,891,788,5,0,38,2,1,8,1,13,4,0,9,7,7,3,0,0,5
E33037100,253,236,2,1,5,1,0,0,1,2,0,0,1,0,3,0,0,0,1
E33037101,1384,1199,16,1,76,3,1,4,8,31,6,0,9,9,12,3,3,0,3
E33037102,3691,3466,17,0,73,10,3,10,8,47,5,0,11,11,18,8,1,1,2
E33037103,581,525,6,1,29,1,0,1,1,3,4,1,2,1,1,2,0,1,2
E33037104,207,181,0,1,7,1,0,0,2,3,0,0,9,1,0,1,1,0,0
E33037105,565,532,3,0,13,4,0,1,1,1,1,0,0,3,3,1,0,1,1
E33037106,225,199,3,0,5,3,0,1,0,3,3,1,0,1,3,1,1,1,0
E33037107,202,172,2,0,3,1,0,0,1,8,1,0,0,4,2,6,1,0,1
E33037108,430,348,6,1,25,2,0,3,1,12,8,1,1,6,7,7,1,0,1
E33037109,611,490,4,0,53,4,1,6,0,8,11,0,2,20,4,6,0,0,2
E33037110,255,209,4,1,9,3,0,0,1,6,10,0,0,4,4,4,0,0,0
E33037111,1343,1098,19,0,57,8,3,8,9,56,8,3,1,13,23,21,10,4,2
E33037112,1779,1184,22,1,133,10,4,8,10,164,102,6,15,47,39,14,3,5,12
E33037113,221,172,0,0,12,5,0,0,2,6,1,0,1,6,9,4,1,0,2
E33037114,267,209,6,0,18,4,1,0,1,7,1,0,0,9,4,5,1,0,1
E33037115,446,328,6,0,33,4,1,2,5,14,9,0,6,11,16,6,1,2,2
E33037116,396,269,4,1,31,1,2,0,3,13,13,2,2,13,25,6,2,3,6
E33037117,406,317,2,0,34,2,0,3,1,18,9,1,2,3,7,4,3,0,0
E33037118,346,292,4,0,12,7,0,3,0,7,3,0,0,4,5,5,0,0,4
E33037119,925,629,16,1,52,9,1,3,8,32,14,0,2,20,94,29,8,0,7
E33037120,570,450,5,0,26,6,0,4,1,11,15,0,4,11,24,8,3,0,2
E33037121,332,283,3,0,13,3,0,2,1,4,4,1,2,5,4,6,1,0,0
E33037122,558,435,5,0,44,5,1,2,2,17,11,0,1,6,11,16,1,0,1
E33037123,220,171,0,0,27,2,1,0,1,4,3,0,0,3,1,3,2,0,2
E33037124,580,440,2,0,66,3,0,1,1,14,12,0,3,9,12,6,4,2,5
E33037125,310,138,4,0,33,0,0,1,0,37,49,1,1,11,10,8,1,4,12
E33037126,768,209,8,0,61,9,3,10,7,179,151,6,5,47,33,13,1,4,22
E33037127,2013,1103,31,1,177,14,1,12,13,215,196,6,11,64,68,56,12,4,29
E33037128,1819,1114,26,1,212,9,3,12,16,211,65,7,11,34,32,25,9,11,21
E33037129,262,193,1,1,32,0,0,2,1,12,2,1,0,6,3,2,3,0,3
E33037130,1400,653,14,3,164,2,6,8,8,260,61,10,6,86,32,18,27,20,22
E33037131,357,237,4,0,38,2,1,1,2,25,18,1,3,6,6,6,1,0,6
E33037132,247,164,5,1,12,1,1,3,3,25,6,0,1,10,8,2,4,0,1
E33037133,262,187,3,0,19,2,0,1,5,17,9,0,0,11,1,3,1,0,3
E33037134,481,335,4,0,25,0,2,4,5,57,15,1,1,9,6,10,1,2,4
E33037135,522,329,5,1,56,2,1,5,2,45,14,6,1,25,12,7,3,3,5
E33037136,1425,766,9,4,215,13,4,8,3,184,56,6,8,67,23,17,6,11,25
E33037137,364,165,3,0,64,3,1,0,1,51,29,2,1,23,9,5,2,0,5
E33037138,257,164,3,0,44,0,0,1,3,12,2,1,0,14,4,0,2,4,3
E33037139,479,316,10,0,33,0,1,4,3,58,13,0,4,13,11,6,0,0,7
E33037140,260,192,1,0,23,2,1,1,1,21,3,1,0,3,3,4,1,1,2
E33037141,1274,732,12,0,183,6,2,4,1,172,57,5,4,43,14,17,3,3,16
E33037142,319,214,3,0,10,0,0,2,0,43,18,1,2,4,7,6,0,1,8
E33037143,1505,983,11,0,108,12,3,9,11,141,81,9,12,37,27,31,6,5,19
E33037144,512,326,3,0,87,1,2,3,2,34,10,0,8,12,8,11,1,3,1
E33037145,343,205,6,0,56,3,0,6,2,22,7,1,0,7,9,7,2,1,9
E33037146,632,428,5,1,42,1,0,2,5,64,28,2,1,26,9,11,2,0,5
E33037147,369,229,7,0,24,1,4,2,2,34,28,0,2,10,15,3,0,4,4
E33037148,4249,2464,59,2,357,28,14,42,41,520,201,10,61,235,66,77,20,8,44
E33037149,281,216,2,0,19,4,0,2,1,11,8,1,4,6,4,0,0,0,3
E33037150,356,241,7,0,28,1,1,1,6,26,24,0,5,7,1,1,3,0,4
E33037151,341,222,5,0,47,0,1,4,3,21,5,0,2,14,5,7,2,3,0
E33037152,241,177,1,0,17,2,0,2,1,25,7,0,1,2,3,3,0,0,0
E33037153,233,93,3,0,24,2,1,1,0,31,27,0,7,15,8,1,3,9,8
E33037154,361,84,2,0,65,5,0,0,2,90,64,1,3,22,1,12,0,2,8
E33037155,325,179,3,0,15,4,0,2,0,41,36,1,0,24,5,8,2,1,4
E33037156,438,326,3,0,30,6,0,0,0,34,8,1,0,8,10,6,1,0,5
E33037157,234,165,0,0,24,2,1,0,0,17,10,0,0,5,3,5,0,0,2
E33037158,319,171,4,1,25,2,1,1,1,39,34,0,3,10,8,6,3,2,8
E33037159,385,255,10,1,17,5,3,0,2,36,21,2,1,11,3,6,5,5,2
E33037160,583,406,10,0,44,0,0,1,0,38,20,0,7,32,3,11,4,3,4
E33037161,348,216,4,2,40,0,0,1,0,32,11,0,3,9,8,15,2,1,4
E33037162,1266,894,24,0,121,13,8,5,6,63,46,1,2,19,25,18,3,5,13
E33037163,718,511,12,1,56,9,0,3,3,52,22,2,2,7,4,21,3,0,10
